"X1","X2","cl","nbases",".samples"
1.4434322507552,1.47169071200253,"2",85,1
0.0247918227670396,-1.91618677766312,"1",85,1
-1.54570372405395,0.821306894781851,"3",85,1
-1.77351523878909,1.08811351142461,"3",85,1
-1.69965816773446,0.575265131301927,"3",85,1
-1.40981514822226,0.617349675898878,"3",85,1
1.52774803861382,1.2298244777098,"2",85,1
-0.309364383150613,-2.07300368604676,"1",85,1
1.63985157730404,0.808322679637047,"2",85,1
0.405192805096728,-2.13914479607634,"1",85,1
1.42408688970813,1.61646014289334,"2",85,1
1.77449016188584,1.34596865339362,"2",85,1
1.54912766798175,1.04802011837425,"2",85,1
0.368996945804766,-2.05295691375967,"1",85,1
-1.70341598196641,0.515256599391278,"3",85,1
-0.162516058425538,-2.07781881853722,"1",85,1
0.213451070458937,-1.85632444640341,"1",85,1
1.63218045879529,1.2503441438333,"2",85,1
-1.83813186015024,0.863667734513524,"3",85,1
-1.39911731768315,0.810912048236675,"3",85,1
-0.256965921191952,-2.03574072781686,"1",85,1
-1.55736362387057,0.722234323152199,"3",85,1
0.190302449820988,-2.37567237185397,"1",85,1
1.47991659429438,1.41159138481248,"2",85,1
-0.534468895742044,-1.89482797911009,"1",85,1
1.87365760035575,0.878136994788059,"2",85,1
1.8195508301549,1.3205181039466,"2",85,1
-0.155430727929501,-1.76278130807893,"1",85,1
-1.59555249710961,1.01576647899659,"3",85,1
-1.42575761777818,0.773708016257814,"3",85,1
1.42462814780223,0.944196468010021,"2",88,2
-1.26872774645638,1.42949615767068,"1",88,2
1.72574207113287,0.652630039424686,"2",88,2
1.64803686241192,0.53383183929337,"2",88,2
-1.22472607432679,1.0929369151184,"1",88,2
-1.34382218599759,0.994059208048164,"1",88,2
1.88207303241625,0.539993865529192,"2",88,2
-1.46078104617912,1.2100025596372,"1",88,2
-0.091984386772857,-1.49514189890428,"3",88,2
-1.33909549217795,1.08781509691034,"1",88,2
-0.447655426005088,-1.50465623099824,"3",88,2
-0.284305842450827,-1.79775868697093,"3",88,2
-1.07068396937673,0.764322936871681,"1",88,2
1.55554428791674,0.669270893612504,"2",88,2
1.80950582535966,0.0624033378932185,"2",88,2
1.63621975718392,0.547133821951067,"2",88,2
-0.496099403472214,-1.47565767874961,"3",88,2
1.50872649044389,0.134828286352408,"2",88,2
-0.36533527000877,-1.45113383387277,"3",88,2
-0.539779118277733,-1.54675566322996,"3",88,2
-0.704362256190616,-1.37899402677298,"3",88,2
-1.17722901116315,0.910006662520772,"1",88,2
-0.311065601119379,-1.72758766014106,"3",88,2
-0.484446158919152,-1.46062408344162,"3",88,2
1.57228039683848,0.350914834244587,"2",88,2
-1.13236108419312,1.14285044863675,"1",88,2
-1.42463285066131,0.950576414457321,"1",88,2
1.63932002721982,0.404565507940995,"2",88,2
-0.970603850312965,1.04249980033298,"1",88,2
-0.264380124664058,-1.6260253313749,"3",88,2
-0.854798636754685,1.73436828855227,"2",67,3
1.47273078625795,0.590877047522545,"1",67,3
-0.90670745416933,1.10806799370521,"2",67,3
-0.925572613543856,-1.61691940610612,"3",67,3
-1.00319778081096,1.36086657532216,"2",67,3
2.01952368077183,0.709311381245522,"1",67,3
