"X1","X2","cl","nbases",".samples"
2.18103228595802,-0.436228806728986,"2",91,1
-0.0183841756370221,1.77243497551799,"1",91,1
-0.635982113729604,1.6212607511712,"1",91,1
-1.65599094204423,-1.53148406513274,"3",91,1
-1.47081901782867,-1.24944264097622,"3",91,1
-0.34828911981903,1.40962520679281,"1",91,1
-1.27945187515515,-0.792771521056897,"3",91,1
-1.12509138473956,-1.0453700022829,"3",91,1
2.02731100059525,-0.613754366519665,"2",91,1
-0.147338525589985,2.14647168978492,"1",91,1
-1.45623151898562,-1.15224635763001,"3",91,1
-1.96972621175262,-1.07555579968286,"3",91,1
-1.38465687893019,-0.966026483395531,"3",91,1
1.52513415499484,-0.809897006758062,"2",91,1
1.72851587065765,-0.573133896448519,"2",91,1
-1.48274185418727,-1.1147433221755,"3",91,1
-0.28690778734652,1.80602789668784,"1",91,1
-0.398649517514994,1.90646741227622,"1",91,1
-0.261363006198412,1.68509926543736,"1",91,1
1.88936822505211,-0.194192275435443,"2",91,1
1.97658578201109,-0.412341661035487,"2",91,1
-1.54069989277493,-1.27919500953509,"3",91,1
2.00148877350453,-0.862664186994429,"2",91,1
1.66868616967393,-0.839401279279944,"2",91,1
-0.527985727981649,1.86011181509636,"1",91,1
-1.58492166342444,-0.94452989099581,"3",91,1
-0.415475747797054,1.67635528018881,"1",91,1
-0.692969364804799,1.4966513806074,"1",91,1
2.19402982757053,-0.6379445492733,"2",91,1
1.4915242362238,-0.84958255222351,"2",91,1
1.33472632441619,1.47284777000777,"2",83,2
-1.65480238810087,-0.138420321264534,"1",83,2
0.963244644280546,1.30648732041408,"2",83,2
-1.65625925546374,-0.0245791570814882,"1",83,2
-2.27343800172968,0.0748655900077248,"1",83,2
-2.15626360451431,0.173551451072702,"1",83,2
-1.69781999587862,0.542183266438456,"1",83,2
-1.97238311559178,0.417018320201805,"1",83,2
0.663332101556089,-1.56668842118563,"3",83,2
0.690621514448085,-1.82906744713962,"3",83,2
1.40769217287804,1.23009359788611,"2",83,2
-1.77912124874233,0.343160262576046,"1",83,2
1.10938425547873,-1.30289036556241,"3",83,2
0.739330274098618,1.07154220105391,"2",83,2
0.771615318373078,1.35925322680497,"2",83,2
0.48006150436395,-1.40993191867019,"3",83,2
1.26107861505805,1.42527942490194,"2",83,2
0.806500694643864,-1.26424192984245,"3",83,2
1.34686930650947,1.29193570165911,"2",83,2
-1.78516912727097,0.234681983841191,"1",83,2
0.856916618082849,-1.63592577558583,"3",83,2
-2.00208099635618,0.35280386077939,"1",83,2
1.19613444956557,-1.76663002648287,"3",83,2
0.97179284001058,-1.45082374167208,"3",83,2
0.861637802519003,1.23992527000097,"2",83,2
0.932118096340858,1.66210230672325,"2",83,2
1.0686654655962,0.867786086340589,"2",83,2
-1.90919722043168,-0.146307184862526,"1",83,2
0.800046611444797,-1.18689857084948,"3",83,2
