"X1","X2","cl","nbases",".samples"
0.126265084167487,-1.95476421190039,"3",137,1
1.24881051006662,0.820517134366194,"2",137,1
-0.473910379679985,-1.90008201880773,"3",137,1
-0.381241495419748,-1.86330920986853,"3",137,1
0.096166416264027,-1.90141641666845,"3",137,1
-0.871083883234545,1.37895828624947,"1",137,1
1.10992171975331,0.673320169019782,"2",137,1
1.57480374172203,0.823351339312006,"2",137,1
1.08370030777271,0.674159019515323,"2",137,1
-0.749143503041324,1.10600108877667,"1",137,1
-0.220194910639511,-1.83860609627832,"3",137,1
-0.483708233391247,-1.94836794039796,"3",137,1
2.37169632640839,1.24285989421482,"2",137,1
-0.994441954514877,1.14887727560259,"1",137,1
1.48142420719538,0.732128999194316,"2",137,1
1.61591784692106,0.670884599419534,"2",137,1
-1.46308170631472,1.08541753859588,"1",137,1
1.40658723535443,0.730539804318399,"2",137,1
1.79506388985704,0.70254996733178,"2",137,1
-1.87671911839879,0.857335454756159,"1",137,1
-0.453252674978984,-1.91156848317198,"3",137,1
-1.50261394208879,1.17158311893925,"1",137,1
1.19520650522736,0.573979221864578,"2",137,1
0.0239097274856445,-1.89650872246236,"3",137,1
-1.75288666214064,1.1565376136284,"1",137,1
-1.15991813327108,1.36015189177622,"1",137,1
0.286065901620582,-1.67305379108111,"3",137,1
0.354210116339566,-1.56942967121249,"3",137,1
-1.79649722768437,0.832320207027784,"1",137,1
-1.59105571135703,0.715633937940173,"1",137,1
2.17810762385231,-0.954168250885009,"3",109,2
-2.0150405984521,-0.770723136539778,"2",109,2
1.75268522429998,-0.573218457566786,"3",109,2
-1.76347452565684,-0.995558632635428,"2",109,2
1.55064504153674,-0.658013377902067,"3",109,2
0.254111469524072,1.41922134849554,"1",109,2
1.8600607430331,-0.489991429405243,"3",109,2
-1.78640082986277,-0.800346387437122,"2",109,2
2.06806113017358,-0.861487284737767,"3",109,2
1.99098018932073,-0.604330146053396,"3",109,2
0.0444508855491727,1.31846535559185,"1",109,2
0.297775742960093,1.64799039998636,"1",109,2
0.125929443205276,1.46341984130704,"1",109,2
-2.06662968217937,-0.358775742916557,"2",109,2
1.72263467029252,-0.955152536098219,"3",109,2
0.00925270918683165,1.33468550752369,"1",109,2
-2.12252021486704,-0.918874546414521,"2",109,2
1.7791081021017,-0.810498152737248,"3",109,2
-2.00340188461279,-0.453063880530456,"2",109,2
1.90989138415709,-0.4552083408426,"3",109,2
0.243315335209263,1.14925744403045,"1",109,2
0.293182434145067,1.59028274747957,"1",109,2
-1.93936813824866,-0.876222723564762,"2",109,2
-2.14502228866578,-0.843002973132565,"2",109,2
-2.15475552424334,-0.641426108410298,"2",109,2
-2.22790671501195,-0.266433345009655,"2",109,2
0.3041669945486,1.54067283223822,"1",109,2
1.48540977578557,-1.07391882619724,"3",109,2
0.0256203825107565,1.48257653727666,"1",109,2
0.32913112040821,1.41384226508733,"1",109,2
0.721937479294916,-1.71596264721139,"2",131,3
0.734960348852618,1.64881755383363,"1",131,3
0.966875245615746,1.78258447156683,"1",131,3
1.31558899551048,-1.94099824567027,"2",131,3
-1.7265479245897,0.279096889620357,"3",131,3
-1.41951661163579,0.23470746283879,"3",131,3
