"X1","X2","cl","nbases",".samples"
0.221134911890208,-1.85148067040914,"3",117,1
1.29630941752476,1.21229210703504,"2",117,1
-1.80603992699097,0.224372682087389,"1",117,1
-1.78487472424009,0.543710606390235,"1",117,1
0.763854023540329,-1.1995644652087,"3",117,1
-2.10504729129763,0.491989977571353,"1",117,1
1.3592952441545,0.917543115285219,"2",117,1
0.533797735223308,-1.53666860152448,"3",117,1
-1.97755087242083,0.342008953005787,"1",117,1
1.7072460704657,1.05378479516847,"2",117,1
0.433861263397705,-1.53757833791439,"3",117,1
1.33437908373355,0.829317242819929,"2",117,1
-2.20777478601567,0.791716101442278,"1",117,1
0.622942927396207,-1.18928721430154,"3",117,1
0.573581248144038,-1.58788175129196,"3",117,1
1.39756600285989,0.919418136004679,"2",117,1
-1.80099453234042,0.524377363073395,"1",117,1
-1.83955749958229,0.269341654046922,"1",117,1
1.29561388930033,1.29161176735338,"2",117,1
0.988643333729491,0.943897276020126,"2",117,1
1.41907053116426,0.753439883787609,"2",117,1
1.24078286487358,1.10137079415131,"2",117,1
-1.87396136961056,0.113085561569505,"1",117,1
-1.99044242573884,0.370138051101342,"1",117,1
0.373993627988919,-1.33025781277728,"3",117,1
1.62968348093748,1.18506616851141,"2",117,1
0.501801345817157,-1.48251608921762,"3",117,1
0.484570693680577,-1.61119554567129,"3",117,1
0.770365681912318,-1.17683900752635,"3",117,1
-1.562249949497,0.624787259417371,"1",117,1
-1.61095661730227,-0.982866150814928,"1",127,2
-0.268765264545853,1.35483335824938,"2",127,2
-1.63481736630735,-1.10666570258287,"1",127,2
1.81537200407647,-0.452165514322967,"3",127,2
-1.64423305017301,-1.61212261986956,"1",127,2
-1.51529293417855,-1.61459320099335,"1",127,2
0.0587916650620961,2.26955943717671,"2",127,2
1.90986803499804,-0.383060186155192,"3",127,2
1.3125381107873,-0.121901661447825,"3",127,2
1.72071307617256,-0.864424949912256,"3",127,2
-1.82788830118487,-1.05072760060628,"1",127,2
-1.62656522790479,-1.25232792151247,"1",127,2
0.0237614320485339,1.86591492296649,"2",127,2
1.70134005129698,-0.281171112014705,"3",127,2
1.76479265003063,0.00811777308802552,"3",127,2
2.08911286049384,-0.778551873873321,"3",127,2
-0.362603568311685,1.14302894401476,"2",127,2
1.59027347330497,-0.124935515364818,"3",127,2
1.93382250617635,-0.410852041830707,"3",127,2
-1.83067441420269,-1.27922375239234,"1",127,2
0.0438576952316792,1.55529198819328,"2",127,2
0.222181737679802,1.57665116661867,"2",127,2
-1.80781498685373,-1.33796403563474,"1",127,2
-0.172615746687301,1.55406443660624,"2",127,2
1.95931170042353,-0.606490925437106,"3",127,2
-1.84128027957216,-1.23283687290232,"1",127,2
0.0672951879589639,1.8076707169226,"2",127,2
-1.82373276764833,-0.886532671703972,"1",127,2
-0.0519322731958226,1.68583534307969,"2",127,2
-0.193859387673337,1.55844622245589,"2",127,2
1.50934457725801,1.19637518745943,"3",89,3
0.203801279562616,-1.69763158023403,"1",89,3
1.92289275588785,0.993913796476222,"3",89,3
1.39706337286733,1.07019733343793,"3",89,3
0.164349945408574,-1.98223037835146,"1",89,3
1.3635202274626,1.31166840765986,"3",89,3
-0.215082238490672,-2.07821823462341,"1",89,3
-1.41340926663281,0.814983765243748,"2",89,3
-0.134033608240776,-2.06087918492401,"1",89,3
1.32516413658092,1.21723632520287,"3",89,3
-1.62241067245654,0.782132294459679,"2",89,3
1.34890026865557,0.995545640214782,"3",89,3
1.52142955267139,1.04970932677025,"3",89,3
0.037672308843937,-1.97857259755383,"1",89,3
1.29997861822782,1.28307783643866,"3",89,3
1.50671497505712,0.865697444439916,"3",89,3
0.328079199175768,-2.12895991725863,"1",89,3
0.593409898659782,-1.75032339310726,"1",89,3
-0.323586992589504,-2.15083540991165,"1",89,3
0.0298547475176575,-2.15903958918113,"1",89,3
0.29866415083361,-2.10416014058537,"1",89,3
-1.67640095531008,0.662352956419387,"2",89,3
-1.71696327382781,1.16787248643618,"2",89,3
-1.40135435847022,0.721154395460751,"2",89,3
-1.51381676106979,1.12363768658403,"2",89,3
1.46151160838316,1.30676442076576,"3",89,3
-1.51174892797603,0.858801601257999,"2",89,3
-1.75185610760504,0.840684569528717,"2",89,3
-1.48896527036097,0.890602472654593,"2",89,3
-1.54272319002346,0.938442478820036,"2",89,3
-1.54731693223721,-0.616552649665086,"1",130,4
-1.47679309834603,-0.248816982082157,"1",130,4
-1.40850020545957,-0.352044649673119,"1",130,4
1.52734976783259,-0.978169775601633,"3",130,4
1.12706736724759,-1.52862990489376,"3",130,4
0.124052903109069,1.83454634094098,"2",130,4
-1.71281394791503,-0.329713531306313,"1",130,4
1.51388659465006,-1.49471916279623,"3",130,4
1.72299513725107,-0.908669952267229,"3",130,4
-1.53837397044191,-0.414919063734533,"1",130,4
-1.51944850097946,-0.0632965080600725,"1",130,4
-1.64283481155142,-0.39568487430445,"1",130,4
-0.273126872464826,1.18062850875568,"2",130,4
-1.93282819582833,-0.458751193711444,"1",130,4
-0.100806803986289,1.88432050078743,"2",130,4
0.0646793079927043,1.65696466323233,"2",130,4
-0.350118749757609,1.37914426169302,"2",130,4
-1.42952621693424,-0.334051027246722,"1",130,4
