"X1","X2","cl","nbases",".samples"
1.04675701067249,-1.4856821131639,"2",94,1
-0.105646427558504,2.0949332648238,"3",94,1
-0.0295496810954909,2.07030746132425,"3",94,1
1.43328492478031,-1.22512222821464,"2",94,1
1.22218091967911,-1.32224979157112,"2",94,1
-0.419026499892954,2.09511090378067,"3",94,1
1.55683079904858,-1.12244007689423,"2",94,1
-0.281524485254192,2.23882746096811,"3",94,1
-0.80742461753239,-0.694144303406654,"1",94,1
0.101252355661717,1.83803077847177,"3",94,1
1.34592134320627,-1.19460858911592,"2",94,1
-1.41656857752783,-0.922706551446683,"1",94,1
-0.108062907731016,2.61502412646565,"3",94,1
1.76604213526035,-0.779642835626467,"2",94,1
-1.29016024994539,-1.07066848327516,"1",94,1
0.220185599426311,1.90823474768731,"3",94,1
-1.55406258344526,-0.74478899744806,"1",94,1
1.83073887831073,-1.26435817258973,"2",94,1
-1.07939639420431,-0.708232109972096,"1",94,1
-1.22878265393765,-1.20287620727842,"1",94,1
-1.66932694547944,-1.18570880329069,"1",94,1
-0.0549883753618755,2.38187317690368,"3",94,1
-1.66033383881347,-0.719657566552292,"1",94,1
-0.459028839826055,2.13851897029111,"3",94,1
1.1325913157784,-1.2039086505569,"2",94,1
1.54838731334666,-1.3008530128792,"2",94,1
-1.43523815194734,-0.860003979875226,"1",94,1
1.59479519878921,-1.14843371640783,"2",94,1
0.300618412833734,1.8400229332663,"3",94,1
-1.5004649772407,-1.06479763441742,"1",94,1
1.91638888201929,0.0602585153667892,"3",94,2
-1.26886412913339,-1.3023968140862,"2",94,2
-0.512584941689665,1.39725336942312,"1",94,2
-1.26696211096553,-1.47852973962914,"2",94,2
-0.758732021060266,-1.85109121809272,"2",94,2
-1.32469641262308,-1.45050564270738,"2",94,2
1.83778935469158,-0.514863455921624,"3",94,2
1.37940123784877,0.164427616976309,"3",94,2
-0.848071892519957,1.72456368084835,"1",94,2
-1.64096914641515,-1.06060045567434,"2",94,2
-0.884329948156392,-1.49135158103046,"2",94,2
-0.589533142957353,1.71253316294755,"1",94,2
-0.784431167687738,1.54805560182787,"1",94,2
1.67570205127866,-0.148853705907926,"3",94,2
1.79391983254729,-0.153977777397763,"3",94,2
-0.155136340690173,1.38183420802844,"1",94,2
1.37608500494747,0.0357506321467647,"3",94,2
1.57212730817604,-0.321077887317673,"3",94,2
-0.195271313784274,1.42712641803074,"1",94,2
-1.16248961728891,-1.36576621243347,"2",94,2
-0.384325833429692,1.47015815995292,"1",94,2
-1.09187271704823,-1.39564105943726,"2",94,2
-0.830383851658882,1.18088023476127,"1",94,2
1.70545491130814,0.23155164566621,"3",94,2
-0.438187645933768,1.987232830763,"1",94,2
-1.06566905638555,-1.44921079074975,"2",94,2
-0.334487729389511,1.38546699924297,"1",94,2
1.77881354083614,-0.334576446012125,"3",94,2
-1.03522773460124,-1.48632187560579,"2",94,2
1.53654462976538,0.0976715860213045,"3",94,2
-1.31800101818892,-1.463707716572,"3",102,3
-0.301602636429619,2.0299981876656,"2",102,3
