"X1","X2","cl","nbases",".samples"
-0.228743620388163,-1.48975432055055,"2",107,1
1.7823621465577,1.41795122754758,"3",107,1
0.250768745009794,-1.87429098762948,"2",107,1
1.47638310006534,1.25813856376643,"3",107,1
-1.72188702446076,0.25581551231635,"1",107,1
0.341046435792778,-1.52805955690652,"2",107,1
-1.41894916131955,0.124380989766748,"1",107,1
1.12826852764379,1.3203522417428,"3",107,1
1.71162649819626,1.37809887335071,"3",107,1
1.06038496467617,1.53194967396224,"3",107,1
1.50289837044523,1.18524577650293,"3",107,1
-1.64474918357552,-0.187684789315773,"1",107,1
-1.37951865251147,0.0347539676020893,"1",107,1
-1.79715641228409,0.173876989370725,"1",107,1
0.123195804449985,-1.66079612077946,"2",107,1
0.212175635726326,-1.33248108612847,"2",107,1
-0.128459241373397,-1.36993269266751,"2",107,1
-1.93466569093706,0.337172082657009,"1",107,1
1.91073255577262,1.23353710122954,"3",107,1
-1.71779001255573,-0.0278340580873081,"1",107,1
0.308487346551289,-1.53057575691615,"2",107,1
-1.39810535819914,0.319567515935011,"1",107,1
-1.71133115307413,0.488924867997344,"1",107,1
0.168267666045366,-1.76577114788668,"2",107,1
-1.52469049929066,0.534882568065902,"1",107,1
1.78555914478895,1.28555054178171,"3",107,1
-0.0458232930477903,-1.15686011788969,"2",107,1
0.23010581298075,-1.70765721042173,"2",107,1
1.0293973751527,1.48465175655503,"3",107,1
1.63020917316243,1.26684759502917,"3",107,1
-1.7118382110143,0.766093078259841,"2",84,2
1.36574825238884,1.11834128290276,"1",84,2
-1.55591500118492,0.816086651418975,"2",84,2
-0.306745676770938,-1.91756349473186,"3",84,2
0.0297001907947204,-2.08042774281179,"3",84,2
-1.29967056175827,0.800640147121093,"2",84,2
-1.88698861673066,1.54789892927059,"2",84,2
1.76171001395775,0.824304305626843,"1",84,2
-0.675093669343399,-1.80080777089438,"3",84,2
-1.03125314012551,0.746716182588964,"2",84,2
-1.12031179474228,1.24406906581901,"2",84,2
-0.169143782785082,-1.5600810851149,"3",84,2
1.8509596175139,1.00998645065082,"1",84,2
1.34481182296929,0.999557461483548,"1",84,2
2.00752665195541,0.711160487475255,"1",84,2
1.44951172950131,0.822387344850044,"1",84,2
-0.576866887048,-2.1993803918505,"3",84,2
1.8464154245299,1.30014414351221,"1",84,2
-0.310735866331428,-2.00994054184849,"3",84,2
-1.37945108281494,1.33272618728559,"2",84,2
-0.385529034983601,-2.0471546177996,"3",84,2
-1.2839624468271,0.817946281687256,"2",84,2
-0.118307784550408,-2.13615300345223,"3",84,2
-1.76830752351432,0.959190636725598,"2",84,2
1.97918930049769,0.773701933522137,"1",84,2
-0.590293759820363,-1.98286093584587,"3",84,2
1.99631753573083,0.825600313006836,"1",84,2
-0.129426981918404,-1.8513649339626,"3",84,2
-1.20664878195338,1.13748266952621,"2",84,2
1.87460006437766,1.03170096557864,"1",84,2
1.49006724495978,-1.52268143220146,"2",83,3
1.69252488856685,-1.36915416488185,"2",83,3
-0.30737385616902,1.51847484593342,"1",83,3
1.80755071486602,-1.23576653450091,"2",83,3
-1.83151715556846,-0.790316514128384,"3",83,3
2.07849350555255,-0.50379178079046,"2",83,3
-1.21030873916459,0.241646541235295,"3",83,3
-0.124996221536741,1.84633352438455,"1",83,3
-1.51353353019288,-0.564056026252451,"3",83,3
-0.254907922009979,0.980462600737771,"1",83,3
1.93486455253516,-1.60621084440842,"2",83,3
-1.76735668358454,-0.594161347006262,"3",83,3
-0.00312255932263965,2.13713691411486,"1",83,3
-1.83485524437611,-0.933395402653873,"3",83,3
-1.23190579997376,-0.298328223026949,"3",83,3
1.97949088803444,-0.841933305349388,"2",83,3
-1.97368396513822,-0.830971818139913,"3",83,3
-1.43589796135561,-0.424556465927197,"3",83,3
-0.272269558117653,1.3252727306656,"1",83,3
-0.0150956849345937,1.86148843865563,"1",83,3
2.06643072375429,-0.804111396654414,"2",83,3
-0.299278040705735,1.60141243621524,"1",83,3
-1.8990471154649,-1.11612257398883,"3",83,3
-0.306663576943035,1.67783048519943,"1",83,3
1.70025436192827,-1.14609566006513,"2",83,3
1.94167297738621,-1.00494213270457,"2",83,3
-0.283497216807195,1.6164244062804,"1",83,3
1.48430568487894,-1.16900131072234,"2",83,3
-1.67659677033499,-0.203668720643394,"3",83,3
0.0662520592381606,2.15278273062399,"1",83,3
0.769150816939999,-1.59984421508089,"2",83,4
0.786330593265216,1.71618514680006,"1",83,4
-2.12021240544548,0.0612572131447291,"3",83,4
-1.74873889187235,0.202889852592662,"3",83,4
-1.62789778318193,-0.0211914330612092,"3",83,4
1.19455930418735,-1.60104545564441,"2",83,4
0.458579013847846,0.902592595515718,"1",83,4
