"x" "cl" "nbases" ".sample"
0.735185388159628 "2" 79 1
0.622350291292209 "2" 79 1
1.40167782576686 "2" 79 1
0.859006348022829 "2" 79 1
0.663407530318794 "2" 79 1
0.721832720843395 "2" 79 1
0.721969560374236 "2" 79 1
0.763846053761375 "2" 79 1
0.695878503316194 "2" 79 1
0.568845735402083 "2" 79 1
0.296215282239282 "2" 79 1
1.07897082417863 "2" 79 1
0.775516840372029 "2" 79 1
1.02715843889881 "2" 79 1
0.664478077081642 "2" 79 1
-1.50391941131039 "1" 79 1
-0.665443228080362 "1" 79 1
-0.36227518086182 "1" 79 1
-0.799416492382621 "1" 79 1
-0.767159634950958 "1" 79 1
-1.31727057202762 "1" 79 1
-0.520775046421423 "1" 79 1
-0.67953165424607 "1" 79 1
-0.571841205644689 "1" 79 1
-0.682534364342948 "1" 79 1
-1.05169553909904 "1" 79 1
-0.650486644054358 "1" 79 1
-0.912513694406812 "1" 79 1
-0.363657277604071 "1" 79 1
-0.747819474594812 "1" 79 1
0.935882289864919 "2" 65 2
1.29026999308962 "2" 65 2
0.965504867168777 "2" 65 2
1.19097610061718 "2" 65 2
0.879412195906425 "2" 65 2
1.21572324240744 "2" 65 2
1.19933582039117 "2" 65 2
1.26355130094396 "2" 65 2
0.983369727526458 "2" 65 2
1.20393633175927 "2" 65 2
1.59303165911517 "2" 65 2
1.01493825837964 "2" 65 2
0.724959106652311 "2" 65 2
0.701651833545711 "2" 65 2
1.24879748359984 "2" 65 2
-0.92896867708056 "1" 65 2
-0.769223003323632 "1" 65 2
-1.10765730836129 "1" 65 2
-1.37067102486376 "1" 65 2
-1.14611854331703 "1" 65 2
-1.17423443536469 "1" 65 2
-1.46404871101409 "1" 65 2
-0.466394139121408 "1" 65 2
-1.29223467238258 "1" 65 2
-0.92561188415338 "1" 65 2
-1.28940060579177 "1" 65 2
-1.21126923905443 "1" 65 2
-1.23506574718865 "1" 65 2
-0.899504323090054 "1" 65 2
-1.13093789686059 "1" 65 2
-1.21112897346121 "1" 70 3
-1.07996470869862 "1" 70 3
-0.952171417352295 "1" 70 3
-0.907559382866339 "1" 70 3
-0.814412103794216 "1" 70 3
-1.4553916203007 "1" 70 3
-0.626428219333791 "1" 70 3
-1.48482094881539 "1" 70 3
-1.10665767282299 "1" 70 3
-0.739050813151286 "1" 70 3
-0.914276538407227 "1" 70 3
-0.521016117605209 "1" 70 3
-1.22411757864892 "1" 70 3
-0.687163467519651 "1" 70 3
-1.19441911176469 "1" 70 3
1.01318967414559 "2" 70 3
1.30756874098727 "2" 70 3
0.848819070425935 "2" 70 3
1.26223933673657 "2" 70 3
1.12095833568705 "2" 70 3
1.10165888392559 "2" 70 3
0.915372820520819 "2" 70 3
0.988102385452311 "2" 70 3
1.26604376303384 "2" 70 3
0.892228256528194 "2" 70 3
0.875663856855234 "2" 70 3
1.22247144863206 "2" 70 3
0.44681648369315 "2" 70 3
0.72708239648258 "2" 70 3
0.930363221436339 "2" 70 3
1.5210741334269 "2" 68 4
1.21773845951287 "2" 68 4
0.755101184697369 "2" 68 4
1.01438792459066 "2" 68 4
1.04804943414596 "2" 68 4
1.27044856567724 "2" 68 4
0.874304404833538 "2" 68 4
0.762797716935126 "2" 68 4
0.333482427234122 "2" 68 4
0.77847982312643 "2" 68 4
0.765523801596366 "2" 68 4
0.222229735284785 "2" 68 4
0.881137426519927 "2" 68 4
1.06019770451588 "2" 68 4
0.588360615088743 "2" 68 4
-0.546135343574044 "1" 68 4
-0.547884134026535 "1" 68 4
-0.709177687413667 "1" 68 4
-1.09691736327215 "1" 68 4
-0.665160851200679 "1" 68 4
-1.04367880540562 "1" 68 4
-0.705707444946083 "1" 68 4
-1.15220911710957 "1" 68 4
-0.931860118603834 "1" 68 4
-0.714541270629447 "1" 68 4
-0.727377499400793 "1" 68 4
-0.884664051033036 "1" 68 4
-1.11394357563013 "1" 68 4
-0.746277075049114 "1" 68 4
-1.50777901989121 "1" 68 4
0.786976062067771 "2" 62 5
1.10279250270084 "2" 62 5
0.706137151556089 "2" 62 5
0.530641804598092 "2" 62 5
0.989271264574914 "2" 62 5
0.710040501902216 "2" 62 5
1.04309227647456 "2" 62 5
0.376268468813752 "2" 62 5
1.00181236225702 "2" 62 5
1.48127564744158 "2" 62 5
1.176211540116 "2" 62 5
0.992931027403075 "2" 62 5
0.282796531208507 "2" 62 5
0.86591721153694 "2" 62 5
0.939784710652676 "2" 62 5
-0.616351793386697 "1" 62 5
-1.0825548689332 "1" 62 5
-0.900927027715412 "1" 62 5
-0.301779823194288 "1" 62 5
-1.04767498597106 "1" 62 5
-0.858448168710455 "1" 62 5
-0.827478750228213 "1" 62 5
-1.04584285577068 "1" 62 5
-0.433156582128915 "1" 62 5
-1.60559412642179 "1" 62 5
-1.34990711476594 "1" 62 5
-0.370696713300429 "1" 62 5
-0.861258210090206 "1" 62 5
-1.14740789682506 "1" 62 5
-0.536870145861696 "1" 62 5
-0.773517938293633 "1" 70 6
-0.945197962177538 "1" 70 6
-0.962535497539355 "1" 70 6
-0.867511204365284 "1" 70 6
-0.979973518936217 "1" 70 6
-1.16688742554733 "1" 70 6
-1.02407567096875 "1" 70 6
-1.38116214632672 "1" 70 6
-1.11470027791598 "1" 70 6
-1.01214859734971 "1" 70 6
-0.85495798980353 "1" 70 6
-1.01055325969091 "1" 70 6
-0.745411371822433 "1" 70 6
-1.03223295753118 "1" 70 6
-1.16755436937106 "1" 70 6
1.07076721690817 "2" 70 6
0.833448001477704 "2" 70 6
0.618000025639236 "2" 70 6
1.39875573843735 "2" 70 6
1.47458818344238 "2" 70 6
0.894028204938099 "2" 70 6
0.897318370123453 "2" 70 6
0.806668681040071 "2" 70 6
0.781040744593052 "2" 70 6
0.771973929234595 "2" 70 6
0.985693190290326 "2" 70 6
1.34875158693528 "2" 70 6
1.24890545302014 "2" 70 6
1.26744968472729 "2" 70 6
0.641031176832473 "2" 70 6
1.05803942874833 "2" 77 7
1.25944861425783 "2" 77 7
1.24423863343347 "2" 77 7
0.742166172813496 "2" 77 7
0.769373027931098 "2" 77 7
0.949086986847995 "2" 77 7
0.685923944245532 "2" 77 7
0.463420890425671 "2" 77 7
1.00341491078178 "2" 77 7
1.35055180111419 "2" 77 7
1.11455319486898 "2" 77 7
