"X1" "X2" "cl" "nbases" "wilks.lambda" ".sample"
-0.0697951221278074 -1.26954832295411 "1" 94 0.00030568672544216 1
-1.07324097747856 1.51659185672197 "3" 94 0.00030568672544216 1
-0.482331041882882 -1.48192634668657 "1" 94 0.00030568672544216 1
-0.525310950873091 -1.61037014262421 "1" 94 0.00030568672544216 1
1.70315451537246 0.379662352348703 "2" 94 0.00030568672544216 1
1.82375007603348 0.303823182846061 "2" 94 0.00030568672544216 1
-1.30385676976624 1.19790882207747 "3" 94 0.00030568672544216 1
1.82990781453684 0.0723958505729196 "2" 94 0.00030568672544216 1
1.47885084942218 0.122440132873251 "2" 94 0.00030568672544216 1
1.55213575726987 -0.194127905432975 "2" 94 0.00030568672544216 1
1.57910516881794 0.0898631066726052 "2" 94 0.00030568672544216 1
-0.299206911334033 -1.48939469798087 "1" 94 0.00030568672544216 1
1.80338478041311 0.161671773544891 "2" 94 0.00030568672544216 1
-1.0182361527155 1.64225320856981 "3" 94 0.00030568672544216 1
-0.671235024516624 -1.67881569591614 "1" 94 0.00030568672544216 1
-0.308823724746378 -1.335558763534 "1" 94 0.00030568672544216 1
1.59364308397647 0.273122749954439 "2" 94 0.00030568672544216 1
-1.37107941510388 1.05109520787018 "3" 94 0.00030568672544216 1
-1.22670126990577 1.06519364218552 "3" 94 0.00030568672544216 1
-1.16680581252093 1.73366417231773 "3" 94 0.00030568672544216 1
-1.36934545449947 1.35162964460613 "3" 94 0.00030568672544216 1
-1.12585795915561 1.40374718991314 "3" 94 0.00030568672544216 1
1.79456697471679 -0.112138603821234 "2" 94 0.00030568672544216 1
-0.591179592880878 -1.72117503289954 "1" 94 0.00030568672544216 1
-0.609721124063145 -1.3238420740498 "1" 94 0.00030568672544216 1
-0.634518363974768 -1.55912383897528 "1" 94 0.00030568672544216 1
-0.500927213304735 -1.42844103086552 "1" 94 0.00030568672544216 1
-1.40613669502138 1.42180458697505 "3" 94 0.00030568672544216 1
-1.09792686748973 1.66914813796145 "3" 94 0.00030568672544216 1
1.69373742280227 -0.251553162271068 "2" 94 0.00030568672544216 1
1.22275319768983 -0.940171277272392 "3" 158 0.00059317602697437 2
1.08421634621849 -1.11441428877482 "3" 158 0.00059317602697437 2
0.0692277392230745 0.826599697830214 "1" 158 0.00059317602697437 2
-1.47398785784777 -0.268128297596409 "2" 158 0.00059317602697437 2
-0.0415214366420958 1.5468637594742 "1" 158 0.00059317602697437 2
-1.02856213528901 -0.473563265878224 "2" 158 0.00059317602697437 2
1.31125118202753 -0.889368858106547 "3" 158 0.00059317602697437 2
1.19505269201492 -0.748842696053106 "3" 158 0.00059317602697437 2
0.367973342812888 1.14555299356025 "1" 158 0.00059317602697437 2
1.23333388058659 -1.34063589317216 "3" 158 0.00059317602697437 2
-1.44251928032283 -0.337760368339829 "2" 158 0.00059317602697437 2
-1.37372446816247 -0.3883816773926 "2" 158 0.00059317602697437 2
1.23728756653935 -0.664049010866418 "3" 158 0.00059317602697437 2
-1.10225708656175 -0.226363733654468 "2" 158 0.00059317602697437 2
1.41180508990943 -1.10687001833207 "3" 158 0.00059317602697437 2
-1.39769717894671 -0.193608434147362 "2" 158 0.00059317602697437 2
-0.0393123278568038 1.16651972508017 "1" 158 0.00059317602697437 2
-1.45823906840045 -0.232498431933952 "2" 158 0.00059317602697437 2
0.0630360214470952 1.34761127373291 "1" 158 0.00059317602697437 2
-0.0813215351354196 1.31041364253257 "1" 158 0.00059317602697437 2
-1.1517187742606 -0.302969209239982 "2" 158 0.00059317602697437 2
1.40976026462799 -1.1033728121099 "3" 158 0.00059317602697437 2
0.0832180458772297 1.17207653410905 "1" 158 0.00059317602697437 2
-0.0179174085628196 1.4257506745106 "1" 158 0.00059317602697437 2
-0.164962350147146 1.33501424386075 "1" 158 0.00059317602697437 2
-0.984607730031637 -0.487937078141248 "2" 158 0.00059317602697437 2
1.17020498094452 -0.86398722047571 "3" 158 0.00059317602697437 2
-1.2894705172278 -0.0143900049577119 "2" 158 0.00059317602697437 2
0.0404320873602778 1.28367283973437 "1" 158 0.00059317602697437 2
1.1482667181161 -0.862762807980167 "3" 158 0.00059317602697437 2
-1.8570132789965 -0.0820692326447732 "1" 104 0.000748256869607798 3
1.65410260477485 -0.821960092926502 "2" 104 0.000748256869607798 3
0.860769325303561 1.1260590804534 "3" 104 0.000748256869607798 3
0.429648786195037 1.36711746390721 "3" 104 0.000748256869607798 3
-2.09180861649966 -0.148196166741561 "1" 104 0.000748256869607798 3
1.35427933587013 -1.33240552795322 "2" 104 0.000748256869607798 3
1.51403192130158 -1.2005633474289 "2" 104 0.000748256869607798 3
0.522444672454714 1.4339294426382 "3" 104 0.000748256869607798 3
-2.13798292233812 -0.112859577684691 "1" 104 0.000748256869607798 3
-2.06287228502062 -0.816675691609243 "1" 104 0.000748256869607798 3
0.42380545875221 1.94032014176995 "3" 104 0.000748256869607798 3
0.671810337939132 1.0282757091679 "3" 104 0.000748256869607798 3
-1.54345690519272 -0.421103479794723 "1" 104 0.000748256869607798 3
0.458720026296254 1.51915104981254 "3" 104 0.000748256869607798 3
1.26263460578405 -0.899422662194893 "2" 104 0.000748256869607798 3
0.565780824020902 1.31724365043894 "3" 104 0.000748256869607798 3
0.735132146079104 1.46934576315639 "3" 104 0.000748256869607798 3
1.33575185880889 -0.912566971399925 "2" 104 0.000748256869607798 3
0.536664352724379 1.23680884266848 "3" 104 0.000748256869607798 3
-1.78116894459242 -0.492646551465001 "1" 104 0.000748256869607798 3
1.25191364486143 -0.896608334916187 "2" 104 0.000748256869607798 3
1.34473532263889 -1.5288577809792 "2" 104 0.000748256869607798 3
1.07736452352296 -0.698718735283875 "2" 104 0.000748256869607798 3
-2.1105861647775 -0.0348254715804253 "1" 104 0.000748256869607798 3
1.3410080786824 -0.96502986159908 "2" 104 0.000748256869607798 3
1.02273230721506 -1.25793072416469 "2" 104 0.000748256869607798 3
-1.9005046237289 -0.547026602948624 "1" 104 0.000748256869607798 3
-1.9245096334194 -0.0752517740054269 "1" 104 0.000748256869607798 3
0.792302920976047 1.2581618767681 "3" 104 0.000748256869607798 3
-1.74572967963575 -0.451694433460179 "1" 104 0.000748256869607798 3
-0.251359006143363 1.57449497291683 "2" 151 0.000788423977657417 4
-1.17326212363831 -0.809829564357116 "1" 151 0.000788423977657417 4
1.26384222299964 0.0481206937620825 "3" 151 0.000788423977657417 4
-1.09450044763944 -1.17526183173929 "1" 151 0.000788423977657417 4
1.34995991881563 -0.490747492096067 "3" 151 0.000788423977657417 4
1.03416310636893 -0.833467831290089 "3" 151 0.000788423977657417 4
