"x" "cl" "nbases" ".sample"
1.54786679695525 "2" 97 1
1.34576936694832 "2" 97 1
1.48764448259986 "2" 97 1
1.35251440835534 "2" 97 1
1.3956596520465 "2" 97 1
1.43400797488616 "2" 97 1
1.46802253784345 "2" 97 1
1.64958621267093 "2" 97 1
1.54393102586515 "2" 97 1
1.37200739851174 "2" 97 1
1.3664142379479 "2" 97 1
1.45499268703554 "2" 97 1
1.3720468010557 "2" 97 1
1.35784975578736 "2" 97 1
1.37665324304444 "2" 97 1
-1.4464839218548 "1" 97 1
-1.38080603302371 "1" 97 1
-1.58862716299778 "1" 97 1
-1.39449546081719 "1" 97 1
-1.48452381647465 "1" 97 1
-1.31551301249917 "1" 97 1
-1.64435144124639 "1" 97 1
-1.46256850904641 "1" 97 1
-1.41656844113914 "1" 97 1
-1.33151880806652 "1" 97 1
-1.44701801455646 "1" 97 1
-1.48208126350193 "1" 97 1
-1.35137660278792 "1" 97 1
-1.24118551546537 "1" 97 1
-1.53784857807619 "1" 97 1
-1.73110122440887 "1" 90 2
-1.70393146372474 "1" 90 2
-1.76684473466399 "1" 90 2
-1.70302515330527 "1" 90 2
-1.68779242473479 "1" 90 2
-1.90751453311905 "1" 90 2
-1.65108889129065 "1" 90 2
-1.64001951802029 "1" 90 2
-1.59958484536507 "1" 90 2
-1.7271268537509 "1" 90 2
-1.75022974617307 "1" 90 2
-1.62097089660686 "1" 90 2
-1.77883024045137 "1" 90 2
-1.751810678 "1" 90 2
-1.64237978129891 "1" 90 2
1.88735361931476 "2" 90 2
1.5112667200454 "2" 90 2
1.48677712569732 "2" 90 2
1.65197562566872 "2" 90 2
1.77330815844606 "2" 90 2
1.79974769585218 "2" 90 2
1.7237347863172 "2" 90 2
1.70195373951402 "2" 90 2
1.65906218579385 "2" 90 2
1.75492905378885 "2" 90 2
1.85814443169106 "2" 90 2
1.71630468098526 "2" 90 2
1.60138802553193 "2" 90 2
1.82643249330841 "2" 90 2
1.70987264295882 "2" 90 2
1.32275655449797 "2" 123 3
1.4168917939686 "2" 123 3
1.13640034060895 "2" 123 3
1.34945211533612 "2" 123 3
1.27032037562879 "2" 123 3
1.2893399101605 "2" 123 3
1.25075634121841 "2" 123 3
1.47909499926254 "2" 123 3
1.33160384558183 "2" 123 3
1.23168221655866 "2" 123 3
1.33319093317636 "2" 123 3
1.19122484608602 "2" 123 3
1.37540856129816 "2" 123 3
1.32781915877004 "2" 123 3
1.41882616860479 "2" 123 3
-1.23235528263983 "1" 123 3
-1.20663554143633 "1" 123 3
-1.20873665704423 "1" 123 3
-1.51961345250998 "1" 123 3
-1.19427461433713 "1" 123 3
-1.36285069757879 "1" 123 3
-1.21770923045939 "1" 123 3
-1.23300050899384 "1" 123 3
-1.53692138296467 "1" 123 3
-1.25212115979738 "1" 123 3
-1.38888896177907 "1" 123 3
-1.33595144122335 "1" 123 3
-1.25014575773349 "1" 123 3
-1.47155143700668 "1" 123 3
-1.31401203525358 "1" 123 3
1.44439651251986 "2" 91 4
1.51953701643792 "2" 91 4
1.54446678256381 "2" 91 4
1.5263113598958 "2" 91 4
1.41523057845789 "2" 91 4
1.5850444206725 "2" 91 4
1.49858481640803 "2" 91 4
1.51129699239122 "2" 91 4
1.73469884489205 "2" 91 4
1.42504209362439 "2" 91 4
1.5227626059326 "2" 91 4
1.43869269345919 "2" 91 4
1.46744180488613 "2" 91 4
1.52737788121597 "2" 91 4
1.45104456126375 "2" 91 4
-1.50250790672747 "1" 91 4
-1.54524025321319 "1" 91 4
-1.60040771268334 "1" 91 4
-1.53988282956621 "1" 91 4
-1.57940075825954 "1" 91 4
-1.50954440512137 "1" 91 4
-1.46456841351015 "1" 91 4
-1.48357148702701 "1" 91 4
-1.51253560433088 "1" 91 4
-1.50752815197811 "1" 91 4
-1.53759368063963 "1" 91 4
-1.56427699921235 "1" 91 4
-1.51546774191024 "1" 91 4
-1.40287247068319 "1" 91 4
-1.34653054975845 "1" 91 4
-1.69689954425186 "1" 87 5
-1.7968736753793 "1" 87 5
-1.34773383032149 "1" 87 5
-1.53790027397114 "1" 87 5
-1.58162355622094 "1" 87 5
-1.44152535728705 "1" 87 5
-1.48323776065609 "1" 87 5
-1.58122925331434 "1" 87 5
-1.52835358462167 "1" 87 5
-1.54950988146443 "1" 87 5
-1.52190182647204 "1" 87 5
-1.68359870605549 "1" 87 5
-1.55398255856245 "1" 87 5
-1.70643351660505 "1" 87 5
-1.44656781104328 "1" 87 5
1.70268142791727 "2" 87 5
1.5773208966209 "2" 87 5
1.62470470261837 "2" 87 5
1.68099275595259 "2" 87 5
1.50134343726611 "2" 87 5
1.70812468390676 "2" 87 5
1.65283937282682 "2" 87 5
1.64402564691876 "2" 87 5
1.49716403937238 "2" 87 5
1.5943128210946 "2" 87 5
1.29693601667334 "2" 87 5
1.50778210065284 "2" 87 5
1.5647862620621 "2" 87 5
1.47986979988981 "2" 87 5
1.42448717245399 "2" 87 5
1.80544029838245 "2" 105 6
1.44575303776568 "2" 105 6
1.67292446524679 "2" 105 6
1.37184046958383 "2" 105 6
1.39070146333899 "2" 105 6
1.49277319943132 "2" 105 6
1.4491618104406 "2" 105 6
1.51517015550362 "2" 105 6
1.73175572841539 "2" 105 6
1.44601663603857 "2" 105 6
1.5772461986323 "2" 105 6
1.52365569631884 "2" 105 6
1.4116914826333 "2" 105 6
1.48600345280651 "2" 105 6
1.55907886759107 "2" 105 6
-1.57172313597555 "1" 105 6
-1.4341863067253 "1" 105 6
