"sim1" "obs2" "sim3" "sim4" "sim5" "sim6" "sim7" "sim8" "sim9" "sim10" "sim11" "sim12" "sim13" "sim14" "sim15" "sim16" "sim17" "sim18" "sim19" "sim20" "age" "grp" "weight"
0.570309707337669 -9.42680559713433 -11.4827458515978 -1.98476345597011 0.560662325015749 -0.179959824947431 -6.03183782015752 5.86691123556996 1.51812832787485 -5.57361907537061 4.59588833413749 2.73439045721604 3.78347346471780 -3.7806263666111 12.4012012139189 0.0389304974477338 -7.60180861211145 -0.562991065302605 0.797562167308526 0.92444967852354 35 "A" 524
2.87734429202002 -11.6671334163826 17.490085118168 -1.00722923849114 0.0418935256727612 3.37775518267108 -13.8119960553501 -4.33925796610107 6.41257786538487 -4.46214606620134 -2.20582481307576 -3.76953115133864 -11.5728313617826 12.6585827594181 -0.629609154027071 8.86914990416598 -5.80127631475027 -4.7150469015132 -13.2792959663442 3.82691185882412 25 "A" 372
-2.65951091445433 3.74142387634031 0.0970323344838019 -1.95013372720612 -0.186874269890515 -8.65568291054848 -3.13925282855416 -2.40898053972891 -7.59071628414564 -0.714502844972768 0.189755160464660 -1.02158815643676 -2.46717775815668 2.92933377026549 6.56611965149631 2.02229713019455 0.0158617147175987 -7.60370883167388 -4.58395278567067 -2.45238467146746 42 "B" 642
9.92719497723026 1.35689936554229 -3.41312677249934 -9.27116982034284 5.06813540072277 1.86867550836747 -3.85059997464082 -2.81803540041775 2.68418213580635 -5.02424818181181 5.34514914648379 -1.52911487317279 3.36792816956541 1.88782418425643 -1.27143667308386 -1.63697326742987 -15.5445672525258 1.72308563128619 -4.41829261686221 2.76672328399014 26 "B" 400
9.35070416732111 5.47706327516667 -11.2714419296580 7.14659763359914 -5.5949559758223 5.26065393301477 -4.93880688418916 -3.44979726265542 -10.1743223186512 -0.436868663973039 9.92742934863037 5.34389748747071 0.90206863348339 4.11422036039888 3.79197634886191 -4.59499378611957 -4.91142668306389 -1.14846980810347 -6.32733250865605 -1.86228300966406 31 "B" 479
-4.2119516354578 6.45303049324179 6.30604081898163 -11.6247966195447 6.11213764909974 -5.0108212714253 -1.8028109479691 5.63693743971062 -0.612065098830094 3.82726423682347 3.38796653863376 -1.76919325655947 -9.06275529902405 -2.25384782789238 8.48222653782084 4.19056830957329 -9.72822577552368 -0.573109167523375 -2.28674072079714 10.5578569104031 30 "B" 465
4.1849596967379 2.62125996671594 -7.21888177741837 -7.94848769247842 -4.20997205163884 3.47927586129509 -11.7579661383466 -5.20310864256348 -7.2156091411601 3.51968393075813 1.99191925538830 -7.67613183303011 3.58844304604634 -7.61206266861356 5.57088739861002 -0.530765909648874 0.729216935322017 -2.10138069969444 5.86761175112123 -1.23102165205187 37 "A" 566
-1.68661859227592 -2.4508383790587 -7.2053374042458 10.7073324845073 6.22101390684319 9.2802266873075 -14.0261513655882 -5.93031478328806 2.19046333705061 8.04557959739214 5.46737955944231 16.770858101449 4.20262580447338 0.542405648492917 2.40240160940774 -13.6316301888206 3.46228515480573 -0.137860384723130 -2.46225175701621 -2.15751913069395 34 "B" 516
-8.88260806582826 3.52512883901642 -11.5933185829077 2.81158628005973 -7.08234075235596 4.38027149871501 -13.5609503175168 -3.10654425438008 -0.906402219337664 -5.81480540746315 -1.33628825615433 -8.04697711073564 -5.79347138791361 5.92501044044585 -19.3154528193678 -11.5790411882524 -13.5202991027184 9.08264478481207 0.202826810126926 4.61341089585886 33 "B" 507
-4.25443903647029 -5.61906785253284 5.05327617778203 1.60854700924172 -1.76337903779349 -2.99238797273164 3.17308746261602 -4.35866578264625 4.97085415568268 1.75118959843016 10.4770135161873 -7.84210308987524 0.681542818799385 10.3020108609921 10.7098545960038 2.58611936154799 1.86158361929523 11.6334125634723 2.38142166920347 3.62422110431163 27 "B" 408
