"sim1" "sim2" "sim3" "sim4" "sim5" "sim6" "sim7" "sim8" "sim9" "sim10" "sim11" "sim12" "sim13" "sim14" "sim15" "sim16" "sim17" "sim18" "sim19" "obs20" "age" "grp" "weight"
1.87692100905470 5.97695297821141 -10.0840097743733 6.82459536398727 -23.1964108230584 4.20882165030808 8.1225976044956 -6.88955445312115 10.6260449643883 16.8695660550596 2.49355480668159 6.90193555034883 -5.94178389321544 36.920846420323 -11.2292481037474 21.0350748851351 4.29472237947917 -11.5187692485469 -12.9425244961294 -19.8712981732257 22 "A" 318
-4.08239875731740 4.68400314072249 8.57649089375312 -19.1199276818932 2.39920342888847 -8.21846107574576 20.3420814908078 -5.495170517894 11.9010970670805 12.5058370668115 -2.4339815389378 -1.30122813588238 14.2275556271840 -10.3983148964635 2.31154837696925 9.34294808393765 -22.0557793844697 -2.51964668974525 0.261439878773357 20.6451403965406 30 "A" 478
29.5547942089511 1.97732174829953 15.9219663890258 7.71259305404189 23.0991059399678 -11.5153365275108 23.209380419784 -3.80737776887853 -2.16900088131171 10.5977728990979 -11.8136607707554 7.86537890706378 -23.3037796189492 -11.9858897776751 24.8332411980681 18.294120453135 -14.5043925722534 17.0273482042663 1.29556262738490 1.51603075409915 28 "A" 429
-3.23536476599579 3.98422790368939 1.68432477158256 16.7229609789125 -3.02021152901699 3.58067366954906 -1.25992494800256 12.8306977845123 -6.61589253028339 4.55938150542918 8.40921920832143 -6.92240428097347 -3.41606568111548 2.92582465524585 12.1181541736634 10.0979917942880 9.03183754911823 14.4457926628548 -7.42264197394403 -21.2903047822384 31 "B" 451
1.94481085791156 -1.44869850671622 -5.06256778839582 -5.27962095654538 -3.98629465579318 -3.94905614473308 13.0218165862399 -19.0960785543197 -0.473975280344119 3.38015865161792 -3.14472912310215 -2.9296625416399 -9.41752886756652 -12.7427327816386 9.86118363606228 2.02804628038314 9.66468119897111 11.5161125329547 4.72985054182171 -1.09664031857599 34 "B" 516
-9.56751673561725 6.98688797896067 -5.75399930959104 6.10017348676836 -4.77147173540929 27.5357896167883 4.03615118821095 1.20666932383877 -25.6517773961224 2.73659699716179 2.04044294006090 -23.3096931860556 -6.2531063397456 6.70577195836568 -18.9985760588416 -5.69650386199995 1.2198349371174 2.45895708181874 6.9302844237503 17.7742500389824 32 "A" 505
-5.69089529095854 1.53466182777719 -2.61363391898198 7.91973451294205 0.514870969821449 14.1006147146844 18.3014395470350 -14.590221745144 -9.16785617784244 3.57848819523514 -14.2856121393868 -8.79846559403196 12.6465792849852 -9.20697321547015 -3.11646201326061 -27.5578785867738 6.23439688794303 -18.4347186647744 -16.9684929611919 -9.096640318576 34 "B" 508
-18.9443629886281 8.25411703285409 9.2914106555133 -12.5689995797749 6.40687974002422 -11.4609025331231 8.44447280873494 -2.42217210139963 8.86831328587582 -20.2606319627791 8.24917203440114 -9.33529759036822 20.4275328722365 -5.36640245063177 1.46930373026692 0.315151953712226 -18.7637059067670 -1.30136459700709 -8.32510737928964 5.58058557531996 29 "B" 448
18.0147673294500 -7.04713698014598 0.716052334843422 -27.037531946056 1.07889323050471 -0.505219299588551 -4.31853687401649 -4.79857452760489 -4.94221788524444 6.49128153676879 10.6730849353717 8.38986595871729 -16.3758598294586 -16.8398671817299 9.54106961774017 16.2938288482459 6.38327084952137 10.4843315638004 -11.3715023089409 -7.80674335200489 23 "B" 345
-3.35289949087394 11.3282188310215 -5.41751812477886 19.3749784691057 -8.76265923836436 31.2298800355069 6.8980562152483 -7.7822324495309 3.48988190947088 0.500227500637453 -8.36514364375344 5.8643690216304 -13.6389795548387 -4.08272238725268 -0.550078765273325 -3.04697562318215 0.978904680365192 -5.8004267505256 10.8381329119577 -11.0320854973552 35 "B" 521
-4.43379443092517 -7.7020621236023 -5.36585701159391 24.5131325106925 -2.40518743254824 -22.2312029140702 1.15814207319733 -15.5560254967439 5.30576042661948 -4.43290461036765 -12.8106337672495 1.12178179935754 7.02645725182112 -5.76358123756175 -0.688485101489248 9.68775517295636 8.80600663343056 -0.664962809612782 -3.08543884794155 1.12870182677430 22 "A" 339
