"sim1" "sim2" "sim3" "sim4" "sim5" "sim6" "obs7" "sim8" "sim9" "sim10" "sim11" "sim12" "sim13" "sim14" "sim15" "sim16" "sim17" "sim18" "sim19" "sim20" "age" "grp" "weight"
-12.8856043224361 -11.1365848348949 -21.9869835930464 0.760214974276512 -21.6908379773784 -18.9319453720090 2.30881811381138 -16.9192107279756 -4.83943470685478 -19.6217009388697 -6.2988164499351 -10.9680573772412 -6.56519014503268 7.53392894559168 7.82533585451778 -1.33536006003199 11.3667630271604 -4.37977071502894 -18.2699995257505 5.16175334226482 23 "B" 358
17.6261547524591 8.2293307882997 -17.8135852160549 12.2701541173640 -21.0034151277768 -0.302117726400325 -4.60647032692645 12.4868696884998 -21.6643232482792 -13.8973820260551 -29.2335085291854 25.1140233083565 -12.2798427295389 -22.5268595284618 -11.8215104890822 13.7556754264651 -16.4824005848086 -1.61188069571764 6.3574573966384 10.9574784970524 26 "B" 396
-16.7931363883423 -31.4929011769839 11.3189373356155 3.25420841786512 15.9521398078504 1.19716864350640 10.5629527915990 25.1116147776783 -14.0198184839612 7.54937875939247 -0.177250941699513 -4.57757003008916 -5.18293247266973 -1.22150829943731 -2.11336044815637 -7.00332729371275 -18.6063804215236 -13.4439616244306 -16.8028792925198 -17.7786628556641 32 "A" 501
-20.2940745707184 3.72708720640704 15.3966381334797 -7.08799738146685 5.92868418653606 -29.7292575113564 -1.54999595408464 13.8572610238573 15.6278693570812 18.5945653340973 -7.15687937167219 -11.5566677673502 -25.2470824121582 -2.10746176542474 3.71931559621052 -16.4264521676283 -2.76555452393505 -9.25769316391767 -21.2178062007638 15.6898568820398 28 "A" 429
-7.48422330408484 -4.57125903650779 19.8484167638129 10.1088103631179 8.9749915619277 -11.5666145605991 -11.7194190726101 -1.13849276800012 3.97200470777725 -2.67716630591634 6.95632113027052 0.806120309924665 20.7386993540115 8.69178471049434 -0.882170632175828 -3.62006553356981 4.59459030902881 -28.9368269348872 7.66521700902263 7.20376118768672 22 "A" 329
6.16617833390117 7.37220883940147 18.8344627297195 -8.73776523660198 20.4240368746478 22.3978731824142 10.2523437409689 -13.7938605579119 -25.0885899166226 -11.2755139613454 -0.698868102784594 -30.3571416622148 2.03046080154833 -25.4678034301891 6.09542321322480 -12.8505798680672 11.8711478822783 -19.6556492725240 -2.02836061006739 3.02954248461432 21 "A" 336
-9.5202800695059 -9.1198945155513 -7.61589834307175 -6.13399704582028 -0.188338868342430 -10.6120945074031 -43.40881002198 -11.5064588951568 1.43761277714007 13.7468567442147 16.3534918911308 4.59576047905143 2.21859525104584 -14.8106006747199 8.40716070415499 24.6106961916795 17.2752585942490 34.4537465479564 -14.0171478787283 -5.52499188815746 33 "A" 462
-15.8962638032980 -3.28541448149422 -25.6836112436517 4.23095296159383 -7.71091318896146 16.1155846025969 3.33705530023169 -0.6563456338797 -16.0507293104387 12.0299954532939 8.05138479782184 6.49664171270729 16.2060400470019 18.9887014568466 -17.3799705570387 -14.5595461301772 28.1220782311265 16.2049633505034 9.82479318961703 7.52330291404432 24 "B" 374
-0.649141033978959 -3.19321872329030 1.92498549290164 -2.48017492474511 15.234996521656 14.1558478459551 -4.71941907261015 -21.8732607839929 -1.01740245270571 -14.8137177621977 7.6322818052781 15.9030909782902 10.8276516022744 5.8862096121482 -5.13295177210437 -2.18291845446942 17.5521400478676 2.83943381840696 6.3582514144887 -8.39683794982991 22 "A" 336
2.56515686265663 18.3955320873838 8.09992575618425 -20.8759687002113 -3.67354832340872 -0.696575669875364 9.64766435086178 -7.32843072994568 -2.41407476222903 2.48274447171887 -1.6406309488263 5.3084913100959 -31.9207179792259 22.5686354430214 -25.5543792878244 -13.8028886543560 -7.53270381921612 -1.07297776834289 -10.4474715063638 -0.0957258217486974 35 "B" 545
19.1157202012233 12.3372641316213 5.72709880510858 -7.71013016762015 -2.54229241559219 31.3377320671697 -16.5217587676637 17.0559693788418 4.53229711735638 -17.4110134785965 -33.2573020587277 -14.0568965428035 -7.25400577007827 -4.52923143804172 -0.0643931506152698 1.23519140301893 18.0531137514149 7.4672120593971 -2.58591879990020 -43.4155568844423 29 "A" 429
-7.67530277570621 3.32184654403336 -3.34649595177976 -13.2158728727223 21.678155877046 18.5778619718249 0.421766859494445 -8.95196735513709 0.973586214035771 13.8770100508030 -4.11527804692996 -4.61537246744699 -1.22856094427407 13.2348318320705 6.981506856516 24.8770088164461 22.479772594989 -6.24962826414256 -10.8984899872824 -8.3965347588668 27 "B" 416
