"sim1" "sim2" "sim3" "sim4" "sim5" "obs6" "sim7" "sim8" "sim9" "sim10" "sim11" "sim12" "sim13" "sim14" "sim15" "sim16" "sim17" "sim18" "sim19" "sim20" "age" "grp" "weight"
-4.40936906300623 -0.229290252854823 1.81630649861832 2.24742314393940 -2.24506246187394 7.10000742170092 1.82669759935124 -0.543413502087539 8.90792314374305 8.31846679958933 3.22019769689486 7.37973399325606 -7.50558644749402 -3.02576452360918 5.78221699831059 8.19641357276062 0.517591245146057 2.05780296084626 -0.42474705052502 -0.251414860000469 24 "A" 373
-4.59261372340591 -3.21121494501961 -5.0288720203605 -3.74895950660611 1.60520140503674 -10.4688659640789 0.653632510719294 -1.76836183376798 5.79223573365486 8.23939063701289 -15.0387304849536 -0.523248065554336 7.3475916251315 -4.3937775918852 -0.653884098914337 -4.39084033908237 7.90364058639157 -7.37057828868001 1.51645824889818 -7.35206845884568 34 "A" 506
-0.924309177913831 3.67337328176818 -1.39523572467381 4.04215803166034 -8.68747714339611 -1.12754193261096 -6.69502869376144 -3.82955195219706 -3.98220643387361 -7.11759948700512 0.567357341917366 -6.11552503061421 2.72864973976128 4.14400629099643 6.41046478320972 -3.95461757213404 2.25870093047411 6.17579303558339 0.528091559353233 -5.53311487972995 28 "A" 425
-6.95253128583862 -1.65364592435128 -8.08141798926257 -3.24283935997891 -1.02952711385724 -2.46886596407897 -5.74610654293047 5.36098304663305 -1.58640735915705 1.70593477357658 0.908455555617418 -2.97751875823217 0.616230151041637 6.45538552182197 1.93856902724984 1.77471377643507 -3.29580387515077 -5.12148100346336 10.7391030099039 3.31781903275033 34 "B" 514
2.52441025596998 11.7505594707941 0.335073255633869 -0.604309244537501 -2.40471480377476 0.644908713077040 -4.0855717310546 0.587220480704398 5.72020752240048 1.24613942314431 -2.02752776126095 7.70190892470634 -1.20164225255015 -0.991883615898357 -1.14645207114428 -0.686431980880175 -2.98430298237541 -5.35073818757191 3.56239548716883 1.97029753034395 32 "A" 487
2.28572075814044 1.11863527809211 -5.94105934372419 -6.99978895529472 -6.75446799445219 1.64490871307704 -0.628588881657987 -2.42379971457655 -2.24870814429666 0.713000086895271 -0.475817975678519 3.12984545954281 3.91501770678376 6.55789623350992 7.95337890217081 -4.81972498440453 -10.8536749609639 -6.40977534333441 3.71301790264393 -8.92106055221332 32 "B" 488
1.21931445450904 -0.601059873629283 -4.56280894656482 -0.249239762445290 -3.638194806053 0.156894760279068 7.52895993996942 1.16093911029502 -1.26849476085751 0.238885908382706 1.71657488043587 -9.40464916060995 0.0200999689338336 0.52873591718725 -3.44254071656717 7.15576526974552 -0.452958886634302 3.24733971544506 0.490897871155609 11.1997266091857 23 "B" 351
-7.62315895587259 2.66054930755666 -5.09060174911954 -1.21456034959910 -0.997958205869804 -0.0137672554549460 -0.0417057343773557 2.63725298303331 -1.41202694589874 3.23639866777860 1.29297464137654 -0.200914379231435 -1.92905026534304 0.989461733196528 7.87376349687972 -8.35792224459223 13.9989768671803 2.07416943425931 8.63570582786197 -1.39627957804517 26 "A" 396
-2.88734097654487 -8.08597664604669 6.65487502212637 6.8192546959751 2.5183066290805 -0.444893869674929 3.44750411184982 2.61559674653799 -4.30260198390385 -3.65042665360811 -3.64962616600185 1.20634838859517 -6.91805786104537 -5.15783530327518 -4.06288048748017 9.28548572779402 9.66008152544172 5.61542027419704 0.387009812048394 0.614344536466714 16 "A" 245
-3.88704014932025 6.27279337079521 3.67933781294884 -6.03050926616918 0.98772974178798 -13.5257533026570 -6.76843858976136 -12.0717478681932 -4.37647813148736 -2.23702836661707 0.204150699454756 3.19153028665481 -1.26654903716636 -11.1858325284183 1.34534016638487 -1.98449648202307 -0.68127588511775 -5.52493562084286 0.918479695677875 -7.4173375448591 35 "A" 518
