"sim1" "sim2" "sim3" "sim4" "sim5" "sim6" "sim7" "sim8" "sim9" "sim10" "sim11" "sim12" "sim13" "sim14" "sim15" "sim16" "sim17" "sim18" "sim19" "obs20" "age" "grp" "weight"
-3.13910215065762 5.35350141799753 -0.251174932272525 -6.83043019457567 -4.48252023887857 0.568931984126504 6.51152154486239 3.61079821775039 -5.87120991606908 2.27048777041453 1.9300274370544 -3.15067661414236 -2.59551365606598 -6.26078020882073 8.51545657855949 -3.17986372633481 8.76513923813726 -3.96562421303083 2.03987503586185 -13.774974024047 24 "A" 354
13.3769178499715 3.87671221394128 1.00753704149200 -9.70758504421067 4.33851907042084 0.0935167104159477 5.79669726438128 1.2449448429676 2.79415444055317 -5.64505646890179 0.45481462675758 0.949257419788839 -0.610413041326474 -1.94294706856891 5.14956336821355 7.5348238346468 -5.59422039497158 10.7563725301812 -1.69482378387902 1.98396912572373 34 "A" 518
-1.33945129417241 -1.30875790791563 2.02196511700033 1.26729684831186 -9.20968687694577 -3.83900392048173 7.24141409687727 -1.59215006791700 -5.05160898579873 1.62685988034672 -4.44140893815497 -5.01337515169509 -9.10718064708339 9.06090125080935 -8.62354135092539 2.53380459590407 -1.62602890913537 4.2137581110665 -1.40738241389374 -7.07139676413833 28 "A" 420
2.94033626454187 -2.51989473597516 0.546313318265033 2.5952747134513 -4.56449181026274 -6.1600483727459 3.62238336230774 -2.41878083032691 8.10475417792195 -7.226178787931 3.38911768866875 -4.96690629207208 -2.73376067595027 4.21635439345762 2.40076021492232 3.88923054859753 -6.69612346196614 -2.57241028595595 6.270913901655 9.98396912572362 34 "B" 526
-3.36876063440812 -3.75594394938477 -2.39348897433143 0.707300884848356 4.68354376614942 -4.13297244413462 -1.58992303985852 -9.34182700115666 -2.00998835892855 4.24479083015017 0.288674411765471 0.800738340612493 0.162677212878606 3.60538317522526 5.91433873967238 -2.63627699416521 -4.97935161438698 -8.62668241512379 5.31859329811706 -1.36781950423036 32 "A" 485
5.28951963400132 -3.48523046074242 -1.24169528653202 2.99807234465175 3.20131016217554 -1.05937657353195 1.05826412266055 0.707409215918282 3.25993093969797 -2.39448302613758 8.6336555012715 4.15433892044265 0.181540453157930 -3.99553145203353 -0.157705315560132 7.3202792268203 12.1216357212744 -3.52688475783728 1.75299390817976 0.632180495769638 32 "B" 487
4.76404786255615 2.07292757636121 -23.2754369277605 5.34955023252618 -5.75274780644186 -6.18028105122246 -3.63157743573965 -8.73946263900588 -8.20146150125682 1.43416530418865 4.4859152756421 3.67353346952831 2.21457741527791 -7.85287249004835 -9.18496634793787 -2.2688386205674 0.403215430136668 0.0348411633769797 0.524626902537465 3.04913166097672 23 "B" 356
9.46252682159537 0.670398348884756 9.10897207136173 -7.03308850793047 10.0022625855040 0.55121109599108 -3.76188308574182 -10.9042137569655 5.26727241422893 -1.30879901552281 4.59853747944826 5.07779198472802 1.71499903890002 -6.96639516899084 4.89665309182522 4.9134031265767 -3.87103807780222 -0.983861423122658 1.30754633623868 0.576814605907688 26 "A" 398
-2.07191649673068 -8.52586980957619 4.03818714078641 -0.021931935579742 3.98619064459346 0.932265632797362 1.03458897583311 1.82869844059076 0.245697466383156 1.68052195969067 6.38322850775989 3.63220674813924 3.33373624894238 -5.82462772990028 5.09738057494477 -2.14972726565160 -5.21953207240677 0.969369469450685 4.27474232349484 1.81787145613777 16 "A" 251
-0.64823864023701 2.04478803447831 -5.64703680453825 -3.8483297009181 3.61537215658336 4.74674200173601 6.61479364217236 3.05282976022345 2.79796782762096 8.43156114404696 7.09325797996733 -1.58862472386135 -2.59781823467014 0.786148927507604 4.66175506878291 7.78377973375246 4.69714057952711 -2.21838783756540 -9.44954404270164 -6.84013655929939 35 "A" 524
7.36026796732601 -1.63356539764634 6.77346913693447 0.371659454187976 1.54344245412688 0.0885465024516098 7.40409531803253 5.35959364069893 -10.5076651157627 8.7440260976442 4.49956977846962 -1.97700250256033 -6.82154917491583 12.4022731107465 -1.40153010468243 5.73507744646458 -11.0798150336710 3.68617296652930 7.30312457825663 -5.19192518925338 33 "A" 496
2.35968354280190 -1.04417048146867 0.574515704149673 2.11797073955296 7.30164157458757 1.26795752860738 -1.98725486905753 -2.50345446613516 2.29226071442879 -0.113123399729075 -1.04708238486622 0.507062997714785 -3.8103163892269 -0.0251017558594201 -5.90793210785634 -8.07231567749458 8.10785626882148 6.08009794411021 -7.54662847262367 4.15986344070061 35 "A" 535
11.1151805356506 6.35149540197264 -2.64423220901689 5.98802161158728 -8.39127997149707 4.61088984271084 -5.0113221484194 9.00264162032184 -16.2880360310949 9.6527932806502 -8.98511622074974 -1.51839079517232 -5.66306091887158 3.26514719080579 -4.69821261777837 -4.52837546592465 -3.60420895076746 0.969391814481067 4.01282353470509 1.57681460590769 26 "B" 399
-5.66926154423219 -2.23908752191644 6.62762234202977 -0.153197672873256 -1.35589431305392 -3.03631636203779 -4.6163493601919 0.717105012137436 -6.7008400702871 2.11754337759914 -1.65445948872884 -0.811488435190658 -5.36079386258528 6.73790356220123 5.92765547786236 -5.36316343225114 4.09883746140973 -1.50304931529704 0.927790434070435 17.8080748107466 33 "B" 519
0.404215719209607 -2.83491315846611 11.7363373831432 -7.15420965314699 -1.17794676895477 -3.9808787166008 4.06533971597543 -1.70381788674830 6.78983326592849 2.62765154185226 1.60697904535752 -5.35149123012206 -2.11127287913747 -2.28000998819603 -0.627638814287845 -0.949457240364403 2.41794210335142 -3.3462600757263 10.4686108760613 2.15986344070061 35 "B" 533
-1.83746291568578 3.82921426690458 -0.993351970399203 7.7475856542784 -0.212868776542485 5.16573751568691 9.91031067612515 -0.169736390158825 3.00245995999509 -5.64372280392229 -1.96630360254603 -3.10409757962508 -4.1232164359049 -5.52017328476774 2.55163014620305 -9.34793910542158 -3.85105646443715 2.82022375676724 -11.2596943820813 0.456286180792644 31 "A" 472
