"sim1" "sim2" "sim3" "sim4" "sim5" "sim6" "sim7" "sim8" "sim9" "sim10" "sim11" "sim12" "sim13" "sim14" "sim15" "sim16" "obs17" "sim18" "sim19" "sim20" "age" "grp" "weight"
12.3130439161690 20.8462998442235 5.40828925785428 -26.8484572279785 -4.58351092275654 2.72443638446217 5.34183213221904 -10.1127372684756 1.39856321667133 5.12784887210867 -6.87918835534082 -28.4952961921472 -9.7381848231058 -20.8914566154469 11.0896561006402 7.28429994203402 7.3670000211428 -4.87551153858653 5.74082278186552 13.0221877639837 26 "B" 407
-7.61528457917781 -16.6232637007639 -16.4358530509867 4.54328145737349 -31.013496082897 1.42046615223531 7.29126341394839 -7.210404332017 -16.5100863110747 9.82970610716105 2.34834334942498 10.7819318463805 0.199751088617954 -4.52484519143575 -11.1822331414060 -6.01166109613792 -9.50501088863994 -25.098008969545 -1.96401490713152 -18.3047552675682 33 "B" 494
14.1140863738077 10.1808154171595 16.9783439678367 -1.85845397237617 -7.77868853579807 -7.68398547659302 5.95564461588783 6.32401484010921 -14.6479840205559 12.9018259107676 -19.8102383208271 -22.2401583326557 -7.59777670061678 -11.3133537557854 16.4765825103116 -8.89979925591743 11.0447174239381 11.8973287023943 -5.53299359892453 7.14630012402191 24 "B" 381
-16.4025729394573 -2.05230468244679 4.51213517762871 7.78748839958145 3.45663909507741 20.3158347680144 16.4215773195254 2.5697972321874 -3.91080785992735 -8.93948820173174 -17.8973333681125 -5.71676505657615 4.08986920813011 -15.5406146644763 -16.8874035401391 20.0912787823886 -11.3107173816521 2.85977267845054 -1.46785052817710 1.24553586347236 28 "A" 418
-7.21720500346662 10.7025301268050 -12.9601322738495 15.0737893710973 6.99337529709727 21.9970992744976 -17.6992391181498 -2.24365748555232 8.24792959468019 5.05686447681755 -1.74688658536226 -18.7970333074806 -13.4184588289849 4.63982964739777 18.6617798579337 6.98135854027757 12.6892826183479 -8.5776171217754 -5.19990954313758 -6.66678660058737 28 "A" 442
-1.50713141326085 13.3478794528154 2.02337108388488 22.3284114511622 14.9444053581395 3.78902306477867 10.1642872490271 7.75981235575846 -2.32603328336500 1.59379281433443 15.0261333903795 -0.312405220873468 -15.0663573620335 -3.68650936812213 3.47639667638798 -10.0079348502248 13.0447174239381 -30.5344978754975 -2.06063169532863 -21.3851600077789 24 "A" 383
-7.87306287542429 -2.13857509991854 -10.2813928393313 5.94394264055781 -1.59316580086194 -1.1365333538992 12.6035553043302 -7.33707161703204 6.65467906690482 -14.7991471099791 8.68376039338642 -20.9807580040907 -15.6480758444732 8.57339928468764 -9.89872272602455 -6.43814357950703 3.52814131974544 1.71384981127575 0.94478970170866 3.89352700579924 27 "A" 418
-10.0210491442089 2.24233862015626 7.87498897512605 -8.37708690542945 -3.49438739431798 -16.9440610651490 10.0426151239924 -4.22508931201806 4.20876491905404 -6.03927674600374 2.45114183059883 4.72753349604672 -5.41186958890451 2.47602168075761 -5.09533751330908 -7.2532364695834 2.56129352813076 -10.7622600651078 -6.89834934962583 15.7645651630832 21 "A" 328
-10.4208801421707 -6.06164148933473 -5.13845813237644 -4.08561595697492 -6.9093194798012 -10.9466651412261 -10.357488894828 8.7298967011094 8.88618611637632 -20.0831780855261 -6.77924918628111 -20.0463952670401 1.61078160514626 14.7914201019929 -9.3956508113172 -2.97376869215598 -0.632999978857006 -3.15473494414350 -23.007348509239 -18.4307512551986 26 "B" 399
-11.0977826916020 19.1157749383995 -10.7669199672329 0.8198544474753 -0.0761163219800619 -8.02401020692801 3.81309205195634 -1.32575833610910 -1.8946561186787 8.46951975314336 -33.8504693571084 15.9214820931771 10.8365588584664 12.2801168754542 7.38565443176856 4.72018098749201 -6.31071738165211 22.2482718808272 -3.43697036432785 2.26275363647787 28 "A" 423
