"sim1" "sim2" "sim3" "obs4" "sim5" "sim6" "sim7" "sim8" "sim9" "sim10" "sim11" "sim12" "sim13" "sim14" "sim15" "sim16" "sim17" "sim18" "sim19" "sim20" "age" "grp" "weight"
-18.9759271568321 19.8280183640376 -21.1187132397705 14.8926452185849 -30.1876610447928 -1.33436808560004 -36.9575108928028 2.21940049161470 3.64920447608389 -7.36072871730602 15.7236421383547 36.5982939250932 -1.87145472646007 8.23418545049267 23.2362683303323 18.4094566773860 -3.25202588425704 -4.36660649259628 -1.21130080933391 -6.52847453840699 24 "A" 385
8.43971667867776 17.2613801591912 -36.6524457601554 -7.19235323403156 13.8644684365758 17.1980802681863 7.90818196598183 -11.5227068955265 23.6175148301347 -9.94371566044073 17.7475264022980 6.8938633001828 16.0109742027746 0.517315717145311 9.08241477192293 -16.4896232333359 3.32862454498790 -1.57519236898813 -27.2042060253522 1.83877584401632 26 "B" 393
-3.97106089754507 -2.06862291300927 6.58062199958072 6.89264521858474 -6.74131187014195 -9.32783936510263 -0.441357501502033 -3.11889002455690 -10.2722104530074 -11.3859848409884 -23.9229778177144 29.2396684067320 18.8626243003727 -18.0654613368148 -14.2224305946362 1.14441997646405 -13.0551640502656 8.60153150955775 -9.05177575805848 9.87824221986134 24 "A" 377
-11.5156066415426 -7.45774805484568 -25.1061587519133 5.76514753966011 -2.80562116001769 -25.1036543687283 14.4925324986661 -22.7233317526687 -6.19679188991187 3.63807005068393 17.0445735978591 0.72003568725609 -2.70919623296078 -18.2533270172961 18.0683511021911 7.38506688634539 -13.1574051146764 5.69320769868702 10.2170060683023 -7.18825862848605 27 "A" 421
16.7507038072176 -9.89850157590946 -19.0676151093532 12.8501459922765 24.1803862187146 -9.58803085255095 -4.94205400765581 21.5684728620988 -13.6925583763361 2.80833269104589 -15.1357473842257 -0.988192646166761 -27.8798970914479 11.3249655505806 -28.6871533977622 -3.28625142140815 -8.58002127284589 -2.73272511801994 -19.7261284796933 -5.30399107743283 25 "B" 398
-5.27026649953449 20.2383091061283 9.8566266196214 -15.4473485918809 -0.930885413909064 6.63334484130532 1.12671950703827 1.14621158417257 25.5393265727974 17.4960875963440 -12.7656349378031 -3.14418719862483 5.73895490356437 -2.05694410965416 -14.1748017820150 -6.27220693785184 14.0124680293241 3.08861452452406 -8.52853563269405 3.22060502865751 32 "B" 475
8.50004032749494 9.76317045729031 1.32101413384799 4.51015218181084 -3.12859360842941 0.94030251914857 6.76385456356875 -22.7945427223100 4.04830519145385 18.1814790469478 -2.97641672905096 31.0194058461805 18.4289210724487 -6.3564104858248 21.0382179124410 -1.40241304052872 0.891094808559668 5.67771817813688 -12.3657389780319 7.19273534924705 33 "B" 510
4.27285875558603 5.16385041548434 -3.6826212426144 -0.532347044497375 -5.16922631001668 5.32566749077224 -16.3839965126032 -13.8885027296568 18.0715923389961 4.37851704240012 -3.14632325111965 -2.67640105961646 2.51905026565297 6.08605087293042 -14.8869914835270 4.900494125766 0.745841108900812 4.43850020946155 9.61442662799985 -11.5227529531096 34 "B" 520
-14.1385624511090 2.45038032350953 -0.974739301011392 -13.5748462708056 12.3023595708044 21.5450785094213 -1.68650410115843 -17.6238338377029 2.51908877614412 -2.58052768087273 25.8159849590307 -9.0121551444549 -5.96248130231169 -2.30876120155843 6.99947421652132 -5.08439756452654 -15.5408953646403 -0.234656561604255 24.1980244732582 1.34893048506839 35 "A" 522
4.54785760945949 2.51659009833945 -22.9163165234303 -9.06485555510705 6.26228746307539 -8.62981285738687 7.01239775330835 -4.43814542153436 23.1902924883937 -12.8761035283927 -0.242860531832518 -8.05286487888114 -6.89514055931555 18.4714776177383 -11.2076124796158 -7.82279023600982 17.4266365061226 -5.48751783168282 -19.5610369258200 -11.5937498885235 23 "B" 346
