"sim1" "sim2" "sim3" "sim4" "sim5" "sim6" "sim7" "sim8" "sim9" "sim10" "sim11" "sim12" "sim13" "obs14" "sim15" "sim16" "sim17" "sim18" "sim19" "sim20" "age" "grp" "weight"
2.485821159517 -0.183398059266182 -3.58690472102391 6.01479445922087 -3.75831950869997 -3.73124377127121 4.34212644345679 2.01583534720235 -4.63890711815939 -2.73041230408866 -3.23939802487891 -6.34097623190729 0.0643673643221832 -2.62950990627434 0.366321883567116 -9.31152245857787 -5.78233027756265 -4.52273514706007 4.65980999640567 2.43740341522603 24 "B" 362
-0.710193958865261 -1.43215625306608 -4.3037920450924 -4.93458440811534 -5.99430669636256 1.17148666630327 -2.34488330148660 0.760241899686456 -1.12095649249134 -4.25729572084781 4.21264002722037 1.63758834396347 -4.01780191985725 7.3194614571389 -1.41223961381884 2.91540730146603 -0.924215023702013 1.93812835028744 8.63141874215377 -1.78375208192502 25 "B" 387
-3.46140814186610 -0.426466445716917 -1.46534177613006 -0.179205956833924 4.44048841279926 -4.4118743375432 7.20566761856374 4.65127829348087 -4.93365734256071 -4.26454909453916 3.76420299784603 0.680345494905889 -3.10671366122256 -8.03773899897154 2.7948480829897 2.00571260023449 -2.85413835359803 -1.77710509522860 3.07755976347533 -9.70671439506804 32 "B" 477
2.37596158360318 8.6674076685355 1.25260788153693 4.21438356828974 -5.20157643600702 0.95459410974425 8.322696852184 -5.13189359203148 -1.41902971009663 -14.4118990303597 0.199042305877777 4.08667212340972 -9.3231492080872 -4.73156717944816 -4.96007865306836 2.37392553608691 -0.43906208154342 -1.42243905348994 -16.8117357807111 9.28861414615245 26 "A" 390
0.385153622031079 2.66807826510944 0.689859691704045 3.39791919848689 0.63224937811108 -7.09266867947732 -4.45323722091903 5.1446482830201 14.3828699914491 -3.67360461325742 -0.716523979492772 -1.38611545509841 2.72708255341422 -1.24185354532045 -2.75290753336138 0.866438663655603 -0.813927326313769 -9.57532695834817 -1.65977802300344 -2.82101017169762 36 "A" 544
-6.32474731448754 -3.65034360652403 1.34208100690634 2.23427190293776 -0.660737994230776 7.5906052557604 6.43644239951717 9.99316473655871 -12.5898317798223 0.0743819110887428 0.313356624950987 -0.678473603707347 3.77174750631037 -3.19082490873322 7.8051590149053 -2.51785658791999 -4.98088473737167 -4.91067541094338 -6.485613234518 -5.99896150650759 35 "A" 527
6.13658052944135 9.84999046240373 5.44021885700889 6.26504310810371 -4.04087954968225 1.11014681462082 -3.16504662647678 5.327165708833 -3.89749642403632 0.858335182877394 4.403985529471 7.63688886433416 0.202145558832799 1.01328963761569 0.644364230386732 8.87309880366916 6.64131235833336 -5.35896798992763 0.79091650231981 -1.26934161665503 31 "B" 471
-5.9020522670941 -4.67637050750681 2.55370040529842 -7.30344509259142 2.64686073252799 -10.8512343817910 -2.67784289765396 2.71163914553072 -1.08175712340289 2.92920751923119 1.65482368223017 1.73806382386258 6.75024335341153 0.370490093726322 -1.92249433699657 6.93113193291076 -11.7869361555672 1.35303933421218 -1.49856289001182 -5.50805433188864 24 "A" 365
-2.43416945835189 -5.00320686474464 8.7751419260126 -12.4674565357004 -1.14676689491492 2.6010309523805 16.8487826971822 -0.405106692482677 10.3649988976811 9.0709004837866 -3.39823317358315 -6.05416246150824 5.83963818084168 2.01328963761569 -3.20019738567168 -0.410183832096394 1.45694345830648 -0.839367087393388 -6.92004444240545 1.70621043221257 31 "B" 472
-8.51383299557945 0.452743736010506 1.23466474595837 1.71410909243967 -4.63140775510870 9.74443584433653 -8.43157842830016 -2.42305052014442 -5.9691496638145 -0.150002736564816 8.40620093143683 -5.02685619740645 -4.04658413018377 -1.83362445262261 8.820191056768 3.88954564485109 -1.17638478808138 -4.9025470863002 -1.13856033315439 -6.43079309650211 28 "A" 423
