"sim1" "sim2" "sim3" "sim4" "sim5" "sim6" "sim7" "sim8" "sim9" "sim10" "sim11" "sim12" "sim13" "sim14" "sim15" "obs16" "sim17" "sim18" "sim19" "sim20" "age" "grp" "weight"
-4.32682757539411 3.10831657096136 2.48365949633307 -2.18838030410707 -6.81279393029226 1.72186128585074 -4.93278354222758 4.55032159279279 -0.737342743813646 3.09689497746073 -5.25738612104559 6.15962654577545 6.91692066052554 0.67198022250503 3.62907816779772 -3.71221726851242 6.27198328998728 9.04663264698895 9.03444455501927 3.6469954745187 30 "A" 452
-1.74613252017127 -5.17293108258585 -5.89477663331736 -5.59168369590428 2.69423814404908 -0.886229042433839 -1.85033921870647 0.227633577615168 6.07420079729665 4.25290182637673 -16.5430939372203 -2.42836760027862 6.41483723599188 -0.253379178399926 -5.7045732332642 3.87342782306012 2.66012683463329 4.14033050412422 7.09093693511147 1.96453192796005 22 "B" 340
4.76947143047486 -1.15644647280264 -3.55042436618154 -9.29448495572866 5.12146063946693 0.462266609176343 -6.7578479912262 -9.89468598296554 -6.32091952279576 -0.659576481501626 2.89109038575948 -4.08869921063017 10.6838486416772 7.51149081197833 7.74098998770809 -1.88350745166043 4.07648459713779 3.79951979181385 3.09949918757078 -2.65193861776519 46 "A" 693
0.61497837589494 -4.57508417921691 5.22927132308207 7.52182001634455 1.95734560239936 -6.12715241931869 3.16946677183037 0.269847648496718 7.01463393785519 0.133256087010709 1.71806721224518 6.43901683247015 -3.85579089650839 1.97362825388941 0.891829021793215 7.6662503688469 -5.75456924851823 0.744742482958209 0.965095604128365 -2.12460303044292 18 "B" 284
-4.38637558464387 -0.0100710954530988 13.0862672091895 -1.79753557345221 6.83870296190464 2.30158890308998 -6.80302534537994 -1.47637068000830 -0.325082668162554 3.58147764394269 -7.77097837546387 -0.122295070674842 1.14655187698845 -0.461755029588117 -3.17199324723143 -1.66042290496005 6.41072895981915 -0.365684072371726 10.3885557806024 -0.408531742759017 31 "A" 469
7.23446259234248 1.03395662838855 2.19043616422610 -3.77910015826998 -7.88783400426267 3.8771064622896 1.69595021847105 7.38691988203258 3.39622680331062 5.57383237282638 -6.7315173103132 -4.33749053665132 4.99310234185468 -9.86031565961864 4.95790379317527 3.49496018569987 -1.88966585659292 0.789536379925205 1.67139774432996 5.9452721657433 34 "A" 519
2.64899295089620 -1.28509162937898 0.892578737695353 -4.71196628838461 8.3127906545675 -2.95530945919216 -1.86120139757413 2.57751168336118 5.66319428090445 9.59981000232912 -8.57520385648272 6.22975099137554 3.37741639979872 5.89888130371954 -4.57326879589976 2.18419400438002 -0.3704172581889 1.98094445100865 -3.87240653685710 0.911859597944017 28 "B" 428
-1.41836247891280 -6.18950689700138 1.20234554250219 -6.76001119159583 -0.0711378258627103 -1.19626344905085 0.770887433221242 3.08763622220376 0.215364674314179 10.1503027042667 -4.81645139384132 -3.15480020354838 1.75706019261323 -1.79167475685431 -2.560542390239 2.23598836793333 -3.2149784735401 -0.0716835167827208 -4.43601191411909 -1.37784007654226 29 "A" 443
-9.68794542852118 0.54754542692877 5.45329947263662 2.83424374570508 1.98908704549031 -0.75466932776356 -11.6930961648629 -4.15434781669957 0.53728028569395 -11.8545477907594 4.02030455495838 -4.26872385757605 -2.83799575952927 6.30874007167509 2.30702579034459 -10.4532454507468 -1.89222853410776 3.48485401383198 3.21867581863194 -3.49361645148006 35 "A" 520
0.748639563509476 1.94722853030832 -6.58329163408742 -3.63510084168274 10.3930137271225 4.82616897763121 6.10440281741602 -6.19381817597168 0.471234411295487 -6.19358997818211 -3.10708406574865 6.74255044002277 -2.09990012000798 -2.4044141370434 -2.20032901021558 -0.401451087193515 -3.92353606471639 -5.07157816397826 4.59758438645926 6.05096259104128 36 "B" 545
-3.74595006701166 -3.90841300319788 4.16669915053234 -0.992333200845407 -0.462239624123058 1.90862183436476 1.41807596343818 -8.81942771336294 2.53066634007948 -3.77618886580932 2.88011966782855 -4.26501744744938 3.27117921223952 -1.86425202605853 6.16771418061385 2.70213763991309 3.39827022332463 0.303863203714498 -6.74737028439234 3.07028153595776 38 "B" 578
-4.79283970060114 -0.358628398850668 4.44290222668073 -2.85700337713993 3.59904385538661 -5.05309573366469 -2.93918261400738 0.150281920974209 4.22999937407851 -1.49430092731789 -3.09980741547536 -2.76713872245772 -0.829140573526447 -0.452434894710649 -3.27873515542911 2.33957709503995 2.94741169119712 -3.89324339282896 -2.77490685974093 1.58333787394634 31 "A" 473
