"sim1" "sim2" "sim3" "sim4" "sim5" "sim6" "sim7" "sim8" "sim9" "sim10" "sim11" "obs12" "sim13" "sim14" "sim15" "sim16" "sim17" "sim18" "sim19" "sim20" "age" "grp" "weight"
-17.5833249379457 7.73915975873692 -16.7026822402207 9.67771283839817 -16.0437734721598 -12.3845089824978 -12.7472742324303 15.4039497667474 17.3965789750616 -30.9342248292531 21.1013668108415 -12.929216657851 3.39925866592525 24.9822148897197 -14.6705511895385 35.6227045578382 -20.6286588437100 3.6285163706905 -7.57540786701868 21.8115474827251 31 "B" 466
8.36730130497853 -19.2748993696928 5.87551662743914 11.670055172103 8.49396623133388 15.9270064125684 2.6178870441516 -11.0735739573023 -14.0447991271284 6.44801892440232 0.0449065642867455 -1.98600478801895 39.4660858691374 -3.89171763117737 8.05451798166086 -35.6203305475335 20.0378130364476 3.02950600019678 5.30872416895178 16.4403080957267 38 "B" 585
12.2036406776869 -14.9523230543474 9.83890378997976 -7.87779941730535 -59.2100395013332 15.2998951034348 -6.96959997120283 11.0094460956352 -8.28485390941129 32.6781383074873 3.05661009423455 12.5074673607438 11.0053657166100 9.28436013345446 -15.0405837185039 -7.329129439774 12.3971772620223 24.6647518940824 -9.15475737806688 -18.1145596399672 30 "A" 476
-3.97005764777948 -10.8551103690456 2.10899632441592 -7.29642566374341 -27.4326527540377 -0.438618420483625 16.6660706209149 17.0071945146808 -7.67839437349915 11.9329170359599 2.71858771548178 -18.0558486206609 -5.19810961377433 3.86904957747959 29.5586447195779 -6.48826933859288 -2.17111605723888 -6.25151760808825 9.47574561582498 0.00106769981709064 29 "B" 430
-2.21748901224057 10.9619001559157 -4.34622753515447 7.60273043190329 -0.949432471635416 -6.35745422984084 -7.35977282211495 -17.8048409005351 17.1216091105966 2.74615789276486 -7.6755883368463 -28.8724285276842 -3.91055007051878 -6.24214078857101 4.88845297199852 2.11073285129255 8.56708159341075 9.98576361843032 7.155144035772 0.565129957784653 24 "B" 342
2.83926845719035 10.7146518151485 19.1367343424147 29.7615380237608 -13.332484022758 -23.1248075952980 -7.79909628499636 5.02666321868708 4.96158647614323 -0.184006065204115 0.624439621382136 -26.8025846950422 -1.45859991675906 -1.25539094343289 -4.80856607268487 15.2379521502778 -3.7166556903048 -20.8305767757834 6.01402020322106 31.9942070202416 33 "B" 483
-20.012388857925 11.5028586709261 -12.7614181769678 -12.0238166894669 6.45252461829835 -9.12973815156898 3.09910109341794 -9.96838613919102 -5.15288033551736 7.39915626729886 -12.9535938286982 -6.1824805834702 7.4176688649705 4.59376706480335 13.3625207347331 5.87775107023131 -2.0835381927221 -0.903286053455655 -9.18543354671949 23.5112048514942 27 "B" 411
4.34535639356932 -1.17243900467490 15.2487644796551 2.07317486584024 5.55573500756574 -13.4179312935587 0.86070312656197 -0.9542117587793 -0.681322835552359 -24.0372680433363 -6.239901047655 -1.30911254627954 15.9657138401894 4.66678269715908 15.8122730872129 9.55748579814652 -10.3164191968743 -11.4854709320516 -14.224797312313 12.559176414109 25 "B" 385
20.6981626083782 8.48556186681536 -15.1129379345212 -14.1475669378721 -9.59627615787958 -23.2681356508757 34.0748698227546 -4.55849987167174 -0.160753929835802 -2.41670567803285 -0.436197037332626 4.50746736074381 -1.33124356361447 6.59338345188462 15.3130347416847 14.0047184204557 -13.3485222123966 17.1035737149520 8.56853095895853 -1.00735003601429 30 "B" 468
14.3031948661222 -2.34575708805151 -6.52686267626948 25.6514019999024 27.0596020348399 -7.37963466352979 -3.35260839035548 -0.79297069685183 13.3175106616750 16.6727916520371 -2.02275320747020 18.6340993235532 -3.24494621570913 -21.3026336458432 12.1266362429699 34.0895101158412 -15.7793647921577 14.7733742335219 -9.35378975737612 -0.230646784576409 32 "A" 513
17.237400655757 -0.590021087089206 -9.52342532798246 -3.64079907184319 32.9211994682595 -27.1116227796244 4.768470191185 5.97676168630366 6.16071883813502 12.8120037091740 7.07648012258334 11.1406271747905 13.5052769461958 14.4263139059406 -7.77577550469466 18.7859964933185 -9.98618851148156 16.7538598525062 7.75573583488013 -2.34252245734929 40 "B" 629
