"sim1" "sim2" "sim3" "sim4" "sim5" "sim6" "sim7" "sim8" "sim9" "sim10" "sim11" "obs12" "sim13" "sim14" "sim15" "sim16" "sim17" "sim18" "sim19" "sim20" "age" "grp" "weight"
2.56225058882207 8.36938129269033 3.51838031615225 -7.83686151735472 -1.99236825285773 2.47001023558856 8.9512784380114 28.0149695728438 4.36587575706078 5.56774393454745 -4.02786358523863 -23.9619531894196 -8.19927251523828 -2.57504292936641 5.32356402085167 15.9506897969826 3.74639317393872 16.2759838489363 -16.219567685843 2.16310038898613 26 "B" 373
-2.12247002120660 -8.63023853909223 -12.4613003035313 2.08642131380626 -21.8484950814369 -9.89820038078718 21.9709082808151 -11.3689560572036 5.25179919742975 -4.71349175225904 6.50389312644778 -11.0941074486755 -7.77181312848573 16.8191171287289 42.168728615143 -1.2151787134425 -11.6127194024354 -3.85318603930419 -10.8915212044679 -4.0025547496918 33 "B" 489
-3.36084830452012 -1.80606173853860 13.0897054165183 -22.1823526928577 -17.6363712605960 13.4665028367705 -2.50272006798204 7.27592827281318 3.56005221261931 -18.6271877433974 -22.6937250513528 14.5043765989386 8.17525413508619 -14.2151092045041 -8.48094151652182 23.5650147208920 -11.5117139893883 -3.56874493581247 1.81249744817433 -2.77735888756226 24 "B" 382
8.14369892318452 -18.1618213790044 11.7592458058816 3.95413598189019 3.01411710797726 11.7935836576980 -11.8003756141174 -6.99064821687904 5.4762345328754 -6.21874767598205 -5.61320024278061 5.57171702222127 10.9763065885849 24.9691331349890 3.94899288145661 -8.7920212098608 3.42303931299055 1.77922143368826 -9.14636537809723 10.9454896494859 28 "A" 432
10.5837770119803 8.74449303719439 11.8643067276290 -9.57646222343035 9.79568403800725 3.72305766432868 -1.92201623791495 -5.09878738577072 15.4145190898575 12.0776827582555 3.56132339485226 -1.42828297777873 -12.2352826689892 20.7719677121536 6.74493774779401 2.43845265698375 6.04774797524129 -3.49959605777809 -5.840008250618 5.84039304378403 28 "A" 425
-5.85203301512938 -1.89433127086582 2.48916810465994 -21.4608294704034 -15.9244975785385 -3.49966150031077 -0.953084517360366 2.56092734754528 -13.2672458993669 3.14164001530222 -21.3820904538895 17.5043765989386 18.890872474319 4.42258536890555 -15.7477362231196 0.477283868831201 -7.95595328407529 1.61403449654771 -8.228400499093 -2.23952083939105 24 "A" 385
-12.4072270081313 -9.49171321331485 -8.6825305193445 -0.58801709242098 -3.15806644217531 -21.8049249912119 5.44618454784743 14.3914805291108 13.9254231262652 8.79016381226679 -8.0493273055489 3.30488191640061 2.21623190010268 -7.57966645004771 -20.7997482433639 5.89852368009394 5.482657744839 1.11553461154015 13.9465579988783 -23.7838558638525 27 "A" 415
-2.04387317061265 17.7855673396693 -31.1313924695214 -2.71764427536543 1.85855979447257 14.1829425416785 6.72965353919565 0.312270072393982 -0.274353181919133 5.08968506850225 11.4641638040601 0.703871281476618 0.253480464480991 -8.2957143921311 1.76944791633217 -1.71087484346687 16.5315275189907 -21.5861631945842 19.5482628349568 -4.46132036315688 21 "A" 324
2.84573705245854 -9.1857596916214 -8.04373246837977 9.8975633962517 0.143299553782759 -3.67151832098828 -20.1276066792923 11.5194731727956 -1.58361947109046 22.7792459457185 -10.2349419901367 25.0380468105799 -2.51004771005367 -6.92021659595715 12.4935470338705 -10.6301718498863 11.9970336504364 -0.238946077376844 -9.14600688560561 7.12579871820064 26 "B" 422
21.1775764280671 -19.5359048187062 1.14204433055856 0.853006328390051 -24.4203239216468 0.988179155273794 7.57394625414671 6.97457947141991 -4.55219082663008 -8.11236675311056 16.807897670232 3.57171702222127 9.76735101945285 -16.5729672719443 -1.05713129745459 -4.67091827850825 9.45206727216703 9.58510254155595 1.19789919424903 -4.88516698352297 28 "A" 430
