"sim1" "sim2" "sim3" "sim4" "sim5" "sim6" "sim7" "obs8" "sim9" "sim10" "sim11" "sim12" "sim13" "sim14" "sim15" "sim16" "sim17" "sim18" "sim19" "sim20" "age" "grp" "weight"
7.05871320421434 8.07347133724578 -2.84510133265953 -14.2933145985138 -15.1302784808064 -20.4145177014916 12.3264449228622 3.03343825190114 4.25720674776238 -1.59493756741180 2.79083027516103 -7.01747203672503 -5.35471193610115 -31.0842430365287 -2.03166700605806 11.0002230487623 10.0297243303218 9.37105526420506 11.4778397470097 14.2130279844065 23 "B" 358
-5.93469650499436 -11.4153736220546 -16.5149932404242 -0.47030115587387 26.633012970325 -12.7887804521824 -16.1583534888861 -21.7139901147553 3.31356722538206 -20.2084802496131 -5.78555976452655 -1.11971295580590 -7.9718827740694 2.81481966591259 -0.419639909356473 -27.8395941712326 7.78259358531451 16.9966648263281 -13.6054515028120 27.1920585072237 26 "B" 378
11.8124585169568 -7.32231842851418 11.6193074382489 7.33669092009654 34.5605977790385 16.9301138399724 8.0029618369997 2.79115315193320 10.36647959206 -10.7451882169114 13.4851505835922 5.65871350018633 8.45251803164504 -18.4568199575899 -2.88384232427660 -10.7653101866794 -5.97370119403663 -13.2562636477376 -28.9467874005989 6.49422394739942 32 "A" 492
23.2011606402594 7.57329093685911 9.78023155154465 12.2901494649165 10.9004902454202 1.33209667038235 27.7057045710656 -2.54560902585918 -9.33425328101299 11.1977244558828 7.34421525555388 -2.46872020855935 4.96927757139618 -11.6758609510253 5.49062450779935 -7.04914060343831 2.57613255633988 22.9155424511636 7.73006679278205 -2.12820314687501 28 "A" 427
15.5279395947767 -16.6963716163063 2.05659046731934 16.1449023144684 6.94423592034428 13.1119162320236 -21.0453371333342 -3.05075229254776 6.58843941230203 -10.9517598031419 13.7303577488841 2.12172889162449 -7.27686834685183 -2.17673644408358 -35.8247652200158 -3.78127584249958 20.386996687295 -5.43528434807521 -17.5285272381514 0.862236085408657 22 "A" 337
-30.2226942019543 10.0533177237467 15.4116114088813 8.93336365898803 -8.78954315829741 -33.9925796988988 1.10478018002111 -3.13494283699587 -24.6467118827836 4.84628278097442 9.080314940465 11.481320571386 16.9940469977471 -3.53570072150085 -7.89955325853821 -3.78072149431931 2.60203500279692 38.0843507548263 13.2265524124522 -0.534033784348378 21 "A" 322
-11.5081717444762 -10.1876248541293 -21.6789514565814 9.23829527843702 10.0196476150415 7.72770137649774 6.44624881586203 -21.1246563036187 -9.54871293453093 -23.0348557059081 11.2922231298747 14.5008775043426 10.9794018974218 -5.85329403811903 -10.6409952463761 2.85255149775434 3.59586363076578 11.8439481443828 13.5094589218158 -11.3002034010212 33 "A" 483
9.88336792732733 10.155939498044 -20.4298457910303 5.05192741191769 4.54863607661348 -28.3386342932864 -5.09287842676000 4.11762879634844 -20.6771255156793 -17.2956180375093 -17.8340772493853 6.05533049517287 -8.39846635512302 -20.3750984818052 3.63630796629206 -4.81073008963713 -9.04134443277137 -21.0044854625316 2.33180584001833 8.62345583966733 24 "B" 374
-18.1736898014824 -17.3707717771613 1.78726294529379 -6.08965535799323 15.0328937045436 -13.9962382020636 16.8793504870306 -24.0507522925478 3.56870826730594 4.47462728963751 2.92123624487814 8.18410880446838 0.595471015909078 -1.03725409314733 -6.18772280399325 -15.1566786171299 -13.2970655484359 12.1811544672127 15.6645632863033 -0.333106822058788 22 "A" 316
-4.18724177530498 21.5270002274770 1.04470758309452 14.4324410118127 -5.09043179085407 -19.1591324247837 7.80087944237753 26.0437247852775 17.0501897232328 -6.3116065561384 -13.5418671628813 -5.17549457928061 -19.3146474611596 -2.33667077352784 3.46936652596949 -9.91459502880504 -2.65895060179403 5.26293496769735 8.04264041265525 14.5306013755883 35 "B" 560
