"sim1" "sim2" "sim3" "sim4" "sim5" "sim6" "sim7" "sim8" "sim9" "sim10" "sim11" "sim12" "sim13" "sim14" "sim15" "obs16" "sim17" "sim18" "sim19" "sim20" "age" "grp" "weight"
-2.46997739583042 -5.9436001350957 -0.391429270785506 -5.88766155629311 1.43389212115107 0.94701113431153 0.0318330411352891 -5.02531542328072 -2.66080010886639 -2.81950252256157 -0.266673439134717 2.28276286134507 -13.0084046106399 -0.68470542434856 1.52762354168088 -4.67943705611522 -0.0331310688544499 4.80695372291155 0.370942482598035 1.85240641950098 30 "B" 452
1.93980228163219 0.0800192378498043 -2.71535731094769 2.38556168418104 -3.47440494777898 2.32305446798272 7.12349474412801 -11.690389372946 0.091628057507974 2.55956587058598 4.12164281631721 7.41654004583955 2.84099608043658 1.25282642155036 -8.25007950924297 -8.05991792331369 2.57959931981885 -1.19560953438796 2.57641472071213 -0.81893271416325 20 "A" 298
0.603413478216203 3.26656808356345 -4.05375135648429 6.91935043836542 -1.98651346306306 -1.90235427668033 2.59677048219735 -1.11538888601849 -9.78482822175535 -0.25100797862178 1.22943505983077 1.15327227835955 -5.1908088625853 0.744903774565759 -9.7449386545969 -1.36967748971427 -0.391774300539646 -2.40143177072089 -1.57148148537069 3.85086833342619 25 "A" 380
4.26654301730884 -6.77738190640324 0.253901991594585 13.3358864389425 1.15581248598702 0.0229699132433055 -0.958578593401343 -10.9909560965743 3.46526292551691 4.30828907905489 11.7958582358648 3.84512394464938 -7.82968596460343 1.87903082362873 5.21916300675851 -0.989196622515966 -6.86015600605754 -6.51725697350656 -8.2028488643184 1.53236878484655 35 "A" 531
-4.970765699943 -6.03624369933766 -13.8373899162523 3.48158670922417 3.20286775419945 0.298649883372108 -2.30397285135218 -17.2295188867431 14.2924091719355 -1.40310186809809 0.387565507871880 2.36642019460609 0.654280548673187 -2.82255725988313 2.68857483871577 -7.12186983659359 -6.99731626822517 4.46746163130043 1.15652925378026 9.44396923140935 21 "A" 314
-5.86855004919606 4.70568529070498 1.64921538143091 -5.96317999675219 2.29694814575341 -4.23149221192763 -9.19407143322718 -4.98814511013468 -0.328249653788550 -6.49960519596343 -4.18282222522194 5.81480841548214 -0.567802542848408 -6.23375412085408 2.17796222784754 5.75422633684606 -0.65738775518567 3.0281578882315 2.32516157247136 -4.43590283544545 23 "B" 357
-3.14116848715491 -3.27021373624022 -2.90918640567291 9.42526882280761 -4.4108883502487 0.34030349359132 5.30157219147843 8.25800587439146 -2.41285999791455 -0.837114855054098 -3.87630036933021 6.68778717626887 -2.0519498891819 -6.08414459104084 -25.5672720399323 -3.3077255764341 -4.28668444515256 2.64214042053666 4.51218210023855 2.52444066929953 24 "A" 363
-4.69212123127709 8.26355357997352 -0.825952706341544 -9.3406498214607 -7.04347744213045 4.86078305781398 -0.960022268632294 -4.88061811339235 0.360139503974625 -9.9580830073456 -5.85525508559368 0.311782565001509 -5.27443715115073 2.14092313679601 0.825546031725105 1.07275529076421 -8.0469900797543 3.76726284335149 4.60540613920356 -2.8138030262018 34 "B" 518
-5.13935053378286 0.810992659172552 0.691676212093717 -1.2189540233218 -1.64563255336885 -3.26251411976134 -6.88136522586218 12.0214383433659 1.75754876611828 -10.5854518412873 9.04478684790103 -0.277783442309925 9.55728662797144 6.1577312286668 2.23623652867987 7.75422633684607 -6.53816867076105 -0.267456970999406 7.3187138079999 -6.18991390284535 23 "A" 359
0.534861309406874 3.59232119956172 2.62258068196615 13.4309412308890 -3.64843960795693 2.92040689057036 0.945674783539884 -0.295022467405057 -14.6862855029612 5.87524807205677 4.60224729546258 8.27642681648787 -2.33950192373841 -6.1737070357106 1.56804302175590 -5.55553322955477 2.44188108777194 -6.41839436493559 -0.919205114393059 -5.60996398908425 28 "A" 421
0.689463273165272 -7.49956107463127 -6.07585783260858 7.38177001078144 3.48208809586365 -2.24398620168649 8.8411344198374 1.65119147481143 -5.25049409865211 -1.90140426025734 2.05219927660075 -5.93252130971997 4.08608826703676 7.5734426562867 -4.46827630891496 0.196659117324551 5.11729355013589 5.82520972115357 -2.02058069278928 -5.24992502149534 32 "B" 487
-10.7563594317436 -2.62082970655800 -5.65735246602572 -0.675722022624071 -7.42505071964208 -6.58906738406766 -2.72432588895990 -5.41464402802058 1.03649326319533 1.53653273778779 8.2353658339866 3.03485750117425 4.24449673865163 0.450564728900136 -9.49614770309712 2.50641868372540 -2.88733141389853 5.15127378139629 4.20805291302951 -7.12490000695036 27 "A" 414
5.5029518627866 -6.61959136718803 0.944065386953985 4.18004422339692 8.8279488667693 -0.897325566253196 6.14909345077331 5.86214756720236 -8.85162712001667 1.75975738961432 0.21061532346506 -6.78480194365539 -2.19246020977808 -0.30816802423828 9.7735276340857 0.382514857165059 5.93418115611049 -3.64546224720511 2.84645044836155 -3.35074106504556 29 "B" 442
-5.55433233775063 6.34408505391926 0.832425471235922 -0.291091276241616 0.331099310927465 1.80707320857205 7.39128098106116 -2.31864594202965 9.34985335122664 9.07787455225916 10.8742866305092 -2.56723132050892 2.82567680264524 6.07643404025674 3.97075343825272 7.44446677044523 3.81868917338619 5.37745747169434 2.80076568218334 -5.40417272013681 28 "B" 434
1.08440261892985 -4.05159342822838 -1.21492087608415 -11.0302313778688 4.24240833028345 6.18114264466366 3.14103490043164 -2.39375355039648 10.2892249113925 -0.950782959243104 -2.69675537571337 7.33355903065384 7.17724833240826 -9.15157501696648 3.64158692525779 0.0727552907642079 9.85716860619847 -0.352328600555206 2.67954931431769 -8.2411527569714 34 "A" 517
-0.299411828079101 -8.30893223491916 3.64327421073591 3.88065682269444 11.4174175831495 3.42165207678013 7.72305149985361 4.04301371643178 -10.7368638754795 -2.23024197101903 10.2880071004872 -2.99695899363984 -7.86791946639003 -11.8511094140487 0.361484623099096 -2.18382174987375 4.96562817376682 -0.812625405093893 1.33909915536441 -4.85139600152464 22 "B" 334
3.08948450969675 -4.02228226387473 -0.782564889000093 0.995521984712933 -6.61621163276024 0.0725716367329704 0.857286735676002 9.61742376704684 2.39820018307805 0.0332501543373304 -4.19782322003544 0.98050909345157 -0.63537624122967 -5.9724908548878 4.62665716414077 3.63909189780302 1.49169034381426 1.83266125955837 -4.95146101917522 1.88525743111776 41 "B" 626
0.367092174319588 -9.3110564750039 2.41937908833006 1.67618851428091 3.12414923815516 -3.05501538648471 0.630772152253409 -4.02123083381559 1.49480252578694 5.37865579643352 -5.48185635251562 1.47021744517782 -2.85705922724662 2.14991248255889 4.77797112646281 -4.43162940299445 5.55993918766636 -3.26885690796511 4.04414408538946 -0.406010509929983 26 "A" 392
-6.99880487961483 4.00501712486413 -2.62348555281164 -3.21710890361004 -1.14224715663222 2.82350050269931 -1.85696987571896 -1.83347444317530 1.14840595166434 -1.96021555319754 -4.90233541937808 -0.244836638733035 0.85843447053182 0.172937718574616 -0.268330822959013 -5.4935813162746 2.91197964395611 -6.82657212664499 2.48567850258200 1.15628475104544 27 "B" 406
-4.6263741476019 -0.223458092442595 1.80818610463072 -2.16361485004795 4.55648150208832 -5.0268867063036 -8.25559401369712 6.36808624718285 6.68081244410638 -1.60114197998707 0.664051747495674 -3.74143701185343 -7.40722017013627 -8.14963585414143 1.66780754550577 -0.679437056115112 10.5047464508179 -5.86687617523153 3.73949772938509 3.50132296020438 30 "A" 456
-5.35757137200448 2.57533852630854 6.89214806175741 8.97514454891436 -4.63125689238826 -8.82235580868895 1.08465275681043 2.21014633892676 2.51392486889327 1.46379073682903 5.41031657496559 5.10393467828187 -4.65520361104151 0.975456722247898 2.09279530517444 2.88689955092369 3.14834803126447 3.82059847523436 -9.97642340220082 -2.74224294225487 37 "A" 565
-9.09757677921307 9.27580066598942 -1.67452587224720 3.25641577477218 -8.41628669166166 0.79110622399898 -2.03429098134812 -4.34934612847862 9.46930304916332 3.86230948774146 -1.27800953691776 -1.08193846369953 -11.1599393774423 5.20387243236797 0.247895563953995 -11.3696774897143 -3.52594842137571 9.85061866949131 -3.34868050925173 -4.10274569987974 25 "B" 370
0.00661876454279681 -0.919188500546008 8.2805587963324 -2.34318431899245 3.87010010146280 -4.07987018206844 -1.06738983477005 1.65525273386616 6.96740650407626 5.86439275834016 -6.83660732584826 -3.07217424078306 3.13974092635205 -10.7819505491819 2.16278218890842 12.4444667704452 -0.506583028049947 1.72769842691298 1.89921551177080 -2.52198040487168 28 "B" 439
-2.85806737182588 3.00727846239522 6.43595597021027 -1.29108688432959 1.97260881507568 3.42491415853053 -6.69198041576383 -7.04614396893209 -9.97612118412381 7.90356888304393 -1.97750743670533 -1.02646603257996 6.29012742198966 1.18495367086637 -5.45350736118431 -3.61748514283494 9.114838745973 0.722068824905422 -5.28459459014297 -11.6066982483019 29 "B" 438
-1.23515272513451 0.650095338976899 4.79803795635792 2.31325214990487 -2.78550533317044 -6.28049709003985 4.07225629343794 9.78332726803063 5.58516441697465 -0.655244486776997 1.84858391425917 5.83366264422536 12.3742795864656 3.90562966531075 -5.33364232948217 4.44446677044523 -1.51007093011905 3.96896841551694 0.142459720238077 -5.43707651396846 28 "A" 431
11.9420862609426 5.61931620017522 10.5214225070857 -6.7052371020659 2.92330328203331 -5.03950352966128 11.1515297044843 -0.277154144441569 1.03848468350912 10.4877963051823 2.4605190411074 -6.81912298147621 -9.50165836572063 -11.0715139866058 -1.51524713921991 -8.36967748971427 -0.857084342643508 -7.73596655489162 -7.77500546806692 1.74939722292033 25 "A" 373
8.54573776450688 2.17125471385244 -6.30826276250397 -1.64689564563196 1.19665851829385 1.51711049238184 -8.5548229915622 1.54837856559692 -6.19582058345523 2.03940900053793 3.01564494622747 1.66378812762707 4.996031340704 0.857027873522954 -10.2154023037051 2.38251485716506 -2.31622801720224 0.39393730459429 -1.91554064802933 -9.26846681990843 29 "A" 444
-2.66202829344032 -5.86352409428085 7.30681197090371 5.39676134749816 4.22956681715814 8.7267432709244 -11.0932753163739 -2.47951239822494 1.28471714733014 -3.13104965383218 -0.847838413702138 5.69150618082909 -0.266261125888184 -3.77088027473532 -1.64590776269465 9.38251485716506 -4.64866406101777 2.95574182649182 -2.29889188761943 -2.24549611283828 29 "B" 451
7.22661530661659 -2.76316727395717 4.30847829721448 -4.96836237740757 -1.19875961920511 -2.07933748851005 6.3238866758813 3.19223945544648 0.337340025606513 2.89519152701321 -2.37834215988747 -0.753888619965453 1.46231693574841 -3.85720674328491 -3.16824044380251 0.444466770445228 -0.976273906928461 0.50298867330579 -2.67758618044694 -0.595834412133786 28 "B" 427
3.90806582629573 -4.81690510582373 7.3932910120932 0.436610074294829 -6.97181405944039 3.03231764720206 1.10502216771271 -4.57533263927681 3.65931062272105 -3.79017989407164 6.01400233907642 3.78028858777959 -2.50955943413016 -5.05737384946886 4.38540200691026 2.94885146420387 0.569624219336394 3.43236672453547 -2.70504356720385 -4.3642747906936 36 "A" 550
-0.323381823344751 2.5321276040558 -7.82113928379874 -6.19823467690197 -2.35910940317039 5.3801082210279 -1.15810114223378 0.746693940797117 -6.46319350497043 -3.13174512824957 -4.45948342351697 -3.73380744373301 -4.03666231854679 -3.53176169368789 -1.47083078584437 -9.74138896939528 3.01953381626376 -1.75697613106252 -1.20366351208767 5.78795991287866 31 "A" 462
-9.98990456473667 -5.25556103718158 6.64007742795475 2.97457953135673 8.57587706421481 -0.755063147992117 -3.64671668128903 -8.36761571672467 -2.81575031897238 -5.29584731003327 -8.57637310906143 -0.496879791931424 -2.10433636874357 6.07101756677755 -3.79451574305990 -0.0511485357961327 -4.23335151920893 -1.50549662186406 -3.9434218395556 -3.96689255381966 36 "A" 547
7.25662743116269 -4.76089617160354 5.64274382696358 -1.02985519279104 -6.95878806393817 -1.13169209606823 5.52090659594833 -3.8648916153827 1.00997852485408 -2.68270040598233 -0.481155943287866 -6.02641016308078 4.71506882034878 -4.92940457387352 -4.93995595946649 -3.55553322955477 8.36524797569747 -3.05548968835220 -4.08027072247651 0.468932122463905 28 "A" 423
4.68973367911412 -0.671005846058527 -10.0603900710322 -6.08413298705996 8.34479513475256 -9.15815670581576 6.40853969588 -1.35124830538506 4.92716921025416 -3.97368026894706 5.51381941103377 4.71000305783996 -5.53731541813976 1.17335742859410 -3.31953883970152 3.51518807124266 -2.62605074693528 12.1266348170849 -3.07453337271489 0.68444134015218 43 "A" 656
2.76983942101048 -11.8418717225553 -1.71631974831509 8.5485859459513 -4.09015086207686 -3.70943421495449 5.81485883803522 -4.35648376525087 -8.71197275173237 4.28126837096809 -12.2489940959996 4.46603671608054 1.70173607989076 2.60939026048336 -1.29310948590085 7.76299572436335 -0.541115769442379 -0.613341917449744 -6.05866664553189 -0.122211555953952 39 "B" 600
2.71770199383946 -3.68737317313626 4.11673203106549 -6.32701452026997 0.661507219931142 -1.31026150149671 2.45968970214283 3.43931433119493 -2.48758232307464 3.58561820214917 -7.81193585725962 6.13016108806396 -5.82671829330883 0.818687097288223 -3.70450459200761 -6.55553322955477 -8.99872305588268 1.967638994811 -1.94089780991519 1.17201590265531 28 "A" 420
-1.09148797589840 0.687252289609913 8.00334373496286 -2.34413703442155 -6.06955034081395 1.97173784472457 -2.77895498987490 3.75332588589746 3.60781927979863 -3.08355936292393 0.981262052033692 0.716671684678266 -2.17724617244748 6.24462475605605 3.38060234751815 2.38251485716506 -7.23373673475535 -2.47759899052322 -9.7762521359944 0.70818956195308 29 "B" 444
-2.51154065860598 -3.45627492106203 -2.95867712298447 -1.99305381093905 2.12320596152641 3.44811933102933 0.382082132170676 1.60335122140821 -6.45816398094501 -0.541098170234599 0.00132745705125535 -11.5901193386042 -5.92645124455405 3.13393243690969 -0.268160688634729 -1.30772557643410 5.96080865208793 -6.38479594259785 -3.42193388531814 0.614739708584144 24 "B" 365
-10.7696838969696 2.16547924378132 3.23400796245615 -1.56679887507052 -0.202330669781135 2.77101826676854 -3.62393230405352 1.78979495038856 -6.70131977656276 -4.64013630301941 -0.938196262947565 -5.60765259846233 -3.49237393759821 1.99714526699547 5.33615784593279 1.13470720404438 1.4028984750873 3.95658936554198 -0.527634607257251 2.31186964120344 33 "A" 503
-10.6258679831857 -7.66834711054571 -0.461924630467303 -6.86640713205063 -0.746734136641456 -0.84204472453437 -0.526048631053993 -5.91203999838701 0.642598454809797 -3.5846467052715 -3.06453248676082 -3.35292104185021 6.27001263475414 5.14736828208624 -6.92040588679176 2.32056294388489 -10.4711236591173 8.88953009365597 -1.38230653499899 -6.00675381980462 30 "B" 459
3.930936993629 -2.97556906101879 -5.25991225090833 2.91602645182773 -5.28983726968668 0.439728196869955 1.34511879447446 -1.13201808756038 -5.9013964702641 5.32298718008906 -9.64449938071274 8.02610337997484 3.47646983376718 -0.175750626876239 -1.32695697661461 7.13470720404438 3.12874356381211 -3.08478491188097 4.07406111318453 4.75771587025634 33 "B" 509
6.76494117657443 -4.60282365363347 6.13576992455342 4.18037799696947 -0.815489865196182 4.17634176605774 -2.33239506964715 3.8612341141782 -3.75262658829987 7.89347523653005 -4.93704282492999 -1.08688271960998 2.38981074777526 0.454927228019921 -5.52126102730734 -3.92724470923579 4.69141701992117 9.16285040610966 2.46894416616097 -7.50018467070536 34 "A" 513
2.89636669816042 -0.87436928748878 0.232018041801685 -0.0597439976130712 5.64913746937309 -3.27726262901752 -1.93031229829708 -1.47375034770106 -4.00567588221943 -5.01678866722716 -7.28078739948817 13.5278421540305 -10.2299452883938 10.2811204637202 1.85138133887420 3.19665911732455 -4.77341212801883 5.20650301314856 -3.54355393768699 -4.09689509392823 32 "B" 490
-5.16240343333288 2.66008615817664 5.99651557134494 -0.45610582176072 5.12096821339919 -0.329718301184657 -6.19890521643411 -2.55145557917627 -5.25784353006281 -2.70251341578837 -3.12705086261722 0.461707411274828 3.32271566206157 -4.04208325902791 -2.79626152542441 -0.175052362356476 6.03249560602869 -6.9161844937264 13.1061217667921 -0.0810531678395078 38 "A" 577
5.02770219466927 -7.49953817747386 9.05033798725971 -1.31066705684097 6.63182420028379 -4.78019265586376 -8.32362646069003 -4.22570853028266 -5.61111062426944 -2.88367530301913 -1.55337274377287 9.16191098821404 -7.297165090314 -3.13760472809684 -2.67559375307326 -1.43162940299445 -1.45316116913601 -1.98295174429200 -1.36198862679199 2.47086894490124 26 "B" 395
