"sim1" "sim2" "sim3" "sim4" "sim5" "obs6" "sim7" "sim8" "sim9" "sim10" "sim11" "sim12" "sim13" "sim14" "sim15" "sim16" "sim17" "sim18" "sim19" "sim20" "age" "grp" "weight"
0.980730804361746 1.90247451851931 -2.06805202069353 13.5228466682969 4.68971860536876 -1.49496653974880 2.74410750815029 10.8455220606133 3.35563987501523 0.620571228208162 2.74310388298328 9.2442383235207 -10.7776653167082 -12.0994632193980 -8.61855753629317 7.4411648457084 -8.98212541987795 -7.16601086746494 6.30315185758039 -14.2744502184801 29 "A" 442
0.5645689767845 -15.0614149061197 -3.01620011757578 9.75960285793191 2.98290882132601 -0.245139610014976 -5.56964588127972 -1.38001828900338 3.99232118146885 -3.30386611892144 11.3629082119360 -14.2623738224927 -2.09438958602577 1.54846183973105 -1.38374506052744 -17.8755428135806 4.36069028772619 6.77700489160705 2.46427287709635 -10.2416686223098 35 "A" 534
-2.47858095167910 -6.97503030706759 -11.8585348893116 11.3470149976957 -2.27779254915219 -1.74502422983731 -9.65342521136392 -5.18084861702385 3.80156827893263 4.10026427992666 -6.24337897966556 1.9919533983693 3.60087002107353 5.16309914975851 7.23419332948329 4.23399451378869 3.09436581978101 7.33455680015008 -7.5987871417081 -1.30630537007473 31 "A" 472
-1.12850603736265 -5.73814956440058 -13.0687901193331 6.64985628348752 0.979656787655436 5.00514884042921 -6.81381015861893 1.28336484796755 3.75361119499467 2.21598874460269 -1.82596271806383 -4.64368470592796 -2.38632741565885 1.61206998324298 0.349138179145081 -6.13547069136257 -4.80395562434324 5.43665521066476 1.80969474687692 -1.09749284284597 25 "A" 388
-4.94887994218875 -2.80222327482717 6.12760972129239 8.23706726231198 4.3778583882546 -3.99485115957079 -10.7198493329659 -0.19894302410642 -6.21438126965338 -13.2754358917124 8.81790902742772 -22.2550974700315 9.82491048949438 -3.12179597075602 0.283201288083093 3.19000230392587 0.0408321361213232 -3.50086751722182 3.76500417018503 -0.513095127702946 25 "A" 379
9.34556505946593 2.40044348255846 4.17611180246215 9.81334673938463 8.9091424309162 -1.36993769470404 -8.70966893970476 -1.34956277626231 -1.70175078983619 2.98699374937788 -1.24311672793127 10.2806500912466 1.74948004599710 -2.42584544632242 15.8119893055958 0.394873734666936 3.2566243825305 10.9436538110467 8.55793563781635 -3.75160848885729 28 "B" 427
2.31621116250104 4.42843416276787 5.86672867731899 2.96958252722017 11.3164023913709 0.129946925118268 10.4366488489675 6.4872934486693 -6.99029920800564 7.2415341575646 2.93662458232845 11.6423919639247 1.46056039473271 18.6258029639347 7.10930846677705 3.87227862576967 -1.54451414184357 -2.03876064949287 1.22948246736139 -11.9069756144773 32 "B" 489
-3.98679080407012 3.29459192027823 -0.362664571898337 5.10669157689326 -7.97741363397385 -0.495197300103844 13.8479680688517 13.1384627085019 -9.61275925162185 -5.94133317878197 -0.167412877223651 14.9704308365264 0.100458196300507 0.0218057364367918 -10.9345671766695 0.863448316751771 0.46780618133402 1.12171499112782 2.51395408154525 -6.91603501853806 37 "B" 564
11.2897831831909 5.83048083572419 -6.14194568340433 -0.759016799895291 0.530457557042638 -7.24490884965963 -10.8034934479453 4.02322560876701 -4.82451134293804 11.9384633284472 0.659923662099724 9.67841917172406 -3.94328404758113 11.3021469303336 0.905879032030244 -7.50326630101446 -0.210742181094432 8.16834118343718 2.65166606838723 -5.80837350719419 27 "A" 406
0.266384305668220 -0.996488657408065 -6.156951961284 -0.666993247798538 -1.51841674045032 -2.49473577939308 -4.40691185768306 -8.41451718102334 -2.44491361548889 1.33941219636242 5.36962633396364 -4.24041140810495 1.56439004019634 -5.51627438967737 -8.89471209259125 2.58912879170806 2.91496542569670 -7.29912579503711 2.37326908392885 11.7008589564903 21 "A" 320
