"sim1" "sim2" "sim3" "sim4" "sim5" "sim6" "sim7" "sim8" "sim9" "sim10" "sim11" "sim12" "sim13" "sim14" "sim15" "sim16" "obs17" "sim18" "sim19" "sim20" "age" "grp" "weight"
-9.68955689050824 8.77103031826538 -4.59461895465121 -5.87923784743459 17.2243553348769 -12.1886438478474 7.36695822896275 12.450852878586 -11.4339614472795 -1.43954987597127 17.9289363533958 -4.49641902286004 -6.32676235041445 -11.2952431607801 -14.1169585967697 8.43177191055286 -7.50678475791789 -3.29149626933347 7.77519202701304 -8.14339532895766 34 "B" 509
0.163960695059349 0.77015757371883 -6.4339663889499 -9.96470823407491 0.819812659841493 14.7907584991813 -15.7425984153773 -17.1339322941082 -1.56550670223806 -6.94320151614307 12.7982981504428 9.93228805153704 -13.1424286699803 14.8827163931639 -16.7616792280686 0.464258669292561 -3.66366733710511 5.58646057893507 7.41423428181512 10.6588105496461 28 "A" 423
-16.8929074013702 -1.74140816471445 13.3505296448789 2.78526786527093 12.3849711670246 1.05505409736555 4.91396934344603 -17.5192872905381 2.32840459057171 -6.14419799865826 -6.62879659608597 -0.947523840496121 -1.55991322111650 -5.2966570080491 9.0161749066889 -19.3461737616913 -0.925138302418652 -21.6696614272898 -5.20815131667005 -5.1172065144426 18 "B" 276
20.6960364037216 6.48242851062553 11.2123302685416 -9.42924595943862 -16.1512128440482 -5.10503545458597 9.2814991129337 0.625093230152277 -11.1575211195702 7.60242182470078 17.1356356325277 5.49967564374423 5.08206116098032 -14.9420698255577 10.8190941813345 11.9053128560072 0.257891373300864 -20.5776216477312 19.6570878104592 -16.0610715128004 25 "B" 382
5.58252422756252 15.1450014841212 20.9914162672681 12.9382688356040 -6.7271006293295 3.67579533602576 -7.17794020863053 -0.634671538247832 20.837414284541 -19.0697950263879 10.3117972166044 15.9832212947161 -13.3712156353863 -7.96631588908274 -5.94979536526853 -1.05943059608061 -2.6898144336364 -10.0751759717972 -15.3241237595241 16.5557250880295 27 "B" 409
-2.22629452319072 -5.41218996071469 -13.2983472902078 -0.647838039205097 -19.4121974113930 -4.25246457113449 -11.1252015184179 -7.56175928112901 2.01546852690548 -9.02005634770854 8.46362993637391 -5.92790811591282 -4.0140136628455 -7.74838024363778 8.47909842910218 -20.2418255577040 -18.6636673371050 11.4094411372569 6.56822274365745 0.594307381922486 28 "A" 408
-4.80211275268532 20.1068606267266 -2.74806392156085 7.8029623492697 5.02276809129831 5.61038797447359 -5.2198709333188 36.9232333790489 20.5187375124808 -9.64329279576107 -2.34333770599655 26.2762612451939 4.22718262001893 30.9975499568552 8.06032001581565 -10.1657724829126 -34.8466970128246 -4.15940890773614 19.2169846125692 -12.2054236292189 21 "A" 287
-15.5182342078508 -2.05235994778755 -7.97971772397255 1.89573907812805 -9.27125945400398 -5.38061533219862 16.734829101527 -0.493788975011104 -10.6597921940314 1.10706631576270 4.05164439628458 8.28521393203597 -27.5697143860254 1.31600828098747 -12.7000162375497 -8.64456461941636 -11.6636673371050 -4.96927560177311 13.0469780637257 -7.92793375101699 28 "A" 415
-1.65503009691721 -10.7107119036532 23.9800210550927 -3.28800994477060 2.03570431829711 13.6473446980743 -11.0239367417146 -0.714414696408178 3.77392863601363 -5.38758138897523 0.945327310615072 1.12755271937517 4.7480216834137 0.059168977965513 -7.48109899160762 5.46564834540797 8.2317442767695 4.44115917151881 8.38168599087695 -8.27307155205575 24 "B" 375
-1.09631834680049 -7.59675967408365 -2.08016588957753 -15.2193386203656 1.29903134882945 -12.4714531380754 -16.2622294184423 -0.59251071493706 -8.56709932946443 2.13638107051652 2.03364163215612 -9.12269931470551 6.61634434245807 -27.9954445864277 9.85476498265222 3.52733784046237 -8.53293185444822 -23.2868472734446 -1.22803957762461 -27.9021075371493 33 "B" 493
