"sim1" "sim2" "sim3" "sim4" "sim5" "sim6" "sim7" "obs8" "sim9" "sim10" "sim11" "sim12" "sim13" "sim14" "sim15" "sim16" "sim17" "sim18" "sim19" "sim20" "age" "grp" "weight"
-1.14393384546981 -4.29782842644061 -5.0992450601385 -17.2128909811297 -16.4481265612146 20.8108938044807 -12.7827101504767 -12.7992860419444 36.8433505180462 -20.0511245291663 2.11645682239794 -12.0952368032748 -9.7374308655525 -20.0394015073148 -2.61602634235816 6.16434556582939 11.3541841811268 13.0270430716454 -20.5663751516031 19.6016535935294 34 "B" 505
-2.75845178545045 -4.82284959287134 11.1835645458396 8.74261015982111 -11.7983569325941 -23.3325481833349 1.39794290057671 -3.07789435302701 -15.1292269746853 9.3861723064179 -0.570781999760517 -4.13648282498433 -4.86446651731289 -5.39085530362774 -1.74322489609836 0.067254522078019 4.63729563965008 -7.74448083800675 -9.06788003922836 -1.87875487166785 28 "A" 424
0.0730603621568783 8.39176172377251 -23.6165780162815 5.6144411605989 -8.40023388400558 -4.11556618510973 9.70845896510833 11.1244251285007 16.5050145271422 -2.69404610382502 -5.62271744360568 7.8899509130948 0.473695916068107 -4.47479115185477 19.5684909174527 -16.3241019902533 5.04258935844336 12.5763527804903 0.0301367032281949 -7.20193804980847 18 "B" 287
-11.2527244874558 26.2770782040341 -20.2210071670016 -4.18120309331224 -1.55658245743664 24.1654570391897 -15.9943625983047 -0.717198508568675 15.5536052577068 16.7565769582895 8.15897478378934 -4.72760876176859 3.55786033975415 -0.596382642160776 16.2268015071373 -5.38823101055533 -11.2553452722062 1.80996208165273 18.1825437260415 8.0011650881917 25 "B" 381
5.20806499139238 -5.93778518763132 1.56571362227922 -0.676657570078286 -4.98954846869796 8.57332354831775 5.56501288780766 -11.9576624048742 9.83776476022896 -6.03709785026107 6.5180494969105 -1.05601877986627 -1.44702721286463 -16.0525943916447 15.8177444942933 -7.46023391535386 10.0365571654051 -8.32192602935209 -24.5078720550177 -25.6382991154111 27 "B" 400
6.10359183393944 -8.19476861551273 5.43633204669527 2.09718012974993 8.18910278771036 17.6585986450206 11.3638415883491 7.92210564697303 6.68550937593568 23.2026080816292 -19.0614665301813 -9.43580507816276 11.6329222524030 7.53440149953177 -2.34698405280731 3.31728603093953 24.5615913021617 4.30605760030827 7.66527234736488 -12.7096065446184 28 "A" 435
-11.8730635721557 0.333522265582089 -0.73246355297447 24.7869032598992 -13.4807219750102 -13.2802686789424 17.2257760211811 -7.23627071595759 -8.08040554722392 21.0006662452996 8.7595303890481 2.35327232652027 -12.6733398989261 -9.2375557312638 1.87599552855264 5.91895011743975 -0.056006301085854 -14.4547257769630 -7.31664428183645 -13.4306838802918 21 "A" 314
4.25680314559267 -10.3692231097875 -13.8309235723283 -11.8284268077482 17.3918873370351 -17.4511207211649 7.7279769633162 7.92210564697303 12.3416155909701 -5.14716142500963 -2.08109931229214 20.3501570064197 18.2900087440273 10.0726950398424 -0.204758667656098 -0.597169133730576 -8.81576479924544 10.3015170334552 -8.72329599531942 24.4506688160048 28 "A" 435
3.10139985307605 -25.8483777078236 -12.3081895608682 -6.42154177362101 -9.42589168148137 23.3894272922665 -16.351079184109 -6.5969665604159 -13.7739248956536 -9.53910280246289 -3.84642448416749 -2.42106847609793 -5.53323356254374 10.5267632562021 -16.5363661107246 -1.03056538736680 -14.7980932813199 6.67356794593233 0.633526178477491 6.65498378195245 24 "B" 360
-7.51977637684763 -14.5021680653547 2.33212299920044 -21.1304427347734 11.1666742595448 -4.13603673558172 33.5964490865991 -12.6790540937908 -5.20322556921174 -15.9539231247488 16.5022216208715 -6.97427753026064 1.29244810944358 -7.89453122665912 27.26781010108 -4.42710132200909 -10.3349204255647 5.00406870949725 2.97568314886761 17.3282453717291 33 "B" 490
-3.4130497233531 -3.53156398448667 0.367234598590821 -6.56580548163749 3.6756428129008 18.3135350415587 9.6130105960473 -22.9195179900963 -14.5612381580603 0.180775076551239 -3.00409013895486 11.7950284598701 -3.65276709685579 7.46976755818921 -1.88884117764027 3.12197772834667 -1.04424510125784 -2.85196837914078 19.0022800743465 -2.91759254388919 35 "B" 510
8.5376531401321 -16.3460557142285 5.29602619733403 12.6528085055355 18.3893978370827 8.19730907725613 9.63733695470257 -17.7992860419436 -8.2574916589811 11.7226250729418 10.9077580466622 6.88767083988273 3.40744281821177 -1.00848557126514 -9.86239903683872 -10.5191492089826 -13.8400771135902 10.8820195388706 -5.07526602956492 7.66340322962251 34 "A" 500
5.59253913225888 -30.9670040618125 2.28099616987932 -11.1733785093912 -7.36593230878255 -12.4339280725490 -27.9643858174074 6.1244251285007 7.39310053917459 -16.4605571393461 -4.03533636663675 -6.41516023786596 21.2117903173441 -8.49968518359478 -4.11729279558145 4.07214861903124 -2.40763677406264 27.7947293990647 1.29985477507778 -17.6586854513460 18 "B" 282
-0.108414957792634 -19.2556051475458 -9.38721473782867 -9.99562535409911 -16.9421093215427 -12.3625629703764 28.1961266000051 28.7197861654454 18.7427430683944 6.20045453549111 -18.2751184917888 -13.3744122105983 -18.7172936462269 3.47346012447874 16.4214628137818 -12.0656037864410 -16.6979559668026 -14.5055983798117 -6.8656458956589 -19.4063440305476 38 "B" 607
2.92539929630949 0.857351632075006 -4.65550562277451 -2.66201472173859 -8.5589703336395 -5.90868706255646 13.8843582214171 -0.679054093790801 -4.85314578516427 -21.6217774745722 4.87828805255253 -11.3301098560629 -12.0868267857890 7.81129553133948 9.657612053183 -8.3519579185578 -7.47966388706624 2.93693483576496 16.6180520502937 17.6238429627438 33 "A" 502
12.4983073116326 -5.68672487211475 -5.46674280268212 20.4234157334464 13.4712790654066 -0.80468794978368 16.9998614992166 -16.1981263011797 -2.40872605131412 -12.2957559815235 -9.67375953979749 -5.21228584389966 7.18813423284673 -7.51069196899063 -9.35411624420601 2.49330504578473 -13.7081136595148 -18.7680996028959 5.10712263942793 -18.0976864508160 29 "B" 426
-22.8029465307294 -15.409505495061 -12.9218232472434 7.65419764562477 7.05782776872961 1.23862661137948 -9.06056154367516 -2.59696656041591 4.72939678125619 -12.6482731498817 -4.39403998646137 -9.02363049338861 -2.60214643797363 12.8675082431996 -15.8493227058751 28.0213728579505 -3.27378609228192 9.24624993972131 0.373218257949381 2.23960746594296 24 "B" 364
7.17973049104801 -2.78177422978042 12.4224021449852 6.52617833046438 13.5158521341734 23.6712204667861 18.9241563157194 24.3209459062092 -23.1720605049373 -8.18917709578901 -17.5911959766632 13.3827500474882 -4.87905964590731 -5.90894331055707 2.55685277720394 2.8634038029454 -12.5113157402849 6.91668583346191 -4.4839731049898 -9.25072715387252 33 "A" 527
