"sim1" "sim2" "sim3" "sim4" "sim5" "sim6" "sim7" "sim8" "sim9" "sim10" "obs11" "sim12" "sim13" "sim14" "sim15" "sim16" "sim17" "sim18" "sim19" "sim20" "age" "grp" "weight"
-4.62365337812442 -5.20911859707965 2.76322385235341 -0.344366294380509 5.9458043185777 -3.87879639445984 0.414061778848906 -2.28664682006820 7.66069696782664 -0.0779550785037525 4.15708056147885 -6.49043025975621 7.18392527979005 -2.30739740610898 0.766049471859864 3.49969485908409 -0.519463108533748 6.32455927124875 3.03134234538098 4.29156338365593 29 "A" 444
1.71358085045975 -5.69895743408945 -2.11393993781918 2.44043340073357 -3.38918138564016 12.0799971648939 6.45973195134767 2.82919714390713 -4.51077933717352 -5.92460373532729 -3.99569235339652 -0.0724693720277606 4.85426668228961 -9.67647642314082 -1.91663093761351 7.61724907744286 0.685197442208542 0.409583288576629 5.35604590120966 -3.75098435429937 31 "A" 466
3.56152243281562 3.55799979979266 1.88531116377088 -2.76629541887893 -0.714435475580623 10.5977358776723 2.20350875838004 -2.20536884166795 2.15817406167887 1.22117068041357 -11.6901465236443 -7.22667870656906 -2.23254004618393 -5.32185687434677 -7.95146545956019 -10.6586328066367 -0.677046647264047 1.75935259134367 4.16316916274167 0.670148656585112 27 "A" 398
-4.59681718983248 -5.7305904517834 -3.68152144001045 -0.593117429099285 -1.01305720753667 4.89383245122503 5.19754345645062 -2.46986764971696 -8.5912386786358 0.741695594863367 2.93489724246959 -2.63679506010374 -2.04788396084369 -6.79790864085206 1.94118800042985 -3.06315829355957 1.38650036942651 -2.93492813241669 -7.0277930817015 1.05763936616971 45 "A" 684
-2.06642697335354 -2.91246027501768 -8.8569000457171 -6.4269701617814 4.41476238370932 -2.25159912070747 1.37838745929465 5.98074030999994 10.3884857788564 -3.50558084466473 0.0806941040413386 0.268818558051055 1.18641635885392 4.99238131335654 -9.59663724025564 -10.6879325495694 0.0763079631714241 3.19769989438891 0.834555769547146 2.81593698808429 30 "B" 455
-2.57499244911215 -2.50371245361779 -5.85222961633458 1.27847250324506 6.4415446714859 1.10507003974754 9.380935787422 -1.90169173137212 3.90187934751478 4.6231409901324 0.0806941040413386 -5.44715441512605 9.34651688618717 4.38233033054523 6.64194787474146 -3.34806761064699 4.581442023633 6.12190968571836 -2.89678004570417 6.00340864885404 30 "A" 455
2.94304362813432 2.05914732146114 -2.45426454815498 1.74029560455370 2.43456912105835 -1.14988864199969 0.269300659336497 -13.6913505744419 3.35797992025606 -0.101639093531782 -1.76653298108242 2.91294781977378 1.58969283294086 0.495198340052857 0.512127418691084 -2.9866101268057 2.22235593573771 1.55021832241896 -2.26976420482717 1.20012970901817 28 "A" 423
-7.91521204012144 1.57385166071766 -2.33331795957677 13.5102197983078 -12.5274211509984 7.14156607877292 -3.31402627665186 -4.49877090362358 2.52450703790305 -8.24294844253774 -3.53737360876808 -2.76666396038453 4.44829104506225 -5.75801870832409 -7.23874789236756 -0.362210202669848 -3.14362031239789 -4.09685365977091 -8.7752808734532 4.39035138575162 25 "B" 376
5.44828486627101 -8.65389450663869 0.559555627736934 -7.54780970058885 2.23098269839482 -8.60188617489383 -4.68167728251979 1.66604940466203 -6.96053885007578 3.16766412049327 2.69178576354629 3.41252791263344 0.891708423599927 -3.60199494289011 -0.389142383753366 2.61373209607183 -1.28918087894113 -4.54607040256852 -5.73118943270271 0.564812577939911 22 "A" 337
0.165588768821655 5.63475289418342 -0.438299929806255 -7.17027537705554 0.927959956872036 -7.10046133977343 7.4726825081716 -11.0614889946700 0.777785587756104 3.93399358409097 2.62237535941262 1.92803008261216 4.94410968938977 2.1539616318441 -2.49723660435011 -5.61433375371297 2.73904915976622 9.2349070311493 0.186409776768694 2.92253981233216 36 "A" 548
