"sim1" "sim2" "sim3" "sim4" "sim5" "sim6" "sim7" "sim8" "sim9" "sim10" "sim11" "sim12" "sim13" "obs14" "sim15" "sim16" "sim17" "sim18" "sim19" "sim20" "age" "grp" "weight"
-6.44596372586937 -22.7947364106403 13.2089212563222 -11.7857593719851 5.39310520478069 4.21032276960364 25.4779215430241 -5.5377753893899 0.933281878981596 -4.23834266482401 36.7817736794353 -5.5205486744385 -24.8641210190271 10.3136917852073 -0.865997175056724 -12.9976891363615 -34.5060538812815 13.9151022085359 27.0823135355728 -4.89069391356822 31 "B" 487
-10.0739520591559 7.92172443367337 9.38560619104073 -5.09285752316788 -8.51821788008227 13.4889108100241 9.19225120127566 -7.69343276055225 12.8790674638253 16.9962357439120 17.016115836332 -10.3822561821965 -19.2820815954271 -10.0552222809900 -6.13967899313873 -9.37407770548027 -8.55332411417316 25.413890189748 6.02730206374939 -12.6830707908310 38 "B" 570
0.715662426410409 9.59951234212662 11.0214330020653 24.4806785283012 4.77373358664602 -3.12156544655496 9.34762657130166 -0.471963347619847 -31.573373228353 13.2895621431517 -17.5826904724489 -1.62983099772648 -0.447017980744396 -1.9193204910503 8.42920866805289 1.3789832170849 6.16264016959854 -2.74276807214835 3.33471687030522 9.58972399787053 30 "A" 460
-24.0923321090513 -26.085414667123 3.56844730247568 -2.67936702909809 -3.59660508131559 49.2320445651977 -7.80081392902956 1.68139545244337 18.7217755943068 4.58182632180774 -2.27411690893330 12.2531774083641 15.3984701753493 2.84766723269215 7.9962973134864 -5.40199488162795 -18.9473651165543 -27.3603664672834 8.13789683460221 9.3791029857093 29 "B" 450
1.61976350175267 9.55982745503725 -20.9406564020856 1.85511911005112 -38.8516669828026 -27.5357596178086 34.8294726987201 5.13814759267489 -15.5463081921449 -10.0102509197840 -6.63346083126286 -8.34659333742694 26.5334144834591 -28.3173941485956 -4.63048904381305 28.8211774355801 4.72252583270441 13.7551790592822 11.8616941821891 -27.3500362699014 24 "B" 345
4.13103036559812 2.25748425941785 -7.65584660708788 -6.91860500439148 -12.8781639724869 -9.12065608335302 -4.27068849049943 4.68042001463285 -11.4395037118950 27.6252554821157 36.8404389448633 -9.76527256207284 27.5867685608425 -8.22028366227764 21.7336233106883 15.1545714525989 25.3454005841785 9.73909776620375 17.3273466417881 -46.6616425354393 33 "B" 498
17.1274002400375 -2.12479667916626 -11.8907803959555 -6.3825468017839 -10.7724082925895 7.40420559675811 42.3534198980951 9.04163078166436 -5.25686112487889 24.0308105120011 9.79621583071564 8.4878685507687 3.9809261752118 -5.61835731982295 -11.1831556935308 -5.15766385760877 11.5494830849854 8.51488385408473 -2.28875199259017 1.13073075291746 27 "B" 412
-0.600653245631675 -17.0990114637398 -18.1489351093910 -12.2288414331607 11.9209300665941 -26.8200995273676 2.77198335530056 1.50931526056083 -10.3205597403738 -8.83431690849764 -6.8270695566746 -16.2287004157306 8.60215952481124 -4.08438187233806 -8.61828150692649 14.9865414360939 -14.1609809631722 9.96425782309027 5.39992002406127 16.7746287578165 25 "B" 384
2.12462104954418 16.4745150500102 17.7823961544474 4.9001219067618 -7.89303257658772 22.341074584519 3.41717142603093 3.67593712132261 7.47543412330891 9.41918811549669 -11.6719857465792 0.538321125549844 7.77745757405825 -18.9193204910503 -5.93242381045776 -5.03995176185659 -5.57395544589973 0.526038402343898 11.0819429304825 26.4108880950539 30 "B" 443
-2.02317261529572 4.32620397795064 -4.91943571720295 1.43704453636530 -16.7662725642278 40.1269832010778 -4.03738611977541 15.9609467388108 -5.58431124618811 -22.2885550653376 -19.997540639528 -3.26740382995312 -37.4308179054524 6.5467040614648 10.4843797465937 16.1928441019022 -15.8747152226957 11.6639879801659 13.4250621693467 -4.70229484795172 32 "A" 498
