"obs1" "sim2" "sim3" "sim4" "sim5" "sim6" "sim7" "sim8" "sim9" "sim10" "sim11" "sim12" "sim13" "sim14" "sim15" "sim16" "sim17" "sim18" "sim19" "sim20" "age" "grp" "weight"
-10.4543365897075 9.83140873177914 12.7294066968310 9.19777028427334 2.57254097609111 -12.3880383521521 5.08803810847769 -8.08751882070207 -22.688527998411 -4.24943565294588 -14.06536863438 -12.4578439652590 -1.49452978252632 0.0790542789772817 10.0880879191851 0.127060455117040 -1.67987281650314 2.2641784707324 -3.80446788596244 -25.0718938586185 27 "B" 400
14.0500895413549 1.62291304594988 2.52968322020932 34.3338362534342 28.6377023385494 -19.4886540109312 -17.1029710150372 -11.4192861193124 0.487946162005028 -5.12830850617485 -2.83365763372533 16.7375712716628 7.15414709510761 -5.99618236597607 18.1102737887601 13.8355885399394 -3.83653836784171 3.64323993607455 13.2694597957799 -0.317347671446872 41 "B" 633
-7.59466451481453 -3.15065862255837 -25.8687934424424 4.22317320958549 1.25801253356893 -2.78895796908688 20.8724340752603 0.931227846104555 7.08166921795791 22.496959241212 -3.72805109537031 2.59271646275233 31.5454506858049 -5.90936736120517 25.2362516477304 4.2816918956017 -3.79491698998558 -16.4826061009001 7.78435382606702 -14.2953057338215 35 "A" 522
-6.13195956162268 16.1092247098708 9.45300503173 4.86201149327017 0.494620726250442 -12.3669784536535 19.9353606643102 -17.8115849694027 6.96439976618466 -8.0860848806623 -9.65920479218436 -15.8848241357438 -11.3634679043029 18.0239548353627 29.7062337794092 -16.6396940095709 -6.95939443896476 8.95871494452679 9.2473285663891 -1.74286047861059 30 "A" 449
-12.4543365897076 9.5745131943562 5.97464768096139 14.9879354355738 -9.4438992873524 8.13564970733522 3.40377586923443 -11.6326887824767 18.3425190750539 0.836542966165668 21.1738885418053 -18.9869762451449 1.08231928015676 8.0635395564982 26.5017555640099 17.3056472281241 -13.4755761651645 -2.70881607117228 22.9418997800281 18.2437775248728 27 "B" 398
6.97549944773895 -13.8122411827189 -4.29863930009442 6.73750818123732 -4.8297125643062 0.0577243261926699 2.52660562897169 3.3380423909495 -0.70360851665786 13.1777204139879 18.0390965390420 6.363125597046 8.86045550187781 -8.23917542041564 6.47740362683479 -3.85820225139609 10.4806121015341 12.8573667120185 -13.5476118611044 10.5019784253135 31 "B" 477
7.33074539156918 15.0718714791644 -1.05277675522963 -14.9187288298244 -15.4901736458732 -11.1170518773855 -4.54962315614791 0.665036593465197 15.2510773606872 -11.7136945438340 -6.26421493497038 16.2208403651314 6.56316869934818 15.9304053468965 -29.6181577223634 -3.02539623840253 -5.03864860589216 -3.45492836457365 12.0018088455923 14.6959162006771 25 "A" 388
3.22328638220755 2.23504226351901 -1.95936132937154 8.4080203100099 9.21166818280974 -3.02292881548997 10.6282050172088 8.2934346303592 1.9548250471997 -9.65699892659845 0.269677813186442 -14.4837842624833 6.60173358486069 9.38786167316926 -5.13333310743934 6.05725821163193 19.5629044285183 -0.529854342642449 -1.92183592733952 -9.35967183724423 24 "A" 369
6.62025350390873 -6.4645982367176 -14.6182449285916 -8.32731785111696 -18.9354472442894 4.78560763872928 -8.21865359238344 4.53860579994481 3.86780278043416 -13.1137768301594 13.3635462585004 -20.2974055064856 -5.67488934898966 6.510731090164 -13.0751523385192 -7.48204272181659 10.4168943926043 -0.682186567541294 -5.41391216287791 -8.02366864055526 37 "A" 566
-6.8095825335378 -1.25369747533375 -16.9226628088718 -6.50460650577018 -23.627951244693 -0.0750411946823088 11.5777236001944 28.3405631307905 -35.3033137469021 -7.65852350491643 8.03682766662087 7.47818691088423 5.50796661798582 -36.4844655690266 -9.39514062405764 1.63721138896638 16.8054699813501 6.46010933360214 -1.52837715471782 -3.48039638239884 33 "A" 493
-0.487205505452902 14.7480020471839 -3.59453293555557 6.84597150692466 -13.3290272893517 -17.1358607607948 -3.43126088913328 11.9892747223006 11.1615140431251 -17.0354353172219 4.03878601049901 -1.02564700063588 -31.8860245188321 0.735052311547813 1.25100371636746 -3.64547740210058 -20.0527770244850 10.1941392708228 0.99138341555973 -2.07762035842366 36 "B" 544
-6.8095825335378 1.24793099016894 -3.9248981621367 20.3724506518148 -12.1354999978295 5.24468917438679 -0.978487663554691 -4.57420093199965 -7.05960847318941 20.8003863441527 8.79826573797532 -11.0738786506501 -5.0133419821824 15.5805340938961 -1.43567243502594 -8.90318592813486 13.5611853352797 6.5176202380791 31.5592185536343 -17.3116064318711 33 "A" 493
22.7605814290157 18.0850557113549 -3.45879180686261 -11.2998776371768 15.8478776345213 -0.448919490506422 16.4075739161956 -3.06832882235665 -4.02218439489100 6.82544019707347 -14.9795314842120 -13.5326407950514 15.8910221665394 29.1771428213179 -10.1911549880622 6.99155913760784 -19.7863278930671 10.1861254987648 22.9429529705213 3.87226836604185 29 "A" 463
-6.66925460843082 5.92484160748563 14.4616991026872 -3.54102305807618 -17.5116661693416 -5.13320107920645 8.04835891516384 -5.478250561632 18.9782092501772 -3.92440602596219 -5.32693861413934 -5.22784387611904 -9.42284982122417 -18.4526335935739 2.30799031761626 8.18490039433493 12.6242683558002 12.9112659360692 12.3111736608408 -15.1111445821805 25 "A" 374
2.29787647582383 3.15090939910223 -7.4535086373509 13.8350083080484 -4.05405381001439 5.25852605115676 9.1146407946202 -20.4292878524414 -7.04678644426114 10.3442040188259 -15.6783759704059 10.2949756276711 -12.3764197384120 2.68183061738148 -5.05839185307667 -6.58445094020763 -2.90827826509567 -5.95522722411369 -11.8896681577547 6.82125380283934 34 "A" 517
7.29787647582384 -3.64811963993331 28.4220589343269 3.62535164818328 7.83090905230516 -1.04594162944162 -6.56935840696973 -22.5131797905639 -23.2039363819533 32.6489116394182 0.661696372078227 8.20566984999195 -3.13718761893509 6.76077830094965 -3.12671896343214 17.9974548730186 1.89244205394988 -7.02603022290207 5.6797300410873 -0.483444148134191 34 "A" 522
11.8680404383773 -12.5655535458802 -22.0646482129686 -4.49799405652228 -5.21014749181207 8.79637107715968 21.7573488833876 -10.8570926439249 15.3820052838916 -21.6413292087254 -1.85042581109578 2.35043362920999 -23.9409168554906 -0.251536469235071 2.17249979614018 17.5263111190339 -11.3229908111107 -6.75152260826212 13.1207352405360 0.92003952579748 30 "A" 467
