"obs1" "sim2" "sim3" "sim4" "sim5" "sim6" "sim7" "sim8" "sim9" "sim10" "sim11" "sim12" "sim13" "sim14" "sim15" "sim16" "sim17" "sim18" "sim19" "sim20" "age" "grp" "weight"
5.17334711506475 -5.2658059219795 8.2474659283188 4.39817276116471 -8.04758764616872 -2.71394819640489 -5.01818014505156 -10.3748006236003 -0.183545897380885 -4.64030539671005 -9.77061396496074 -0.0488051462993473 8.95568817401395 -1.82302014278770 0.332945830491327 0.134540320717392 5.88840381092337 6.89768836348069 -2.16722022896518 -2.83238561232392 31 "B" 478
-3.64851784857328 -5.94793478182823 -5.6779109586737 -0.247223981096234 -1.93008383508405 2.51271795285400 8.21302810567582 11.5639005291711 6.24036865346308 5.43588696025862 0.793036448238523 9.85300853259724 9.07254222557225 -6.84944999024607 5.46413256318554 4.8473127103243 -0.517436277874596 -2.44951545862088 -4.49851853782938 2.51469147890252 24 "A" 365
-5.35701576285577 3.38816982083142 8.50965468315477 -5.70260789335328 1.66420097534155 7.74517670652628 4.75110710117743 -1.46834285598493 -4.56298192541345 1.03090497044892 4.7679393205118 1.23059253661374 4.06552965889372 -7.70603361713349 6.87058015555892 -7.54094822819038 0.146906856939647 -1.05801416835283 -2.49251819327233 1.37938834054118 35 "A" 527
-0.474425043375536 2.06925479675018 2.70741796311303 -10.1084775945201 -1.33062597810717 -5.78651329644688 0.0148274366340381 -0.68144508416993 -2.32312480501560 -3.24394164624038 -2.88929705748198 -0.714176060878377 6.29474131210103 3.84741383971003 4.29617552313863 6.75124667448486 0.687972225573778 -4.48904508980457 0.643848228336741 6.39823291378967 34 "B" 517
8.05593783454539 4.80107705581774 -3.77120670594902 2.25035773373526 -3.74132771991186 -2.31122847951269 -3.85916235865508 3.21880508685345 1.64070636013733 6.49421909527787 -1.36007323090700 -0.216809854211339 9.40722387415362 2.89111731296145 1.40197841805068 -3.21008262231908 -9.06497308538332 10.8485430714770 -1.76405596102595 8.4615191001414 30 "A" 466
0.995212078703537 -3.70306328551409 -1.64094474338262 8.2868397876822 11.0338764264191 8.49711023531902 0.0598052378294896 -5.6800569886831 3.80211708090171 -1.01504925812532 -1.90886153790462 0.899598307787796 1.22189828937731 -6.13700262028504 2.90980961762149 1.56460015699314 5.42851603566309 9.17866150534112 4.74257949418429 2.22232856291009 38 "B" 578
-5.29629000701392 3.12313519382310 5.79965948046367 -4.59955013332177 -2.39235991933730 0.746506737902106 10.6768533047987 -6.73835048554318 0.223467101797728 0.0549075321549037 8.68758511959735 -7.98934274767999 -8.72068828524528 -3.74696987833943 -8.47700102231918 -6.69151560811993 -3.35216255693537 2.14490973676335 -11.0446646822419 0.904846001487523 27 "B" 408
2.8170770423419 -0.676109516879125 -14.9512437778830 1.01943293872898 -5.08925306323307 5.19240329598717 1.77001556368001 4.62074895720932 -4.96864342635979 6.56071605231934 0.94078301838501 -3.94068174701919 -3.61247013456214 2.78639977085319 4.37650406297294 4.20834417818625 3.35352114493454 -9.75867315306113 -4.9461604366042 7.69853318612469 45 "B" 684
-12.8266528849348 1.24841776302379 9.60268449444608 -1.43009058795326 -7.14906005754121 2.20545892915639 4.40262273750246 1.15204761701877 6.71188659838504 -2.04236408935044 -5.40716902116934 -1.64267415315924 0.50891036252132 -2.97019433343247 4.68795514788867 7.9476415549502 4.12612294601301 -0.81650739796275 -6.9988641185433 0.0667083754083248 31 "A" 460
9.17334711506516 -3.71182965629640 1.82308080584362 3.12972055156288 2.22078451253652 -6.3621599495284 -3.05470541806846 3.88487264748167 5.49895775544125 -1.31748872636772 -1.83724990239535 2.05918839738957 -6.60146076401181 2.05229469366120 -2.04105145479082 3.63556518826087 -5.6652406418709 -1.43532797869009 6.23223138788423 -0.652751051273852 31 "B" 482
-3.64851784857322 -0.914422128437898 10.3023437760292 1.88492759350559 -0.163844929028387 1.99613473755001 -0.581822896472425 -1.64481109473878 3.61768188697074 -5.05813759430157 7.4635834874712 -2.04325132026934 1.83102783696930 -3.52161939140424 2.00737589243851 2.43085669640354 -0.298169952667670 -9.94598942055718 3.17653692769611 -0.886212569727884 24 "A" 365
2.35148215142678 -8.02398002901273 -0.957859479601032 4.25812148129319 5.94995250588094 -11.5741568411866 2.59075457521905 -5.21652566905964 2.10687075336931 -6.19740904351152 -3.66526828841817 -3.58807311695654 -8.31492392127591 3.233453115863 2.16420525489343 -0.121103110278171 -1.32830833742975 -1.33263928798477 -4.8107810882181 -7.36452786392219 24 "B" 371
