"sim1" "sim2" "sim3" "sim4" "sim5" "sim6" "sim7" "sim8" "sim9" "obs10" "sim11" "sim12" "sim13" "sim14" "sim15" "sim16" "sim17" "sim18" "sim19" "sim20" "age" "grp" "weight"
10.2168782459584 -2.37586469430148 -5.74170581245679 9.10403559911692 2.87548742732213 4.45228083911532 0.208406590559419 -7.7994515521977 -3.41273317324236 6.00272582967233 1.13309572808209 -1.38883906523527 -5.75346073738284 4.69842102394975 1.00635804536852 5.91081025751701 -2.61735083726592 8.89666411012539 5.63268603792367 -4.6061117687039 31 "B" 479
-3.79684434165691 -7.07597573824513 1.8352950960182 3.002657721044 0.388586202586444 -1.34134187611620 0.525900432835946 -3.57505994649626 11.9751318339484 -0.90042304994643 -2.41419288340072 12.0335947882399 -0.345271282561086 -4.42525497314576 -11.3200449444045 -1.20692899525558 1.87080628432046 -2.91661019346053 -4.62514253976932 -7.19319312675793 24 "A" 367
6.87989873068996 -4.30322618628601 1.19660785135463 3.57259198662647 13.5623648085020 -0.410035626181484 5.08663102790113 0.0490253508520487 1.26191927221069 -2.05261766768799 4.23907963174792 6.61756057355081 -6.06541367390888 0.472447411848551 -6.04532105111218 -3.97482853321854 -0.704603432718592 3.00930918937362 5.74447501468754 2.33845526112151 35 "A" 531
14.0071164162688 -11.3757971615286 1.28725281647768 -5.34034087876555 3.21453401028906 3.49803918750693 -1.64320365305707 -4.24960085189401 0.208214454115586 -0.0387817933478469 -3.13954292552973 2.75485628928188 6.38933085851504 -15.1688873378161 6.56910497867006 -3.52335307097650 -0.521673393366217 3.03777308599761 -4.22882241094991 -0.64876878609824 34 "B" 518
-1.55050514757384 6.83528667389937 1.13545076262837 -7.28885891167637 8.59355692559258 -10.5980850911460 -2.10199364960474 3.37442625539956 -6.28403744847276 0.0165617040127024 -0.907529403583 -10.7325228439819 2.77505154439132 1.14143481309042 -12.8690645073857 -1.41233988260430 1.71819762918760 -3.45339782158715 -2.6959848934398 -4.88474049776032 30 "A" 458
-3.146974085068 -0.169052056492096 -3.09339028125977 13.7866921650876 -0.189704890521137 -3.17771282718691 9.89343477946133 -2.28452265340273 2.61906632963831 1.90587470929159 -0.960420767585927 -3.36917520280723 3.04551221694335 -8.89287224883432 2.67283179749798 2.58482670496063 -5.32317581371882 -2.08816337501169 -2.08098656342748 -3.51253686928931 38 "B" 580
-2.79442361406886 -4.15877457050337 6.04930799059547 -4.17713928190001 -1.89057658731822 -3.29929113643407 0.921033412489276 8.42958470660236 5.31131928451755 -6.94193067296688 -2.41860243819797 -4.53693807016046 -5.54682247761501 -1.75304866215982 -6.44642504968942 3.23084792261919 7.45938680794436 1.54013669671775 -8.73528088134171 7.99704111885917 27 "B" 406
-3.20362718131449 -4.21229720295422 -1.05184756309412 9.64490908958746 -7.31165757381815 -6.34253733654861 1.40979335457209 1.25212107278287 -2.73389065290757 -4.19097641108939 0.532651756278557 2.57696900234495 -8.48657635183276 -6.07906839633186 -4.49736711751909 1.50828197756007 -8.42417541347167 -0.474453074869448 3.91216308743152 9.15282609310773 45 "B" 679
-0.53566884451396 9.55675155120044 -3.44965699003806 -0.856462364996123 -4.96991849388649 -0.986096956664005 2.07168544202665 -3.4591576598065 -3.47893206316604 -7.99727417032744 1.28957398027270 15.2342718199726 -1.68722118062155 3.52317636133459 -4.33245577218433 6.29617174148156 1.56108023459938 2.91008837379327 1.12650190625335 1.29934485758867 31 "A" 465
-8.4675307363882 2.02076085958844 8.2178236859183 3.79666392633386 4.39937760417327 -7.24651964792188 3.49779582648831 1.50760862676761 1.42385366567903 3.00272582967256 -6.98163426682438 0.980384223676413 -0.474410357268025 -0.256771646625732 0.299617862587815 10.5421422034654 3.42114970472261 3.44819925147406 -13.060306090665 2.34267208651041 31 "B" 476
