"sim1" "sim2" "sim3" "sim4" "sim5" "sim6" "sim7" "sim8" "sim9" "sim10" "sim11" "sim12" "sim13" "sim14" "sim15" "sim16" "sim17" "sim18" "obs19" "sim20" "age" "grp" "weight"
10.9500189491798 2.32266171730661 14.7414070953512 -17.2631548247549 -23.0798759570211 5.68170096069936 -25.3963382978834 -0.43532508592361 -0.327651681610569 11.9294733011383 11.2732247320261 0.989743627918683 3.75878110968590 -2.17423041253015 -3.56304180980615 23.7840051887908 -5.52495831352484 -18.9212097714117 2.59206438689727 0.942557889054322 22 "A" 344
3.86694901623414 0.507540033654511 -14.2739076732310 13.5462202486308 -19.0392357302823 -11.9407567737279 -8.90326453654138 -4.05380990551574 2.14722472214101 8.51886378872284 19.2770913967146 1.19651123100118 -16.9855694431709 13.5158090173814 25.9217368353960 1.19765841185705 12.4893444080790 -16.1205824960421 15.6205754998739 4.15738812386203 30 "A" 476
-22.1324301190171 15.4816349265860 17.3603945995050 -33.4609072229699 44.2133914045084 -4.89039082481072 7.86016203706385 -16.7379570971998 -19.2753542530368 1.67662080885032 0.0708750793159268 12.1009693998068 18.202841830486 -17.4451226175562 17.483973808931 -9.29872629240953 3.27929605181171 3.20775655756675 9.36344772162982 9.79168859157124 28 "A" 440
-12.8781700413291 13.1824171284442 14.9887338839047 8.24674967467933 0.335486814211794 -6.82495184772972 0.544107642275843 14.4067959781383 4.7043414919861 12.0936773319258 15.3825372691538 -15.1650963521933 8.18535167408375 2.74447027026131 -12.0600602025353 -6.80630438647701 2.68499792314148 -21.3604510284313 4.74913938899617 -12.2876027968230 31 "B" 480
-14.0831399680132 6.38548902921811 -5.35515695372366 -15.8936329962297 13.0884630363559 -8.22682408016122 6.78660864986064 4.10370549814447 -6.61231094894489 1.70352674735552 -0.778586105436159 6.67327593249438 7.14256568512317 -5.45946141831671 7.94234351900147 5.03088171852205 -12.3537287552510 -4.82923038103373 2.13483105636254 7.529483634654 34 "B" 522
-11.5857951430275 0.339910133475950 -30.5863602776373 -18.7878735014283 4.24597698698962 15.5039479580313 -4.80004755304949 -0.746249032398507 -19.5612893551504 2.8473354338316 -12.3692202460863 -12.8152386756189 15.4078477393892 -16.9723491725961 11.0644115736005 6.15121443414981 11.4910023281192 12.3903366388990 4.87770327811829 9.75999588804399 32 "A" 495
-1.22331427708118 -20.4365658444459 1.65082685374475 -8.32532370824697 7.87406694764221 0.448489811529113 4.50380918763084 3.20454268984803 39.3831129700881 -6.85248928173335 1.77398467677305 -3.29722429975307 -4.31039941473715 -3.08309600559387 2.26932382377475 3.72815506615428 10.4792551403682 5.93348159919461 5.13483105636254 -0.827756610186674 34 "B" 525
4.4506059279276 24.3004644656224 5.28825252279773 27.2483038571688 -2.65201243168773 3.63238603933237 -8.03558736142715 -23.5321582714728 13.300865279177 -18.1052924103793 1.84954044835757 6.23414937305409 9.3903282253702 9.93883805093882 -17.3718705251743 -0.775446067782802 3.76446658599757 -2.72853042376748 -2.50798838924806 -9.69108653192989 29 "B" 443
-3.38660449778449 -21.670036069032 4.72617043871992 5.65081187087113 -3.32485337471379 -12.7558527314497 2.05611351686260 -6.81757564815371 0.145167771285107 -6.6254415538643 0.392979105681726 -14.4066866373806 -3.21205998825394 14.3307124167888 -2.91662735360630 -19.6922167575207 -27.8143699156221 11.6084902389176 21.7206282760192 -2.70687427110102 23 "B" 378
-3.14888816263066 -20.4459084349030 -6.36218587217388 -8.97546696462567 33.0622421074117 -15.0082634318155 4.2042891957072 -13.4622535282622 4.04896770566234 -11.3009432663122 1.76394623825218 7.85673473758633 9.15127559361604 9.36362491578286 7.8881229473236 -1.74261374791520 -0.947959969069196 35.2776564020013 6.26339494548465 -16.2280737795975 35 "B" 541
7.1593546099564 -22.5699834853351 1.05009502692662 -2.19401952244703 13.2749397849171 3.57422267850552 10.8786826690849 0.980807484720174 12.7104572632784 -3.05439029930792 13.5332254011582 -14.5584994246774 -10.6724523639510 -7.20101348265412 23.4295624619529 -27.0522987880409 6.32028123279446 -9.9481970373173 -11.4079356131029 0.530454511370829 22 "A" 330
4.79267900818582 -13.6349907703098 -4.78701813007218 8.07482683746498 -12.4363792971830 1.66870113396074 18.0331575692062 -11.7724220446917 8.29934591588653 3.60204910728405 15.565770487028 -10.8037383707633 8.70150364639708 2.3042427350713 -2.71667922435718 -18.7669836536901 -2.57800784442467 1.09012265552752 -15.6365522783702 3.74233688873662 28 "B" 415
-19.8231081954936 -9.19542565711198 9.30803644024449 1.34411565759844 -7.5525353224528 -9.45347243737522 14.3801464651757 27.3572242605946 -23.2697822197710 -24.9137739788819 24.6810018958028 -4.87099358854261 9.39356041722763 -4.79136538706571 -0.833937307394185 -9.03080696846332 -6.7347631596236 4.98884317484206 -5.96522171978266 1.78924962562499 41 "B" 618
4.11305208673233 1.93633436899575 4.61276220939098 1.86836126635411 8.30695123261416 -20.4811255167373 3.81603453725418 10.2921607333792 11.0111581310628 -18.7987382204116 8.56274485800996 -11.8172212373078 -12.0442255878717 3.38113503735785 8.29118029704216 4.27891159916371 8.64745711767507 20.0777565558548 -19.1508078348586 -12.5826118780588 24 "B" 352
15.5827748274913 5.5788184833669 -3.49211179443911 -4.99292224656296 -2.45825695322225 8.33697319294712 8.73992905544531 11.9980635455841 -22.6480024863196 27.2160912246247 11.1763011431213 -14.6727484537463 -6.33252582190766 11.9458735946564 -4.9433616182361 -7.65421858631737 -12.4786154637080 2.24564474667292 -15.8936800566144 20.9421621464279 26 "A" 385
-19.9128165638478 0.0231127472636674 -19.7212571630187 3.36912197098863 -12.8117108053494 7.30170941333528 -18.5689245531235 10.1308729085515 13.2024253039144 -3.55575412079994 9.5842495860775 -5.3522166121931 -12.6155161119492 -11.1296082735098 16.7621562318603 -9.68752700403332 8.83001653085155 -8.32188553465182 -3.25086061100383 11.2752067243339 31 "A" 472
