"sim1" "sim2" "sim3" "sim4" "sim5" "sim6" "sim7" "sim8" "sim9" "sim10" "sim11" "sim12" "sim13" "sim14" "obs15" "sim16" "sim17" "sim18" "sim19" "sim20" "age" "grp" "weight"
-7.45366069533657 7.38243795994836 -5.99865690257277 27.1017725374064 -6.75152218662458 5.43845523128413 10.0749241745379 -9.48623699924878 -16.8469660502363 -0.769638692509071 -24.1079558528991 2.55464323318054 -7.60683896841786 3.65890430549718 -12.5790009186227 -24.8877125890247 14.8809657471038 -2.11430385172011 -4.53321988222217 11.8269754614706 25 "A" 369
7.27785760580441 -0.915049133296277 23.8776597331474 -19.5509704458620 -2.74156826682999 14.783332519078 2.37730827567175 -12.6705798116071 -2.54944719940673 1.09576955591983 -4.8179824102506 1.09688189172207 2.62764903020249 5.40162359999643 0.887520035477855 -7.22928348560529 15.6210733866105 20.822786841641 8.22399707644808 -2.66200131825911 29 "A" 444
13.5271838377922 -1.05691550229914 -2.34570856472992 0.752956758705008 14.0565586838300 11.0155946181503 8.78434748554814 15.2172990213409 -0.323989062409081 18.9802218083726 -20.5474808146136 7.11434322332439 -8.06352469369633 -10.2587438990445 -13.5790009186227 -1.31740784873973 -2.34861656476397 31.2011270316583 -9.01078831358872 21.2318337038473 25 "A" 368
21.4545920067868 -14.2521506428285 19.3708821588566 -8.25467326780721 -9.91596471821368 16.0284548244087 -5.04365672486348 -10.9581999225338 -17.9736991418322 -17.8853648906749 -3.03585333501193 -0.364856191978205 -15.2647237605647 2.84202491614083 16.9706712281035 -10.4993976979217 -1.28209493833392 -29.648703140736 9.88281263355952 -2.45389637193924 34 "B" 537
-7.92678830255013 8.39664675632053 -11.1969815844374 7.14258385041343 -22.2492142299558 -11.1828315478994 -7.90461334512739 14.4563806392866 -13.6914752033448 27.3643057472235 -18.0756387604828 12.6919733452052 -7.58659874404028 -0.678824743461184 15.3378478887516 17.2264680794832 0.762693095917359 15.5795331919668 -24.5438075221233 9.54961439883876 20 "A" 320
-10.4211248655873 -0.978125146130506 0.672830726978695 0.237805928079386 9.6335113287225 -23.248793061115 -8.6957648888488 21.9626065633074 18.8965564371998 -1.37961816808081 9.0409360524138 -2.14427935511417 -11.9150008684026 -21.9773947754746 15.9706712281035 16.8551559706075 -23.8319491425817 -5.10614225288991 16.8552199712722 -12.8846815757738 34 "B" 536
-12.1327607241727 17.6157245693219 -8.03533279283981 6.13085357284534 24.1253293405748 -20.9028234357059 25.6051322191645 -23.5230318956512 6.74289119061706 -8.28916501556685 -36.1291807824042 -2.76217398860804 -5.47760244553072 9.523371774059 -4.04552187272323 -7.52295343818563 8.07222223382759 -7.64353297381242 14.3825876555572 1.95225310312858 21 "B" 316
29.2143552186438 -20.9586907292034 6.09155757176233 3.19741744299975 -8.24320794885687 -3.12544674973726 2.05296851862747 -21.2105669489951 -5.38025371924177 2.55646301948524 -5.39932538535059 -6.9785070074671 0.283591405812080 24.8620006534673 -13.4958497259970 -27.3540637207344 2.42129501855193 2.29050521229391 22.9457217771146 7.08389055050274 30 "A" 445
1.93368876199249 23.7812411118927 -0.283103276890315 1.62213317371673 -7.659474338071 -18.1005249045048 14.9642484804769 -3.94693988394704 -4.13102518211815 2.04456675006003 0.221966431345800 -6.39486191065679 19.2740210300677 11.1175156906846 -11.4958497259970 6.210368988441 -2.44645241308087 7.92560310485573 4.33003527211797 -6.05263185362039 30 "A" 447
17.0896863731972 6.74220383483679 -13.9315342531152 20.0797647864298 8.42203021013208 -19.5687151444570 5.86692818667894 7.89259293777448 -17.6783991955257 9.70941220018124 7.33856432490578 -25.2923027008552 7.90889028609856 -4.98349903949813 22.7374107510532 -11.4072912475667 -8.28123923768998 -0.611646849041049 18.9838050436741 -1.00525076170188 32 "A" 512
