"sim1" "sim2" "sim3" "sim4" "obs5" "sim6" "sim7" "sim8" "sim9" "sim10" "sim11" "sim12" "sim13" "sim14" "sim15" "sim16" "sim17" "sim18" "sim19" "sim20" "age" "grp" "weight"
-17.1079996293210 -27.7223240189151 15.6491150578744 -19.6800691540593 -2.27732928764312 -7.4639577269949 -16.5438313215811 -21.8131139278435 -23.0576523240885 -30.2929951937804 -11.5738600720908 5.69433912664575 2.72782205300274 -4.96568064241145 9.58848136598248 -8.48357944732458 -11.2070155828459 -16.8032583909015 -1.90770223066725 -17.2686227526014 31 "B" 473
2.14183510507642 17.2150215817962 11.8321907995572 -12.8726287491858 -14.9453553433734 -10.9323034917697 11.8409660140623 -6.05349448563487 6.5703243713701 -8.32324220556557 11.800996584572 15.9467653264648 -8.55416020698867 -14.3510134518048 -9.18508407463827 -20.2825176740163 6.41220388379937 -8.51405282568222 -8.53701602800288 -1.83264540664781 38 "B" 564
-2.73218657566191 -17.9467321641848 8.17403780944483 3.87753343304087 29.5323887203185 -1.59205639885137 6.98641787256526 -6.3527329258689 8.2519110385524 3.36236004104452 -5.99135497338642 3.55770957862545 7.8493307727919 14.1240553011558 17.9347494601981 11.9730661611631 0.760789684015036 7.66357536313761 -4.03173265013684 -1.00783023561388 30 "A" 490
-6.23811084481571 -6.00352838615775 26.5005307120441 26.4643291522343 -18.6578932717201 2.07328228895294 7.30026206056472 7.95386210202694 -15.3080199870683 17.4870388530557 -20.5246854064213 2.900846686539 -17.6838531705801 -6.85828835500595 6.53777269961153 20.2146814755173 3.87690932087973 2.18408100471408 -13.5420603364444 2.51802701410388 29 "B" 427
15.6210939469054 4.25494999090199 2.29499287455134 21.3718899268316 6.3906967680873 -23.5661238585337 14.4267986941728 3.45284313972101 -2.15955410225088 1.34964810792202 -17.7455238194536 22.9351559951411 -17.3972907944702 1.93220659728640 -6.91109833829324 2.9576208915062 13.1867289591255 -3.39752830646723 27.4961321207936 2.96263984489775 24 "B" 378
0.481394049848109 -15.7362750123304 -1.58241203096520 -7.37002196583412 -4.89676530356595 -10.5541035989679 -12.1455725117821 2.46232855296210 8.74445551133612 1.22011325540625 -13.7492844963402 0.115202960961761 -16.6480830820158 -15.4877619947355 17.1743711170905 1.59731730593903 -1.27616790275296 4.10926083404008 8.97549170089023 3.32308529298421 33 "B" 500
1.42896319474359 -12.6864460031551 -9.55890587348136 8.23432038073368 -10.0384572557971 -10.1367230583451 5.12641675442027 -4.12823638285672 -8.99561306956437 -17.3268249816704 -3.07238629967139 17.8700388052166 0.448906999947836 -8.98173811080139 10.8781488090089 1.44098778137494 2.30647755949278 -0.774582367386557 -4.06372305450233 -9.00686939761285 27 "B" 406
-16.9141503319059 -2.15717317438562 -16.5503602969921 -0.499138506025684 -17.4190212398742 -25.8713747190775 11.1025611403274 19.5835042503317 -14.9575929788344 -18.0982441084400 -7.90692513893755 -3.37065556727755 -7.1354975060677 27.8303963784574 9.97536514916446 1.19761104219169 15.1348154500221 3.14093361400285 4.49677647925064 12.8487915699879 25 "B" 369
1.44158011798122 7.64660649387082 6.09465948372671 -0.831346294226985 -21.4676112796815 15.695584776175 5.25555325392077 -18.0883129399661 -4.89441010070989 -13.3537436955705 -12.9922014445562 11.2911836376947 4.47350116579059 -15.7710980152380 19.3318345608443 24.4562868940487 -18.7756186520297 12.3974541741348 3.83337132872822 21.5554794195868 30 "B" 439
5.71809965051912 -6.15076088961629 -14.1452991233058 -9.9582530680485 8.91295270439552 -4.71234939267086 22.1878116777378 25.5970639822526 36.6801938828010 -3.06497672286264 -4.36214058137987 18.6440927155139 7.43063627226447 11.113763941473 -28.4136488925275 19.4039139336079 -29.0799420130347 -5.16399061546103 3.06094192580863 9.09051976311342 32 "A" 499
-4.8177287948964 -8.5950215889625 24.5927861080118 7.46437752506153 -8.56479135929627 -0.362338298517817 -7.93411771327493 0.229489783236491 14.9804324497228 -14.3162142148645 -2.31537750180969 46.3694458599467 10.2919656433336 -13.5406588162753 0.823094731373018 -0.00877673706911329 -17.7667580231099 3.10518897838551 -3.68545595825371 5.95333499703357 40 "B" 600
-0.695525514891672 0.227621443545813 4.2528090150223 -20.4036398354509 -1.13563733541185 11.7149488487587 7.72506096644888 -23.1090388021997 -12.7270149174021 -3.12512683491999 -6.76487830739455 -2.95618177930865 -7.44099398261628 -21.1169845956751 -6.29703529002546 9.0823357886824 21.8192755063900 32.9074508968114 -21.243424250467 -1.39666688264192 37 "B" 563
-0.767264573079637 8.95637669508649 21.0407598321626 -3.2895538983049 5.29351668847257 -5.17668401771734 -16.0834899228852 -8.2032850288794 6.23258639535831 13.6680109529519 -13.9755356743822 21.2839434765060 26.5031548398882 5.85424889579673 -1.90774023045401 -9.36822946528592 -35.461527638307 -4.57455629602503 22.6608846806752 -10.8991612118880 34 "B" 525
-14.1373226927255 26.4681868929650 -15.4606478831463 17.0425532524264 -12.3704312000668 -3.32050263693026 -4.25161798302169 7.16322169868124 22.5329493957191 18.5751123996551 3.37490253233591 11.4291352091627 -1.48924330378563 19.0129871127686 -17.9772573597120 8.73665168946796 1.45639524498828 -6.01540781912379 -3.83134902492629 11.4191650190068 20 "B" 300
11.4544446472697 2.05483876123958 -6.60789675483462 11.2718167492785 8.86436266458815 -15.5001087931320 -16.6855634515132 11.2421591597272 3.987417195507 -18.6617612251744 5.55567261196127 3.35671462844824 3.78968110991598 -38.1557641044387 3.83319613847439 2.45095978137488 5.30156299180414 -6.49656597417678 6.74239181111048 -3.55304579783314 37 "A" 573
5.37529313008257 -0.102195794230341 -6.81474688423472 0.461758557777197 12.9129527043955 -18.7069441969055 15.9510305892224 19.5105005035881 -3.67256281926973 26.9294884221053 -5.05763186049832 18.9853303477967 1.73161985775085 11.0689000434055 2.70825944347751 9.42381238607862 -2.23873811620133 -12.6637697743539 6.73117226466421 -10.4898775676657 32 "A" 503
-9.96770490394725 -7.7783946463282 19.9461024640153 23.0839205557546 -17.4676112796815 -22.8880515422429 -5.0929983555597 5.12867577488264 3.08473121883065 12.9446328698352 3.21835852057324 36.920940372595 3.75758153388153 15.7670326718830 -13.4216301735509 -0.54721814294477 -12.1638061782991 -29.6366206166925 -18.3150964008580 -22.2743156441129 30 "B" 443
12.1394136912204 -18.207588782809 11.1913252942973 4.6969472018297 -16.8481752637586 -10.3787473999467 -4.55113989612535 -13.6035278624709 7.14513361184363 11.3493854658833 -15.9501566210456 -4.13174620277082 -22.1446155173361 0.89706974084218 -4.28460189072041 -24.5892462613031 -14.3526015478152 -0.472267554040015 10.9073050846193 10.4464678902893 28 "B" 414
