"sim1" "obs2" "sim3" "sim4" "sim5" "sim6" "sim7" "sim8" "sim9" "sim10" "sim11" "sim12" "sim13" "sim14" "sim15" "sim16" "sim17" "sim18" "sim19" "sim20" "age" "grp" "weight"
5.51945287755405 1.79041601680612 -0.73473048383932 -0.0384587950398975 3.28529479650784 6.77773202739288 -2.56101674700428 -3.05683954808592 5.829473304803 5.58553194425096 7.05685370866878 3.89392906561529 1.77779855218525 2.87085346653265 -0.727543700439016 -2.51928246217900 4.07696440242449 -7.46200654347628 -5.3032969191697 2.15115951147817 29 "A" 442
1.60946524881305 -3.35066471443254 6.98901116969013 -1.89017594277694 0.429412563133642 -0.317258079042056 3.45767124144018 -1.41284257183887 2.59118732594728 1.77054422987414 0.204668763243366 1.97940906575583 -16.9684151792961 -6.8140975483964 5.63666529153247 -2.46456473731907 -2.73241623286618 -1.13344892700601 -0.203991481431801 6.23189849101703 31 "A" 467
-0.383804826139175 -2.06850325195488 3.55116509426114 9.76771541247098 4.01786147014332 1.22949335206492 0.360734512846551 9.64548571702286 5.89362386994237 6.31452724481568 -3.49458061661866 1.15355848057312 7.87421565909304 3.8391587080461 4.26989006389816 0.489163139531707 -5.28359854372517 1.97468025729208 -3.90146878434208 0.906275414756331 27 "A" 408
-4.60832147682422 -8.33822983310522 -4.08035220889131 -1.86281751377502 2.41759168498043 -3.9597179119077 -4.90645212151987 3.52736330838565 -4.01710323052362 2.20450597979731 3.79669919436299 2.32646450332187 11.2900923784863 0.11395306105333 7.73057557200494 -3.59256055088156 -3.01424584575979 2.00747606672337 6.74182405075996 14.0862739588452 45 "A" 673
0.281372383881119 4.71987565118673 12.0804423713031 7.00337650609155 -2.83740780410672 0.504152250034425 -5.45097449337323 0.654453209581079 -3.63925040464903 -5.09704922847625 0.789685209238803 14.1008000118860 -4.39229029715952 2.84870359742155 7.60748245222299 2.28882479385898 -4.75974513313309 10.7685399699361 6.13962164386207 -0.4431121921536 30 "B" 460
-9.60915698650113 -4.28012434881327 0.681184113650414 1.56397724881029 0.0293899941169315 -6.68778945880402 -0.333769402786609 -2.10085603516035 0.262875408134787 -1.76415722319344 -4.83733884571392 4.16479014658499 1.59667417219553 1.80685172681038 -1.55084914940823 -10.3514994335853 -0.658979055003562 -9.37343300178567 -1.20294131182061 -1.14525063726954 30 "A" 451
-2.08621471554307 -4.13904361757435 0.872766503524962 -5.25154686586291 -6.3848587942675 4.50804002876673 0.130269359467037 1.84714727431104 -8.00221343440253 0.455424837002062 5.4648415678482 -1.95644587760891 -2.21756051744515 3.38690276128763 3.15873144783875 -3.80505737894526 -4.70684055264026 -0.592137503702523 -4.88288108213695 6.61552192415551 28 "A" 421
4.42719390859127 8.07257747928403 -0.444821795448657 -7.45588929747461 1.13870352469908 4.25688333247654 4.74142759551938 7.35138462116656 2.52565248165593 0.332766653548512 4.80105035207006 -2.44689735726372 0.893809989009177 3.39639507164543 1.46544282303798 1.00057219270883 6.69172860494188 10.5845964749774 6.15882558528352 0.70258553800485 25 "B" 388
-1.87552121484543 -2.71580142385757 -2.48944282610697 -3.21105751871813 2.67751454458307 -4.80791820420847 -4.49573378354197 0.378716989126407 -0.855783950102222 -7.28907273686803 1.92328432547421 -8.19130722646002 -3.42748521813372 -4.46476105648778 2.83240742520870 -2.84863700572447 -2.81413345654034 3.41462190879667 -1.34900857633578 -4.63900889037936 22 "A" 332
-7.76909263492962 1.29663345746994 -3.25422143576874 6.953119161812 0.091222628495154 -1.29791208994218 8.0199507348833 7.75009467307946 6.56893903949763 -4.52084264184248 -7.92695173297685 -0.0289518155252365 -8.23369739006777 2.48676843918951 -5.58248480129354 3.00366986105881 -4.17034515193333 4.10506632608122 -3.55683554312036 -4.39069074298482 36 "A" 547
6.50060093109755 -2.4212050800522 -2.84999581812924 -1.44211878549867 0.168003056890791 0.343427313862459 4.02637043095094 3.70529836776919 4.29448075362879 2.04138084685619 -5.84976136147375 -4.42771769356724 5.35588243210375 -0.727908096680319 -8.46715766135988 5.23629568903733 -4.20833637980861 3.39358070241013 1.64357357131514 0.99405571104317 32 "A" 483
