"sim1" "sim2" "sim3" "sim4" "sim5" "sim6" "obs7" "sim8" "sim9" "sim10" "sim11" "sim12" "sim13" "sim14" "sim15" "sim16" "sim17" "sim18" "sim19" "sim20" "age" "grp" "weight"
0.251001782490358 -4.11132632043865 4.53314573781937 4.42718690314126 -0.631682972722266 2.50013365214486 -4.26792752273054 -5.82345706683328 5.25496793942036 -4.37698676228219 6.33416631527422 -9.49983400602952 -3.6885107061805 -0.82317907602093 -1.31433399922423 -3.83726014138374 1.07547288104792 -1.70279609311897 -1.29241420848655 3.08508532241867 41 "B" 616
-0.410840366253996 -7.16498168990592 2.51672319420836 -0.764958373108674 -2.90902338831336 -6.22579826788239 -0.88862016898512 10.8138899028506 5.45085475927952 -4.74440615633187 2.36594748432864 -6.4755788282222 4.45649630601979 5.89295188224558 -4.06032193482318 12.4096456975231 2.67036178640532 -2.55872932593042 -8.50825380880867 -6.52356806183448 32 "B" 485
-0.676795444431263 0.547243389183592 7.15543609817626 -9.5497950642172 -6.39364216143131 -2.22080469706684 3.2493115301828 3.94477546137801 0.484245902993852 2.62577168544292 7.75420347215966 5.77420997923885 -1.85377085363834 -0.922717305395947 3.69419911564712 -0.392268088974659 -1.94731086899457 1.72369355955098 -0.405171558709632 -9.03884314845758 34 "A" 519
-0.244964081306958 -5.67423645462359 10.8763900526946 -1.44528274296287 -5.04899884327562 -3.3463956732322 5.11137983101488 -0.449928868245015 5.86751534878688 -1.19447061497990 1.25324170827086 -0.82277442007368 -7.39637399346488 5.25283487756727 4.22727879470481 -8.32039927225632 -6.75020579632255 6.31050928925241 5.09466862163908 -1.19262769971279 32 "B" 491
-10.1023110592438 0.383001102105699 -1.89298847717790 5.91587163183057 4.37875910948178 1.70827235276865 3.35275548559129 3.23188922545366 -2.67331577212181 -1.23268904186516 -0.0413498150257932 6.12943774563926 1.68227462574152 -0.296252192414153 6.71662158018118 -4.83238312423016 1.02200388654076 -8.77488736307297 -0.546479401914369 -8.34199214192063 21 "B" 325
5.57815625328894 2.57905834020538 -7.07206664194544 14.3504817495719 -4.8532889344483 1.46010810093303 4.28378963600732 2.27290690485148 1.93749889890866 0.334726029486733 11.233053786759 3.26282605026005 -2.84428480559525 -4.14371770437812 1.77284074814261 1.93496321027326 3.35229855957359 -1.57025912819486 4.67604112316402 -7.8220672891648 20 "A" 311
2.11486081209179 2.13529600181743 -1.18587007775583 -2.09824576359305 4.81602882000882 -3.74785882064121 2.38724322935074 -0.668068074918134 -3.55749198178388 -2.62649332579985 3.18059918281766 3.83196702886373 1.24480973942101 3.90289064380290 8.889854015463 4.44068888353447 1.22911717518057 -8.84549495973763 -4.38938273192394 -11.3345369273187 36 "B" 548
-2.89618752858893 -6.1580028628697 0.269201595653943 2.31090083422869 2.03022259852438 10.4679065743974 -3.95758601856909 -4.52057661863515 -2.13976897700728 6.13651845740764 -0.904639283884217 -3.9117222695484 -1.27537231873357 -13.2082592462933 0.645548518339146 5.8345963845915 -3.91341182974055 -0.180472504539990 -0.771189352063632 -0.233546556789098 31 "A" 467
0.891220518966028 -0.683818044719023 4.61142606468311 8.35239169700002 5.76031469592787 -0.966830166055 -3.88862016898512 0.481378002817467 2.39210794807184 -3.38483773598807 1.79770862327712 5.12193250803603 -3.45080343778556 -3.37848834963358 0.682446102993277 -5.47292110932294 -1.69879234359328 -2.81708022165000 -5.32442759037435 -9.04407947811479 32 "B" 482
-1.49326864409089 2.78335541763666 -0.811825333232313 -0.0690930547071861 -6.02017481659796 -7.0201207199536 -4.37138111607287 6.48938930647656 0.472166502130783 1.49734122128507 2.69311178582761 -0.0293919646132575 8.02522424693758 6.04389877969201 -0.674264665393245 4.73449499380239 3.32483246713624 4.81808863241983 -1.73332456456341 -1.02047153444260 25 "B" 377
