"pic_name" "pos.1" "pos.2" "box.dist" "bin.dist"
"plot_turk1_100_0_5_1.png" 1 1 0 0
"plot_turk1_100_0_5_1.png" 2 1 1.46412792720317 9.05538513813742
"plot_turk1_100_0_5_1.png" 3 1 2.8245304232953 12
"plot_turk1_100_0_5_1.png" 4 1 1.74243141436773 9.16515138991168
"plot_turk1_100_0_5_1.png" 5 1 1.74439121906152 8.83176086632785
"plot_turk1_100_0_5_1.png" 6 1 1.73175880219038 8.60232526704263
"plot_turk1_100_0_5_1.png" 7 1 1.86811488848128 15.1657508881031
"plot_turk1_100_0_5_1.png" 8 1 2.93468001755174 13.1909059582729
"plot_turk1_100_0_5_1.png" 9 1 0.849020273613579 12.5698050899765
"plot_turk1_100_0_5_1.png" 10 1 1.99696286135654 11.4017542509914
"plot_turk1_100_0_5_1.png" 11 1 1.2343256767072 13.1909059582729
"plot_turk1_100_0_5_1.png" 12 1 1.97673198577625 13.0384048104053
"plot_turk1_100_0_5_1.png" 13 1 1.5099288002635 13.490737563232
"plot_turk1_100_0_5_1.png" 14 1 0.822303011846702 5.29150262212918
"plot_turk1_100_0_5_1.png" 15 1 1.87614559719559 10.770329614269
"plot_turk1_100_0_5_1.png" 16 1 2.18712451544268 10.4880884817015
"plot_turk1_100_0_5_1.png" 17 1 1.73545385978359 7.74596669241483
"plot_turk1_100_0_5_1.png" 18 1 1.84232032765629 12.8062484748657
"plot_turk1_100_0_5_1.png" 19 1 1.91899995686221 9.89949493661167
"plot_turk1_100_0_5_1.png" 20 1 1.00248283508692 13.856406460551
"plot_turk1_100_0_5_1.png" 1 2 1.46412792720317 9.05538513813742
"plot_turk1_100_0_5_1.png" 2 2 0 0
"plot_turk1_100_0_5_1.png" 3 2 3.24649426700556 15.7480157480236
"plot_turk1_100_0_5_1.png" 4 2 0.814849079617969 11.4017542509914
"plot_turk1_100_0_5_1.png" 5 2 0.656889905287172 10.8627804912002
"plot_turk1_100_0_5_1.png" 6 2 1.51131092874514 8.24621125123532
"plot_turk1_100_0_5_1.png" 7 2 1.61821454320455 18.8148877222268
"plot_turk1_100_0_5_1.png" 8 2 3.78079433683238 11.4017542509914
"plot_turk1_100_0_5_1.png" 9 2 1.86662571534208 12.328828005938
"plot_turk1_100_0_5_1.png" 10 2 1.01814830511068 14.142135623731
"plot_turk1_100_0_5_1.png" 11 2 1.92862171223786 16.9115345252878
"plot_turk1_100_0_5_1.png" 12 2 1.72959743333244 14.7648230602334
"plot_turk1_100_0_5_1.png" 13 2 1.58312613002261 12.1655250605964
"plot_turk1_100_0_5_1.png" 14 2 1.24469298069428 9.16515138991168
"plot_turk1_100_0_5_1.png" 15 2 1.70605682316976 11.7473401244707
"plot_turk1_100_0_5_1.png" 16 2 1.2465309789036 13.7113092008021
"plot_turk1_100_0_5_1.png" 17 2 0.581902485173788 10.9544511501033
"plot_turk1_100_0_5_1.png" 18 2 0.774237275940912 11.916375287813
"plot_turk1_100_0_5_1.png" 19 2 2.65405805237695 9.59166304662544
"plot_turk1_100_0_5_1.png" 20 2 1.18732535326785 11.4017542509914
"plot_turk1_100_0_5_1.png" 1 3 2.8245304232953 12
"plot_turk1_100_0_5_1.png" 2 3 3.24649426700556 15.7480157480236
"plot_turk1_100_0_5_1.png" 3 3 0 0
"plot_turk1_100_0_5_1.png" 4 3 2.65733121644587 12.4096736459909
"plot_turk1_100_0_5_1.png" 5 3 3.27181707473896 10.3923048454133
"plot_turk1_100_0_5_1.png" 6 3 1.8350391167187 10.0995049383621
"plot_turk1_100_0_5_1.png" 7 3 2.00965534122384 12
"plot_turk1_100_0_5_1.png" 8 3 3.06301970358408 16.062378404209
"plot_turk1_100_0_5_1.png" 9 3 3.0640017416226 12.6491106406735
"plot_turk1_100_0_5_1.png" 10 3 3.25903708953676 11.4891252930761
"plot_turk1_100_0_5_1.png" 11 3 2.74580427735476 15.556349186104
"plot_turk1_100_0_5_1.png" 12 3 1.90523200031046 15.6843871413581
"plot_turk1_100_0_5_1.png" 13 3 3.00367244622093 16.062378404209
"plot_turk1_100_0_5_1.png" 14 3 2.54518804151853 12.6491106406735
"plot_turk1_100_0_5_1.png" 15 3 1.64548250279215 17.606816861659
"plot_turk1_100_0_5_1.png" 16 3 3.37630681115927 11.5758369027902
"plot_turk1_100_0_5_1.png" 17 3 2.88882416365788 11.916375287813
"plot_turk1_100_0_5_1.png" 18 3 3.18611915514869 13.1909059582729
"plot_turk1_100_0_5_1.png" 19 3 1.80400086784676 9.16515138991168
"plot_turk1_100_0_5_1.png" 20 3 3.14108961444585 16.062378404209
"plot_turk1_100_0_5_1.png" 1 4 1.74243141436773 9.16515138991168
"plot_turk1_100_0_5_1.png" 2 4 0.814849079617969 11.4017542509914
"plot_turk1_100_0_5_1.png" 3 4 2.65733121644587 12.4096736459909
"plot_turk1_100_0_5_1.png" 4 4 0 0
"plot_turk1_100_0_5_1.png" 5 4 0.756784169923209 10
"plot_turk1_100_0_5_1.png" 6 4 0.842416764414678 6.6332495807108
"plot_turk1_100_0_5_1.png" 7 4 1.24794760940648 10.4880884817015
"plot_turk1_100_0_5_1.png" 8 4 3.81615109303166 11.4891252930761
"plot_turk1_100_0_5_1.png" 9 4 2.06106726702659 11.5758369027902
"plot_turk1_100_0_5_1.png" 10 4 0.854073932949906 10.3923048454133
"plot_turk1_100_0_5_1.png" 11 4 1.88054319638642 8.71779788708135
"plot_turk1_100_0_5_1.png" 12 4 1.01642465356285 9.2736184954957
"plot_turk1_100_0_5_1.png" 13 4 1.5153729389671 10.5830052442584
"plot_turk1_100_0_5_1.png" 14 4 1.21712242595 9.16515138991168
"plot_turk1_100_0_5_1.png" 15 4 1.12487164558364 9.38083151964686
"plot_turk1_100_0_5_1.png" 16 4 1.05850529328653 8
"plot_turk1_100_0_5_1.png" 17 4 0.314424417043783 5.09901951359278
"plot_turk1_100_0_5_1.png" 18 4 0.671599240254534 9.89949493661167
"plot_turk1_100_0_5_1.png" 19 4 2.49841057941022 11.916375287813
"plot_turk1_100_0_5_1.png" 20 4 1.42973023279361 10.8627804912002
"plot_turk1_100_0_5_1.png" 1 5 1.74439121906152 8.83176086632785
"plot_turk1_100_0_5_1.png" 2 5 0.656889905287172 10.8627804912002
"plot_turk1_100_0_5_1.png" 3 5 3.27181707473896 10.3923048454133
"plot_turk1_100_0_5_1.png" 4 5 0.756784169923209 10
"plot_turk1_100_0_5_1.png" 5 5 0 0
"plot_turk1_100_0_5_1.png" 6 5 1.45241940653431 7.61577310586391
"plot_turk1_100_0_5_1.png" 7 5 1.93340662181782 11.5758369027902
"plot_turk1_100_0_5_1.png" 8 5 4.26687361410051 12.7279220613579
"plot_turk1_100_0_5_1.png" 9 5 1.86506792539237 13.490737563232
"plot_turk1_100_0_5_1.png" 10 5 0.374385177674502 11.916375287813
"plot_turk1_100_0_5_1.png" 11 5 1.74790596071914 14.8996644257513
"plot_turk1_100_0_5_1.png" 12 5 1.49778618385562 15.2970585407784
"plot_turk1_100_0_5_1.png" 13 5 1.20970895803481 9.69535971483266
"plot_turk1_100_0_5_1.png" 14 5 1.22130918719351 6.78232998312527
"plot_turk1_100_0_5_1.png" 15 5 1.83446896058182 11.5758369027902
"plot_turk1_100_0_5_1.png" 16 5 0.594640234005568 10.5830052442584
"plot_turk1_100_0_5_1.png" 17 5 0.718449172689112 10.4880884817015
"plot_turk1_100_0_5_1.png" 18 5 0.18366867992892 7.21110255092798
