"sim1" "sim2" "obs3" "sim4" "sim5" "sim6" "sim7" "sim8" "sim9" "sim10" "sim11" "sim12" "sim13" "sim14" "sim15" "sim16" "sim17" "sim18" "sim19" "sim20" "age" "grp" "weight"
-5.28333841691837 3.78361696031662 1.34868065060324 1.33145561716419 10.8264595504519 1.67456877633973 11.4783107865595 -7.0786294095586 -0.83951903927248 8.8805155889513 1.63448303456447 -3.37595960152432 -0.427936066630413 0.109117140525894 5.45298664060615 -1.60958998408635 -0.0903521229425721 3.59259045272842 -1.37024778608694 7.39056765849711 29 "A" 441
-10.8858804131491 1.49642229263963 3.24573214077333 -1.43300925654101 -3.78193342622181 1.73953630054060 -0.115826546815872 -0.0314592872875116 2.02335430330644 0.554867031332912 -0.211183933524565 -3.1813980430875 -1.91909589973655 2.11077440116087 -3.19372843488349 -6.17352870410593 6.85684623049686 -1.60399825776118 -1.95711739553064 -2.69271758736410 31 "A" 473
1.20262383052245 5.20253983120112 1.45162916043331 9.66509826559742 -1.88263852294280 -1.98099944449580 -4.26518105935534 6.5882781831317 4.68350147633562 -3.63902086444461 -7.68763572352303 -0.884805113057878 -0.991283889975056 0.137092313283269 4.76418154667766 -0.434477500352376 0.901371872456089 -1.28704804896430 -6.48972963838124 -3.55497001262404 27 "A" 411
-3.55421878339589 -3.66560211932957 -3.47490742803791 2.47892345531552 3.82811991751492 5.61447583832686 8.20740735403934 -8.84251655500218 -3.16149785514985 0.804805156382822 -2.71825951346726 -0.250541597673563 0.271090685973667 -4.26603150660614 7.23514864370577 -5.44870445863789 -4.78874886284426 -3.44048662348176 6.45075783133942 -0.439478646523778 45 "A" 677
-2.94597344229984 6.02716130635162 -7.7027936043119 2.61832851944605 2.29552710002927 4.03300805111919 -5.5865463390915 -3.05429854223250 -9.95808520602698 -7.53410475598089 -11.5521341249983 -6.3040737799416 0.528186925174637 -0.77778806919432 -0.632758224706627 -1.33531047059967 -3.79675605919782 -3.03177251340632 2.92737349592138 -1.47666413048814 30 "B" 447
-1.70431854059457 -3.13721555521221 -5.70279360431189 9.82847748888371 -5.74606620644698 -2.26692997615214 1.76042377395345 -8.56256486305927 -6.72324340677468 -0.253322155671275 -1.06069710980498 -4.7616216835053 1.0544398123231 6.3381385967276 0.748748531073735 2.24100504259843 -7.60279674666887 -8.37685012958585 -1.08662225441683 5.98464965037477 30 "A" 449
-9.76255975627469 -3.17367712150695 0.400154905518244 -0.239266980350322 5.4751195610664 0.231951294329140 -3.08359904112257 -8.47730352007918 4.16969759326472 -3.39602364400636 4.11561296886587 -7.80883291719235 7.0332093054473 -2.21993048327358 3.6787173651812 5.29558398647587 4.62804020594554 1.86414849610259 0.941575401523411 8.77617893467578 28 "A" 425
10.7602539689792 3.37894972573559 -3.44542232973656 5.39869660565462 -3.78857394818636 -1.16309474839639 0.594982000126196 4.98180594242248 -9.0841036121313 5.80809523522465 -5.76015518435092 -0.0319884382270552 2.05970691721775 -4.1661114450593 2.88356630970623 -0.0988399314844243 -2.01123264907124 -3.04868468461643 1.06310485775684 -3.81849130993864 25 "B" 376
-1.38930078859877 -2.73213074768902 -1.29099956499135 -1.54709304836875 -0.649948177788705 5.50981281934137 6.28267606151593 -6.32959732341856 6.07163137238186 -2.14121018581384 1.64309126310024 5.0583219948094 0.5216727904911 -5.04768891814105 -5.02486469220075 -7.49312695009463 -0.576689637118649 7.27910742821793 -10.0665523893377 1.07899684031851 22 "A" 333
-5.69260333942256 8.59431883664469 -1.0116391338023 11.0952341485543 -2.07494981712263 -0.418515407626607 -6.55259229893556 -6.93713502787218 1.53822809133435 3.70189273894518 -5.49365178783951 -4.01728294151996 -7.44374767945445 -0.758612099359552 6.13946327707523 -2.60123193277395 -2.77557405667603 2.44383893968129 -5.7384235220314 6.23174537949279 36 "A" 544
-2.14153340549744 1.92180155218428 -0.805742114142031 -1.20960598188415 1.82272254091511 -6.72956546951747 5.70003630609642 -0.0814307558194545 6.37930459527694 -3.8483302215961 -1.64412723468861 -5.78571158291354 1.20091769242379 0.495513821743191 -8.07726369104089 -9.32398692918641 4.95716383155835 -0.0662482057847616 0.980575292685786 0.143566654007886 32 "A" 484
3.2952001289342 -6.98835943992356 -0.342473819906426 5.43678442215681 -0.448132349532664 2.97443317391593 9.90395865403458 -3.75903729026653 -2.49997167460883 -3.13793270582698 10.3150935731770 -4.59174914658554 3.84037727871168 -2.37166816972268 -4.27810900280203 5.53140647070103 3.18305655612714 -5.00792800921069 5.08145651035662 5.87353704797587 23 "A" 349
