"dbn","dms","das","ddunn","dmin"
14.1272499064254,0.854468467719928,0.480831447148447,0.78204287476124,0.314677634161776
16.0860722255925,0.869376374517039,0.370212212044138,1.10727686013926,0.584395476351235
14.8931086450243,0.97235241483652,0.530656013346773,0.845950941173882,0.413257021859379
14.7030540850643,0.545642467862663,0.388619707437305,0.445271320680996,0.248756818955831
14.5281617311514,0.593280033047286,0.452199861227974,0.459039392020565,0.223102389659675
15.2825171975021,0.542926847393377,0.372108893178719,0.462114032613834,0.240967601109513
15.2285171458808,0.550953503380051,0.585871815676299,0.592616308526348,0.202761046206594
14.3974233106323,0.542194331527269,0.53075289465223,0.488058518130978,0.343726620176962
15.6269866391908,0.538976041496988,0.664870723236074,0.620753264571901,0.206898416559436
18.0706512346196,0.494659639764389,0.365288106590597,0.440990971702539,0.214325037676399
14.4260292404868,0.758015160528126,0.474523189213057,0.548616981529628,0.212952055478946
15.0853931555983,0.848911446666528,0.535090305560993,0.451819896476555,0.310328380936606
14.3659725880461,0.670317474307287,0.450857177614456,0.446856043085954,0.247043945389802
15.491495424135,0.62970809990933,0.480616738111167,0.446098758630724,0.202588553855376
14.5934579217036,0.490169961789211,0.371165296979908,0.534220599856519,0.252706080297628
15.5267348045787,1.11937551219553,0.647333621211148,0.831569393174833,0.610559098668866
14.3417126180084,0.562731696635349,0.45764123436091,0.712312799292584,0.223420685231406
16.7310142518827,0.745899817823377,0.493368303547582,0.518120836255007,0.205175108828253
14.445753505527,0.497271268780298,0.676202270474949,1.15655614633339,0.286863299029026
16.8520454107147,0.559000432021036,0.508847796044971,0.294965105670902,0.205354957555395
16.0749006237701,0.795351525984601,0.573286930806592,0.286400946974644,0.259450508915016
13.8931697094939,0.627199254394929,0.444033156798711,0.642307742402633,0.30572860044899
15.9041507991481,0.714979730632099,0.525569985552487,0.675853414301445,0.234096716188107
14.518462860581,0.566810655716054,0.525503789813939,0.287282589771549,0.146346240839407
15.2176552520969,0.557164348880739,0.59922172117901,0.537350790184539,0.140352713568539
13.1579248883793,0.475471030441478,0.584769878887093,0.574186917374286,0.127583893961788
17.1139194931851,0.710259091596601,0.460157591172243,0.273476651322207,0.1512308741713
14.8483825302578,0.491147848894661,0.422652193532348,0.291406810269571,0.129890773961044
15.2684923300012,0.593267168181798,0.491075710148256,0.332943499797559,0.158908272950618
15.2837051988466,0.681072911137315,0.588746957318483,0.433307805602677,0.24278214491365
14.7797744258059,0.664733141943683,0.443223708104195,0.332968148998116,0.188840534683624
16.348415357538,0.465160225998638,0.610143679590384,0.301225515249094,0.126565805721959
17.2366314719451,0.501513161378449,0.413184242519829,0.386145047397844,0.12738899055485
16.7661962266168,0.567026774011385,0.500750607590624,0.282110621767175,0.163878434977392
15.5983418316745,0.539570991250241,0.566265180923242,0.505271020610155,0.290550626409657
17.0956200223076,0.496604609226393,0.442740620764279,0.276600345596906,0.126215775568079
16.4231572326154,0.90639145987279,0.619258976854279,0.331640325557954,0.128887858303317
16.0194081461608,0.906329309660489,0.489833502687804,0.27430928077125,0.172560908761743
14.6858400062659,0.884818461009592,0.405647903050882,0.469436347525644,0.264578329653644
15.8846511687431,0.584374977211049,0.331176911353669,0.650030803948561,0.275418240451954
15.3038713567122,0.667662453304592,0.416675538592186,0.420776713605217,0.214259858093171
13.4181899766784,0.613774613124717,0.42545687311932,0.364489124124904,0.218181737303526
13.6203765057742,0.616789956081557,0.511250370338176,0.433728732951448,0.215282525291468
14.4938749388845,0.594294849442753,0.330298211544809,0.372792191292007,0.318135576696005
14.6796637715591,0.621692301622318,0.318372694657189,0.394410524771488,0.274622930516514
17.2372997176861,0.636013894991099,0.397787237018686,0.55010474929363,0.26199033654224
13.0942571381736,0.604600851457866,0.374917849988389,0.810059593713295,0.366362482422659
15.4483012820385,1.13698713769946,0.580175024843395,0.688908376382658,0.436363396636255
15.2869562911746,1.65375173191975,0.892009892421214,0.373556097682613,0.628701866595967
15.4156744580931,0.62350537754368,0.345307573603849,0.44399364158881,0.222364493133079
16.204386490046,0.681347709633434,0.340005258236806,0.373468429127649,0.243270785892619
17.2692594299371,0.641297405089768,0.362846715202342,0.371750229966225,0.225238875817053
14.5958526135447,0.92750243652327,0.496150846788261,0.356170694533168,0.24591059544805
13.4770429162843,0.968620072272084,0.544843483494425,0.356263004374654,0.287019527313126
15.9081402185665,0.696805897921026,0.327003362837545,0.534344342643812,0.365089475082681
15.0969530672568,0.632726090310634,0.376538181958927,0.403096227313597,0.216922020427832
13.7851767876762,0.996368316248616,0.483384328749413,0.558220206604082,0.328445973852894
17.1258417696371,0.61042146499034,0.489064519765612,0.355253971682387,0.322863086358133
15.9099072923861,0.820453598207497,0.38592041938255,0.986442565284624,0.553892703289982
