"pos.1" "pos.2" "bin.dist" "reg.bin" "reg.no.int" "pic_name"
1 1 0 0 0 "plot_turk2_100_125_5_1.png"
2 1 12.0830459735946 0.112847966116914 0.112847966116914 "plot_turk2_100_125_5_1.png"
3 1 8.94427190999916 0.0828310841985551 0.0828310841985551 "plot_turk2_100_125_5_1.png"
4 1 15.2315462117278 0.0136442301099147 0.0136442301099147 "plot_turk2_100_125_5_1.png"
5 1 1.4142135623731 0.0920465135865739 0.0920465135865739 "plot_turk2_100_125_5_1.png"
6 1 7.21110255092798 0.0534372177580085 0.0534372177580085 "plot_turk2_100_125_5_1.png"
7 1 4.47213595499958 0.0451220437137687 0.0451220437137687 "plot_turk2_100_125_5_1.png"
8 1 11.6619037896906 0.000195089391365813 0.000195089391365813 "plot_turk2_100_125_5_1.png"
9 1 8.94427190999916 0.0899594395578357 0.0899594395578357 "plot_turk2_100_125_5_1.png"
10 1 9.48683298050514 0.0377986273295728 0.0377986273295728 "plot_turk2_100_125_5_1.png"
11 1 12.0830459735946 0.00187467384940158 0.00187467384940158 "plot_turk2_100_125_5_1.png"
12 1 4.47213595499958 0.0480919817861885 0.0480919817861885 "plot_turk2_100_125_5_1.png"
13 1 5.8309518948453 0.0165544704032677 0.0165544704032677 "plot_turk2_100_125_5_1.png"
14 1 11.4017542509914 0.116247940725221 0.116247940725221 "plot_turk2_100_125_5_1.png"
15 1 17.7200451466693 0.0213904995487446 0.0213904995487446 "plot_turk2_100_125_5_1.png"
16 1 8.48528137423857 0.0428966508912467 0.0428966508912467 "plot_turk2_100_125_5_1.png"
17 1 7.07106781186548 0.011359919988455 0.011359919988455 "plot_turk2_100_125_5_1.png"
18 1 9.89949493661167 0.00029093953617106 0.00029093953617106 "plot_turk2_100_125_5_1.png"
19 1 11.3137084989848 0.0516038554384851 0.0516038554384851 "plot_turk2_100_125_5_1.png"
20 1 7.21110255092798 0.0714364216211684 0.0714364216211684 "plot_turk2_100_125_5_1.png"
1 2 12.0830459735946 0.112847966116914 0.112847966116914 "plot_turk2_100_125_5_1.png"
2 2 0 0 0 "plot_turk2_100_125_5_1.png"
3 2 3.16227766016838 0.00231597852495579 0.00231597852495579 "plot_turk2_100_125_5_1.png"
4 2 10.295630140987 0.0480135719490029 0.0480135719490029 "plot_turk2_100_125_5_1.png"
5 2 12.6491106406735 0.00105864530337308 0.00105864530337308 "plot_turk2_100_125_5_1.png"
6 2 5.09901951359278 0.0109754116268388 0.0109754116268388 "plot_turk2_100_125_5_1.png"
7 2 9.05538513813742 0.0152544765466384 0.0152544765466384 "plot_turk2_100_125_5_1.png"
8 2 21.0237960416286 0.103658932528135 0.103658932528135 "plot_turk2_100_125_5_1.png"
9 2 3.16227766016838 0.00129572078159798 0.00129572078159798 "plot_turk2_100_125_5_1.png"
10 2 8.94427190999916 0.0200250298950809 0.0200250298950809 "plot_turk2_100_125_5_1.png"
11 2 8.48528137423857 0.143812372246798 0.143812372246798 "plot_turk2_100_125_5_1.png"
12 2 9.05538513813742 0.0136024804197356 0.0136024804197356 "plot_turk2_100_125_5_1.png"
13 2 10 0.0429585052085756 0.0429585052085756 "plot_turk2_100_125_5_1.png"
14 2 5.65685424949238 2.52306208362922e-05 2.52306208362922e-05 "plot_turk2_100_125_5_1.png"
15 2 20 0.0359760747258774 0.0359760747258774 "plot_turk2_100_125_5_1.png"
16 2 5.09901951359278 0.0165929040283414 0.0165929040283414 "plot_turk2_100_125_5_1.png"
17 2 10.1980390271856 0.0525993987327669 0.0525993987327669 "plot_turk2_100_125_5_1.png"
18 2 18.1107702762748 0.101679074080169 0.101679074080169 "plot_turk2_100_125_5_1.png"
19 2 4.24264068711928 0.0118295410060075 0.0118295410060075 "plot_turk2_100_125_5_1.png"
20 2 7.07106781186548 0.00471317749970151 0.00471317749970151 "plot_turk2_100_125_5_1.png"
1 3 8.94427190999916 0.0828310841985551 0.0828310841985551 "plot_turk2_100_125_5_1.png"
2 3 3.16227766016838 0.00231597852495579 0.00231597852495579 "plot_turk2_100_125_5_1.png"
3 3 0 0 0 "plot_turk2_100_125_5_1.png"
4 3 10.1980390271856 0.029239419934741 0.029239419934741 "plot_turk2_100_125_5_1.png"
5 3 9.48683298050514 0.000242979028446638 0.000242979028446638 "plot_turk2_100_125_5_1.png"
6 3 2 0.00320797453399748 0.00320797453399748 "plot_turk2_100_125_5_1.png"
7 3 6 0.00568280768593266 0.00568280768593266 "plot_turk2_100_125_5_1.png"
8 3 18.1107702762748 0.0749864059807256 0.0749864059807256 "plot_turk2_100_125_5_1.png"
9 3 0 0.000147100337253081 0.000147100337253081 "plot_turk2_100_125_5_1.png"
10 3 7.07106781186548 0.00872079708561088 0.00872079708561088 "plot_turk2_100_125_5_1.png"
11 3 7.61577310586391 0.10962813895064 0.10962813895064 "plot_turk2_100_125_5_1.png"
12 3 6 0.00469294291410477 0.00469294291410477 "plot_turk2_100_125_5_1.png"
13 3 7.61577310586391 0.025325451122674 0.025325451122674 "plot_turk2_100_125_5_1.png"
14 3 5.09901951359278 0.00282466990336463 0.00282466990336463 "plot_turk2_100_125_5_1.png"
15 3 18.3847763108502 0.0200361154247628 0.0200361154247628 "plot_turk2_100_125_5_1.png"
16 3 2.82842712474619 0.00651068762076105 0.00651068762076105 "plot_turk2_100_125_5_1.png"
17 3 7.61577310586391 0.0328410412187226 0.0328410412187226 "plot_turk2_100_125_5_1.png"
18 3 15.2970585407784 0.0733039104297631 0.0733039104297631 "plot_turk2_100_125_5_1.png"
19 3 4 0.00367709788679987 0.00367709788679987 "plot_turk2_100_125_5_1.png"
20 3 4.47213595499958 0.000421397592749085 0.000421397592749085 "plot_turk2_100_125_5_1.png"
1 4 15.2315462117278 0.0136442301099147 0.0136442301099147 "plot_turk2_100_125_5_1.png"
2 4 10.295630140987 0.0480135719490029 0.0480135719490029 "plot_turk2_100_125_5_1.png"
3 4 10.1980390271856 0.029239419934741 0.029239419934741 "plot_turk2_100_125_5_1.png"
4 4 0 0 0 "plot_turk2_100_125_5_1.png"
5 4 14.7648230602334 0.0348132772578354 0.0348132772578354 "plot_turk2_100_125_5_1.png"
6 4 10 0.013077385223567 0.013077385223567 "plot_turk2_100_125_5_1.png"
7 4 10.770329614269 0.00914145956870449 0.00914145956870449 "plot_turk2_100_125_5_1.png"
8 4 17.8885438199983 0.0105762874463976 0.0105762874463976 "plot_turk2_100_125_5_1.png"
9 4 10.1980390271856 0.033534352734129 0.033534352734129 "plot_turk2_100_125_5_1.png"
10 4 5.8309518948453 0.00602333876640591 0.00602333876640591 "plot_turk2_100_125_5_1.png"
11 4 3.16227766016838 0.0256339385874873 0.0256339385874873 "plot_turk2_100_125_5_1.png"
12 4 10.770329614269 0.0105042661617244 0.0105042661617244 "plot_turk2_100_125_5_1.png"
13 4 17.0293863659264 0.000140556623051274 0.000140556623051274 "plot_turk2_100_125_5_1.png"
14 4 5.09901951359278 0.0502400860398552 0.0502400860398552 "plot_turk2_100_125_5_1.png"
15 4 11.4017542509914 0.000867090114254259 0.000867090114254259 "plot_turk2_100_125_5_1.png"
16 4 8 0.00815527257448781 0.00815527257448781 "plot_turk2_100_125_5_1.png"
17 4 8.60232526704263 0.00010456276422301 0.00010456276422301 "plot_turk2_100_125_5_1.png"
18 4 14.7648230602334 0.00995037555876338 0.00995037555876338 "plot_turk2_100_125_5_1.png"
19 4 6.32455532033676 0.0121785131679307 0.0121785131679307 "plot_turk2_100_125_5_1.png"
20 4 8.24621125123532 0.022640441134766 0.022640441134766 "plot_turk2_100_125_5_1.png"
1 5 1.4142135623731 0.0920465135865739 0.0920465135865739 "plot_turk2_100_125_5_1.png"
2 5 12.6491106406735 0.00105864530337308 0.00105864530337308 "plot_turk2_100_125_5_1.png"
3 5 9.48683298050514 0.000242979028446638 0.000242979028446638 "plot_turk2_100_125_5_1.png"
4 5 14.7648230602334 0.0348132772578354 0.0348132772578354 "plot_turk2_100_125_5_1.png"
5 5 0 0 0 "plot_turk2_100_125_5_1.png"
6 5 7.61577310586391 0.00521670613350526 0.00521670613350526 "plot_turk2_100_125_5_1.png"
7 5 4.24264068711928 0.00827593827577019 0.00827593827577019 "plot_turk2_100_125_5_1.png"
8 5 10.295630140987 0.0837663924642239 0.0837663924642239 "plot_turk2_100_125_5_1.png"
9 5 9.48683298050514 1.19666997921805e-05 1.19666997921805e-05 "plot_turk2_100_125_5_1.png"
10 5 8.94427190999916 0.0118751131286555 0.0118751131286555 "plot_turk2_100_125_5_1.png"
11 5 11.6619037896906 0.120193392668832 0.120193392668832 "plot_turk2_100_125_5_1.png"
12 5 4.24264068711928 0.00707160610442995 0.00707160610442995 "plot_turk2_100_125_5_1.png"
13 5 7.21110255092798 0.0305297015642809 0.0305297015642809 "plot_turk2_100_125_5_1.png"
14 5 11.3137084989848 0.00141074151278992 0.00141074151278992 "plot_turk2_100_125_5_1.png"
15 5 16.4924225024706 0.0246919646573979 0.0246919646573979 "plot_turk2_100_125_5_1.png"
16 5 8.60232526704263 0.0092691869155638 0.0092691869155638 "plot_turk2_100_125_5_1.png"
17 5 6.32455532033676 0.0387336872421349 0.0387336872421349 "plot_turk2_100_125_5_1.png"
18 5 8.48528137423857 0.0819875796995497 0.0819875796995497 "plot_turk2_100_125_5_1.png"
19 5 11.4017542509914 0.00581053471381045 0.00581053471381045 "plot_turk2_100_125_5_1.png"
20 5 7.07106781186548 0.00130434780078407 0.00130434780078407 "plot_turk2_100_125_5_1.png"
1 6 7.21110255092798 0.0534372177580085 0.0534372177580085 "plot_turk2_100_125_5_1.png"
2 6 5.09901951359278 0.0109754116268388 0.0109754116268388 "plot_turk2_100_125_5_1.png"
3 6 2 0.00320797453399748 0.00320797453399748 "plot_turk2_100_125_5_1.png"
4 6 10 0.013077385223567 0.013077385223567 "plot_turk2_100_125_5_1.png"
5 6 7.61577310586391 0.00521670613350526 0.00521670613350526 "plot_turk2_100_125_5_1.png"
6 6 0 0 0 "plot_turk2_100_125_5_1.png"
7 6 4 0.000351390593338204 0.000351390593338204 "plot_turk2_100_125_5_1.png"
8 6 16.1245154965971 0.0471747428132822 0.0471747428132822 "plot_turk2_100_125_5_1.png"
9 6 2 0.0047289658943675 0.0047289658943675 "plot_turk2_100_125_5_1.png"
10 6 5.8309518948453 0.00135028496663211 0.00135028496663211 "plot_turk2_100_125_5_1.png"
11 6 7.07106781186548 0.0753296192222735 0.0753296192222735 "plot_turk2_100_125_5_1.png"
12 6 4 0.00014080369688648 0.00014080369688648 "plot_turk2_100_125_5_1.png"
13 6 7.07106781186548 0.0105064012473536 0.0105064012473536 "plot_turk2_100_125_5_1.png"
14 6 5.09901951359278 0.0120530992763067 0.0120530992763067 "plot_turk2_100_125_5_1.png"
15 6 17.0293863659264 0.00720970839377645 0.00720970839377645 "plot_turk2_100_125_5_1.png"
16 6 2 0.000578395181367854 0.000578395181367854 "plot_turk2_100_125_5_1.png"
17 6 5.8309518948453 0.015520672039734 0.015520672039734 "plot_turk2_100_125_5_1.png"
18 6 13.3416640641263 0.0458422206094764 0.0458422206094764 "plot_turk2_100_125_5_1.png"
19 6 4.47213595499958 1.60007572113797e-05 1.60007572113797e-05 "plot_turk2_100_125_5_1.png"
20 6 2.82842712474619 0.00130400527721344 0.00130400527721344 "plot_turk2_100_125_5_1.png"
1 7 4.47213595499958 0.0451220437137687 0.0451220437137687 "plot_turk2_100_125_5_1.png"
2 7 9.05538513813742 0.0152544765466384 0.0152544765466384 "plot_turk2_100_125_5_1.png"
3 7 6 0.00568280768593266 0.00568280768593266 "plot_turk2_100_125_5_1.png"
4 7 10.770329614269 0.00914145956870449 0.00914145956870449 "plot_turk2_100_125_5_1.png"
5 7 4.24264068711928 0.00827593827577019 0.00827593827577019 "plot_turk2_100_125_5_1.png"
6 7 4 0.000351390593338204 0.000351390593338204 "plot_turk2_100_125_5_1.png"
7 7 0 0 0 "plot_turk2_100_125_5_1.png"
8 7 12.1655250605964 0.0393832197099793 0.0393832197099793 "plot_turk2_100_125_5_1.png"
9 7 6 0.00765850631383911 0.00765850631383911 "plot_turk2_100_125_5_1.png"
10 7 5.09901951359278 0.000324029109533175 0.000324029109533175 "plot_turk2_100_125_5_1.png"
11 7 7.61577310586391 0.0653911857948705 0.0653911857948705 "plot_turk2_100_125_5_1.png"
12 7 0 4.73253450592438e-05 4.73253450592438e-05 "plot_turk2_100_125_5_1.png"
13 7 7.61577310586391 0.00701495405168386 0.00701495405168386 "plot_turk2_100_125_5_1.png"
14 7 7.07106781186548 0.0165204809805516 0.0165204809805516 "plot_turk2_100_125_5_1.png"
15 7 14.7648230602334 0.00437775250249534 0.00437775250249534 "plot_turk2_100_125_5_1.png"
16 7 4.47213595499958 2.81370050295098e-05 2.81370050295098e-05 "plot_turk2_100_125_5_1.png"
17 7 3.16227766016838 0.0112013803886673 0.0112013803886673 "plot_turk2_100_125_5_1.png"
18 7 9.48683298050514 0.0381665257790995 0.0381665257790995 "plot_turk2_100_125_5_1.png"
19 7 7.21110255092798 0.000217424479936541 0.000217424479936541 "plot_turk2_100_125_5_1.png"
20 7 2.82842712474619 0.00300922774796653 0.00300922774796653 "plot_turk2_100_125_5_1.png"
1 8 11.6619037896906 0.000195089391365813 0.000195089391365813 "plot_turk2_100_125_5_1.png"
2 8 21.0237960416286 0.103658932528135 0.103658932528135 "plot_turk2_100_125_5_1.png"
3 8 18.1107702762748 0.0749864059807256 0.0749864059807256 "plot_turk2_100_125_5_1.png"
4 8 17.8885438199983 0.0105762874463976 0.0105762874463976 "plot_turk2_100_125_5_1.png"
5 8 10.295630140987 0.0837663924642239 0.0837663924642239 "plot_turk2_100_125_5_1.png"
6 8 16.1245154965971 0.0471747428132822 0.0471747428132822 "plot_turk2_100_125_5_1.png"
7 8 12.1655250605964 0.0393832197099793 0.0393832197099793 "plot_turk2_100_125_5_1.png"
8 8 0 0 0 "plot_turk2_100_125_5_1.png"
9 8 18.1107702762748 0.0817759533397204 0.0817759533397204 "plot_turk2_100_125_5_1.png"
10 8 13.3416640641263 0.0325626537678181 0.0325626537678181 "plot_turk2_100_125_5_1.png"
11 8 15.8113883008419 0.00327927385302205 0.00327927385302205 "plot_turk2_100_125_5_1.png"
12 8 12.1655250605964 0.0421609841862544 0.0421609841862544 "plot_turk2_100_125_5_1.png"
13 8 17.4928556845359 0.0131553413508787 0.0131553413508787 "plot_turk2_100_125_5_1.png"
14 8 17.2626765016321 0.106918589974801 0.106918589974801 "plot_turk2_100_125_5_1.png"
15 8 12.0830459735946 0.0174999753813042 0.0174999753813042 "plot_turk2_100_125_5_1.png"
16 8 16 0.0373060055793946 0.0373060055793946 "plot_turk2_100_125_5_1.png"
17 8 11.0453610171873 0.00857762806295053 0.00857762806295053 "plot_turk2_100_125_5_1.png"
18 8 3.16227766016838 9.54506826831789e-06 9.54506826831789e-06 "plot_turk2_100_125_5_1.png"
19 8 18.1107702762748 0.0454531226610146 0.0454531226610146 "plot_turk2_100_125_5_1.png"
20 8 14 0.0641651898259188 0.0641651898259188 "plot_turk2_100_125_5_1.png"
1 9 8.94427190999916 0.0899594395578357 0.0899594395578357 "plot_turk2_100_125_5_1.png"
2 9 3.16227766016838 0.00129572078159798 0.00129572078159798 "plot_turk2_100_125_5_1.png"
3 9 0 0.000147100337253081 0.000147100337253081 "plot_turk2_100_125_5_1.png"
4 9 10.1980390271856 0.033534352734129 0.033534352734129 "plot_turk2_100_125_5_1.png"
5 9 9.48683298050514 1.19666997921805e-05 1.19666997921805e-05 "plot_turk2_100_125_5_1.png"
6 9 2 0.0047289658943675 0.0047289658943675 "plot_turk2_100_125_5_1.png"
7 9 6 0.00765850631383911 0.00765850631383911 "plot_turk2_100_125_5_1.png"
8 9 18.1107702762748 0.0817759533397204 0.0817759533397204 "plot_turk2_100_125_5_1.png"
9 9 0 0 0 "plot_turk2_100_125_5_1.png"
10 9 7.07106781186548 0.0111331410675159 0.0111331410675159 "plot_turk2_100_125_5_1.png"
11 9 7.61577310586391 0.117806761238823 0.117806761238823 "plot_turk2_100_125_5_1.png"
12 9 6 0.00650176944465718 0.00650176944465718 "plot_turk2_100_125_5_1.png"
13 9 7.61577310586391 0.0293328014006598 0.0293328014006598 "plot_turk2_100_125_5_1.png"
14 9 5.09901951359278 0.00168256909973462 0.00168256909973462 "plot_turk2_100_125_5_1.png"
15 9 18.3847763108502 0.0236167674719653 0.0236167674719653 "plot_turk2_100_125_5_1.png"
16 9 2.82842712474619 0.00861505579330231 0.00861505579330231 "plot_turk2_100_125_5_1.png"
17 9 7.61577310586391 0.0373840160942292 0.0373840160942292 "plot_turk2_100_125_5_1.png"
18 9 15.2970585407784 0.080018515604072 0.080018515604072 "plot_turk2_100_125_5_1.png"
19 9 4 0.00529511948538661 0.00529511948538661 "plot_turk2_100_125_5_1.png"
