"pic_name" "pos.1" "pos.2" "box.dist" "bin.dist"
"plot_turk1_100_0_5_1.png" 1 1 0 0
"plot_turk1_100_0_5_1.png" 1 2 1.46412792720317 7.21110255092798
"plot_turk1_100_0_5_1.png" 1 3 2.8245304232953 15.3622914957372
"plot_turk1_100_0_5_1.png" 1 4 1.74243141436773 5.8309518948453
"plot_turk1_100_0_5_1.png" 1 5 1.74439121906152 6.92820323027551
"plot_turk1_100_0_5_1.png" 1 6 1.73175880219038 9.38083151964686
"plot_turk1_100_0_5_1.png" 1 7 1.86811488848128 16.431676725155
"plot_turk1_100_0_5_1.png" 1 8 2.93468001755174 14.422205101856
"plot_turk1_100_0_5_1.png" 1 9 0.849020273613579 10.3923048454133
"plot_turk1_100_0_5_1.png" 1 10 1.99696286135654 4.47213595499958
"plot_turk1_100_0_5_1.png" 1 11 1.2343256767072 7.74596669241483
"plot_turk1_100_0_5_1.png" 1 12 1.97673198577625 10.4880884817015
"plot_turk1_100_0_5_1.png" 1 13 1.5099288002635 4.89897948556636
"plot_turk1_100_0_5_1.png" 1 14 0.822303011846702 6
"plot_turk1_100_0_5_1.png" 1 15 1.87614559719559 9.59166304662544
"plot_turk1_100_0_5_1.png" 1 16 2.18712451544268 7.21110255092798
"plot_turk1_100_0_5_1.png" 1 17 1.73545385978359 10.295630140987
"plot_turk1_100_0_5_1.png" 1 18 1.84232032765629 7.21110255092798
"plot_turk1_100_0_5_1.png" 1 19 1.91899995686221 6
"plot_turk1_100_0_5_1.png" 1 20 1.00248283508692 9.89949493661167
"plot_turk1_100_0_5_1.png" 2 1 1.46412792720317 7.21110255092798
"plot_turk1_100_0_5_1.png" 2 2 0 0
"plot_turk1_100_0_5_1.png" 2 3 3.24649426700556 17.8885438199983
"plot_turk1_100_0_5_1.png" 2 4 0.814849079617969 8.71779788708135
"plot_turk1_100_0_5_1.png" 2 5 0.656889905287172 10.0995049383621
"plot_turk1_100_0_5_1.png" 2 6 1.51131092874514 10.3923048454133
"plot_turk1_100_0_5_1.png" 2 7 1.61821454320455 18.1107702762748
"plot_turk1_100_0_5_1.png" 2 8 3.78079433683238 13.7113092008021
"plot_turk1_100_0_5_1.png" 2 9 1.86662571534208 4.69041575982343
"plot_turk1_100_0_5_1.png" 2 10 1.01814830511068 8
"plot_turk1_100_0_5_1.png" 2 11 1.92862171223786 10.5830052442584
"plot_turk1_100_0_5_1.png" 2 12 1.72959743333244 9.16515138991168
"plot_turk1_100_0_5_1.png" 2 13 1.58312613002261 9.16515138991168
"plot_turk1_100_0_5_1.png" 2 14 1.24469298069428 9.05538513813742
"plot_turk1_100_0_5_1.png" 2 15 1.70605682316976 9.48683298050514
"plot_turk1_100_0_5_1.png" 2 16 1.2465309789036 6.92820323027551
"plot_turk1_100_0_5_1.png" 2 17 0.581902485173788 9.59166304662544
"plot_turk1_100_0_5_1.png" 2 18 0.774237275940912 11.13552872566
"plot_turk1_100_0_5_1.png" 2 19 2.65405805237695 8.36660026534076
"plot_turk1_100_0_5_1.png" 2 20 1.18732535326785 8.83176086632785
"plot_turk1_100_0_5_1.png" 3 1 2.8245304232953 15.3622914957372
"plot_turk1_100_0_5_1.png" 3 2 3.24649426700556 17.8885438199983
"plot_turk1_100_0_5_1.png" 3 3 0 0
"plot_turk1_100_0_5_1.png" 3 4 2.65733121644587 13.114877048604
"plot_turk1_100_0_5_1.png" 3 5 3.27181707473896 12.9614813968157
"plot_turk1_100_0_5_1.png" 3 6 1.8350391167187 12
"plot_turk1_100_0_5_1.png" 3 7 2.00965534122384 13.0384048104053
"plot_turk1_100_0_5_1.png" 3 8 3.06301970358408 22.2710574513201
"plot_turk1_100_0_5_1.png" 3 9 3.0640017416226 19.131126469709
"plot_turk1_100_0_5_1.png" 3 10 3.25903708953676 13.7113092008021
"plot_turk1_100_0_5_1.png" 3 11 2.74580427735476 18.5472369909914
"plot_turk1_100_0_5_1.png" 3 12 1.90523200031046 22.4053565024081
"plot_turk1_100_0_5_1.png" 3 13 3.00367244622093 17.3781471969828
"plot_turk1_100_0_5_1.png" 3 14 2.54518804151853 18.4390889145858
"plot_turk1_100_0_5_1.png" 3 15 1.64548250279215 22.4053565024081
"plot_turk1_100_0_5_1.png" 3 16 3.37630681115927 20
"plot_turk1_100_0_5_1.png" 3 17 2.88882416365788 14.560219778561
"plot_turk1_100_0_5_1.png" 3 18 3.18611915514869 17.4928556845359
"plot_turk1_100_0_5_1.png" 3 19 1.80400086784676 12.328828005938
"plot_turk1_100_0_5_1.png" 3 20 3.14108961444585 17.0293863659264
"plot_turk1_100_0_5_1.png" 4 1 1.74243141436773 5.8309518948453
"plot_turk1_100_0_5_1.png" 4 2 0.814849079617969 8.71779788708135
"plot_turk1_100_0_5_1.png" 4 3 2.65733121644587 13.114877048604
"plot_turk1_100_0_5_1.png" 4 4 0 0
"plot_turk1_100_0_5_1.png" 4 5 0.756784169923209 6
"plot_turk1_100_0_5_1.png" 4 6 0.842416764414678 4.69041575982343
"plot_turk1_100_0_5_1.png" 4 7 1.24794760940648 13.1909059582729
"plot_turk1_100_0_5_1.png" 4 8 3.81615109303166 12
"plot_turk1_100_0_5_1.png" 4 9 2.06106726702659 11.4891252930761
"plot_turk1_100_0_5_1.png" 4 10 0.854073932949906 5.65685424949238
"plot_turk1_100_0_5_1.png" 4 11 1.88054319638642 8.94427190999916
"plot_turk1_100_0_5_1.png" 4 12 1.01642465356285 10.1980390271856
"plot_turk1_100_0_5_1.png" 4 13 1.5153729389671 8
"plot_turk1_100_0_5_1.png" 4 14 1.21712242595 10.3923048454133
"plot_turk1_100_0_5_1.png" 4 15 1.12487164558364 12.2474487139159
"plot_turk1_100_0_5_1.png" 4 16 1.05850529328653 9.16515138991168
"plot_turk1_100_0_5_1.png" 4 17 0.314424417043783 7.48331477354788
